date,ticker,gap_pct,open,prev_close,volume,stop,tgt,shares,outcome,exit,pnl,pct
2026-04-02,RXT,-4.84,0.9248999953269958,0.972,2892200,0.9387734952569007,0.897152995467186,7207,STOP,0.9387734952569007,-99.98631399482412,-1.4999999999999885
2026-04-13,RXT,-3.79,1.25,1.32,8582000,1.2687499999999998,1.2125,5333,STOP,1.2687499999999998,-99.99374999999905,-1.4999999999999858
2026-04-20,RXT,-4.76,1.399999976158142,1.47,6615200,1.420999975800514,1.3579999768733977,4761,STOP,1.420999975800514,-99.980998297333,-1.4999999999999891
2026-04-02,RZLV,-4.15,3.0,3.13,25787500,3.045,2.91,2222,STOP,3.045,-99.98999999999984,-1.4999999999999978
2026-04-07,RZLV,-3.38,2.859999895095825,2.96,24662700,2.902899893522262,2.7741998982429505,2331,TARGET,2.7741998982429505,199.9997926640508,2.9999999999999964
2026-04-09,SAFX,-7.91,0.6399999856948853,0.695,16280700,0.6495999854803085,0.6207999861240386,10416,STOP,0.6495999854803085,-99.9935977649686,-1.4999999999999958
2026-04-17,SAFX,-3.45,0.41999998688697815,0.435,14016300,0.4262999866902828,0.4073999872803688,15873,STOP,0.4262999866902828,-99.99989687785464,-1.4999999999999938
2026-04-15,SHLS,-3.05,7.0,7.22,8400000,7.1049999999999995,6.79,952,STOP,7.1049999999999995,-99.95999999999955,-1.4999999999999933
2026-04-01,SIDU,-3.02,2.2200000286102295,2.32,12161200,2.2533000290393828,2.1534000277519225,3003,STOP,2.2533000290393828,-99.99990128874725,-1.499999999999992
2026-04-02,SIDU,-4.29,2.009999990463257,2.1,66716800,2.0401499903202054,1.949699990749359,3316,STOP,2.0401499903202054,-99.97739952564139,-1.4999999999999851
2026-04-07,SIDU,-8.39,3.361999988555908,3.67,50682100,3.4124299883842464,3.261139988899231,1982,STOP,3.4124299883842464,-99.95225965976627,-1.4999999999999867
2026-04-13,SIDU,-7.88,3.9149999618530273,4.25,36404900,3.9737249612808223,3.7975499629974365,1702,TARGET,3.7975499629974365,199.89989805221558,3.0
2026-04-15,SIDU,-3.01,5.139999866485596,5.31,29705900,5.217099864482879,4.985799870491028,1297,STOP,5.217099864482879,-99.99869740247671,-1.4999999999999918
2026-04-16,SIDU,-4.92,4.610000133514404,4.88,41087300,4.67915013551712,4.471700129508972,1446,STOP,4.67915013551712,-99.99090289592706,-1.4999999999999947
2026-04-17,SIDU,-5.21,5.639999866485596,5.95,25038900,5.7245998644828795,5.470799870491028,1182,STOP,5.7245998644828795,-99.99719763278944,-1.4999999999999976
2026-04-20,SIDU,-9.25,4.855000019073486,5.35,45442800,4.927825019359588,4.709350018501282,1373,TARGET,4.709350018501282,199.97745078563656,2.999999999999995
2026-04-28,SIDU,-4.48,3.200000047683716,3.35,8369801,3.2480000483989713,3.1040000462532045,2083,STOP,3.2480000483989713,-99.9840014898771,-1.4999999999999911
2026-04-08,SILO,-9.62,0.47200000286102295,0.53,6395500,0.47908000290393826,0.45784000277519227,14124,TARGET,0.45784000277519227,199.99584121227255,2.9999999999999987
2026-04-09,SILO,-13.57,0.3822000026702881,0.442,1817300,0.38793300271034237,0.3707340025901794,17442,STOP,0.38793300271034237,-99.99498669862678,-1.4999999999999896
2026-04-21,SILO,-8.56,0.6092000007629395,0.666,2637300,0.6183380007743835,0.5909240007400512,10943,STOP,0.6183380007743835,-99.99713412523221,-1.4999999999999927
2026-04-23,SILO,-12.28,0.5,0.57,3288700,0.5075,0.485,13333,TARGET,0.485,199.99500000000018,3.0000000000000027
2026-04-24,SKLZ,-30.92,8.600000381469727,12.45,9394400,8.729000387191771,8.342000370025634,775,STOP,8.729000387191771,-99.97500443458458,-1.4999999999999851
2026-04-06,SKYQ,-7.84,4.699999809265137,5.1,21390600,4.770499806404113,4.558999814987183,1418,TARGET,4.558999814987183,199.93799188613886,2.999999999999999
