ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,scan_date,asof
BBWI,LONG,CONVICTION,63.0,BULL_BOUNCE_PENDING,18.86,17.88,22.06,21.88,102,3.29,FAVORABLE,19.2427,LIMIT,2026-05-28,2026-05-28T05:31:32.536150
BMA,LONG,CONVICTION,63.0,BULL_BOUNCE_PENDING,85.0,83.82,92.15,88.0,84,6.04,FAVORABLE,86.0,LIMIT,2026-05-28,2026-05-28T05:31:38.422909
MITK,LONG,CONVICTION,62.9,BULL_BOUNCE_PENDING,16.85,16.01,17.69,,118,1.0,FAVORABLE,17.19,LIMIT,2026-05-28,2026-05-28T05:33:26.349851
GNS,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,0.27,0.23,0.28,,2474,0.33,FAVORABLE,0.2753,LIMIT,2026-05-28,2026-05-28T05:32:44.725506
SPIR,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,24.53,23.63,25.89,,111,1.51,FAVORABLE,24.81,LIMIT,2026-05-28,2026-05-28T05:34:48.049543
AXTI,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,124.07,118.83,144.58,144.58,19,3.92,FAVORABLE,126.6,LIMIT,2026-05-28,2026-05-28T05:35:36.916076
NSP,LONG,CONVICTION,61.8,BULL_BOUNCE_PENDING,32.03,31.39,33.03,35.57,157,1.57,FAVORABLE,32.27,LIMIT,2026-05-28,2026-05-28T05:33:42.239249
TNET,LONG,CONVICTION,61.8,BULL_BOUNCE_PENDING,43.51,42.59,48.54,48.03,107,5.43,FAVORABLE,44.4,LIMIT,2026-05-28,2026-05-28T05:34:54.462985
CSTL,LONG,CONVICTION,61.5,BULL_BOUNCE_PENDING,20.83,19.85,22.66,24.01,101,1.85,FAVORABLE,21.26,LIMIT,2026-05-28,2026-05-28T05:32:10.438550
ALLO,LONG,CONVICTION,61.4,BULL_BOUNCE_PENDING,2.16,2.11,2.51,,1976,6.92,FAVORABLE,2.19,LIMIT,2026-05-28,2026-05-28T05:30:56.805282
ROCK,LONG,CONVICTION,61.3,BULL_BOUNCE_PENDING,38.91,37.15,44.47,45.16,56,3.16,FAVORABLE,39.7,LIMIT,2026-05-28,2026-05-28T05:34:23.465344
DYAI,LONG,CONVICTION,61.0,CHANNEL_RECLAIM_LONG,0.73,0.64,0.77,,1117,0.41,FAVORABLE,0.7331,LIMIT,2026-05-28,2026-05-28T05:32:26.642393
ICLR,LONG,CONVICTION,61.0,BULL_BOUNCE_PENDING,111.94,110.23,124.14,124.97,58,7.15,FAVORABLE,113.01,LIMIT,2026-05-28,2026-05-28T05:32:59.843719
KIDZ,LONG,CONVICTION,61.0,CHANNEL_RECLAIM_LONG,0.42,0.37,0.44,,2176,0.45,FAVORABLE,0.417,LIMIT,2026-05-28,2026-05-28T05:33:14.788040
NIO,LONG,CONVICTION,61.0,BULL_BOUNCE_PENDING,5.64,5.55,6.17,6.07,1060,5.62,FAVORABLE,5.68,LIMIT,2026-05-28,2026-05-28T05:33:35.049880
LUNR,LONG,CONVICTION,60.9,BULL_BOUNCE_PENDING,37.81,36.26,40.62,,64,1.82,FAVORABLE,38.5783,LIMIT,2026-05-28,2026-05-28T05:33:19.901666
NCLH,LONG,CONVICTION,60.7,BULL_BOUNCE_PENDING,16.98,16.22,19.46,18.76,130,3.24,FAVORABLE,17.33,LIMIT,2026-05-28,2026-05-28T05:33:31.417036
CRI,LONG,CONVICTION,60.2,BUY_LOWER_DIRTY,39.36,38.21,39.82,,86,0.4,FAVORABLE,39.36,LIMIT,2026-05-28,2026-05-28T05:32:03.562094
ALP,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,0.44,0.42,0.49,,4468,2.05,FAVORABLE,0.4465,LIMIT,2026-05-28,2026-05-28T05:30:57.161153
MEHA,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,0.07,0.06,0.08,,6680,0.25,FAVORABLE,0.076,LIMIT,2026-05-28,2026-05-28T05:33:24.895128
SEZL,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,115.12,112.28,120.87,,35,2.03,FAVORABLE,116.4,LIMIT,2026-05-28,2026-05-28T05:34:31.422817
VIVO,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,4.75,4.54,4.99,,471,1.12,FAVORABLE,4.8513,LIMIT,2026-05-28,2026-05-28T05:37:06.962613
YMAT,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,1.14,0.9,1.19,,419,0.24,FAVORABLE,1.16,LIMIT,2026-05-28,2026-05-28T05:37:14.190486
WOLF,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,61.0,57.67,70.1,69.66,30,2.73,FAVORABLE,61.11,LIMIT,2026-05-28,2026-05-28T05:37:09.027397
