ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
ENHA,BOUNCED_WAITING,0,1,8.1,4,-3.0,False,0.8,15m,5,61,False,3m,2,True,2635,2295,3782.5,73,37,1d.95t | 1d.30t | 1d.8t,2026-05-11T08:45:00.000,8.8134,2026-05-27T12:30:00.000,2.95,9.09,2.3952,11.07,81,0,False,0.08,1496678,0,110
ENHA,BOUNCED_WAITING,0,1,8.1,4,-3.0,False,0.8,15m,5,25,False,3m,2,True,2635,2295,3782.5,73,37,1d.95t | 1d.30t | 1d.8t,2026-05-12T07:15:00.000,7.9615,2026-05-27T12:30:00.000,2.95,8.0,2.3952,9.1,72,0,False,0.08,1496678,0,110
ENHA,BOUNCED_WAITING,0,1,8.1,4,-3.0,False,0.8,15m,5,68,False,3m,2,True,2635,2295,3782.5,73,37,1d.95t | 1d.30t | 1d.8t,2026-05-18T16:00:00.000,6.61,2026-05-27T12:30:00.000,2.95,7.31,2.3952,7.86,66,0,False,0.08,1496678,0,110
ENHA,BOUNCED_WAITING,0,1,8.1,4,-3.0,False,0.8,15m,5,27,True,3m,2,True,2635,2295,3782.5,73,37,1d.95t | 1d.30t | 1d.8t,2026-05-13T06:15:00.000,6.455,2026-05-27T12:30:00.000,2.95,6.51,2.3952,6.42,66,0,False,0.08,1496678,0,110
ENHA,BOUNCED_WAITING,0,1,8.1,4,-3.0,False,0.8,15m,5,23,False,3m,2,True,2635,2295,3782.5,73,37,1d.95t | 1d.30t | 1d.8t,2026-05-26T07:30:00.000,4.55,2026-05-27T12:30:00.000,2.95,5.06,2.3952,3.8,40,0,False,0.08,1496678,0,110
WOLF,BOUNCED_WAITING,0,1,0.8,5,0.4,False,0.9,15m,5,21,False,1d,462,True,2838,609,3142.5,49,9,1d.55t | 4h.180t~ | 1h.162t~,2026-05-27T06:30:00.000,76.9492,2026-05-27T11:30:00.000,62.0,77.0,53.872,1.85,24,0,False,0.01,10609103,0,58
MDA,BOUNCED_WAITING,0,0,1.5,3,-1.7,False,0.9,15m,5,50,True,1d,164,True,2508,2647,3831.5,33,28,4h.50t~ | 4h.34t~ | 1h.50t~,2026-05-27T07:30:00.000,47.9,2026-05-27T09:45:00.000,45.5232,48.0,44.7004,3.01,4,0,False,0.01,723855,0,61
NP,BOUNCED_WAITING,0,0,49.2,2,-0.6,False,1.3,15m,5,100,False,10m,50,False,3297,2395,4494.5,16,4,1d.39t~ | 4h.25t | 4h.7t,2026-05-08T08:15:00.000,29.88,2026-05-26T09:45:00.000,28.33,30.95,27.8043,4.98,6,0,False,0.5,792092,0,20
NP,BOUNCED_WAITING,0,0,49.2,2,-0.6,False,1.3,15m,5,34,False,10m,50,False,3297,2395,4494.5,16,4,1d.39t~ | 4h.25t | 4h.7t,2026-05-11T16:45:00.000,29.1,2026-05-26T09:45:00.000,28.33,30.1,27.8043,3.37,4,0,False,0.5,792092,0,20
GILT,BOUNCED_WAITING,0,0,2.2,2,0.3,False,2.2,15m,5,51,False,1m,26,False,4005,227,4118.5,43,7,1d.31t | 1d.31t | 1d.21t~,2026-05-12T07:00:00.000,20.22,2026-05-26T04:30:00.000,17.49,20.42,16.2674,2.4,28,0,False,0.02,1020651,0,50
GILT,BOUNCED_WAITING,0,0,2.2,2,0.3,False,2.2,15m,5,49,False,1m,26,False,4005,227,4118.5,43,7,1d.31t | 1d.31t | 1d.21t~,2026-05-13T04:30:00.000,19.48,2026-05-26T04:30:00.000,17.49,19.52,16.2674,1.66,17,0,False,0.02,1020651,0,50
TSAT,BOUNCED_WAITING,0,2,176.6,3,-0.2,False,0.0,15m,5,32,True,1m,15,False,1042,1120,1602.0,15,7,4h.32t~ | 1h.35t | 1h.32t~,2026-05-27T11:00:00.000,58.6,2026-05-27T14:45:00.000,57.23,58.68,56.5567,2.15,9,0,False,1.86,185752,0,22
WGRX,BOUNCED_CLEAN,0,5,480.1,2,23.9,False,0.0,1d,20,110,True,1m,8,False,94794,2389,95988.5,94,4,1d.396t | 1d.350t | 1d.298t,2026-05-21T05:15:00.000,5.15,2026-05-28T07:30:00.000,3.88,5.35,3.1243,1.95,0,0,False,6.31,1490878,0,98
BHVN,BOUNCED_CLEAN,0,3,252.1,0,-0.3,False,0.5,4h,12,35,False,1d,9,False,7723,660,8053.0,36,4,1d.45t | 1d.44t | 1d.24t,2026-05-05T09:30:00.000,10.37,2026-05-27T07:30:00.000,11.26,11.15,10.0499,,0,0,False,2.78,1792324,0,40
CLF,BOUNCED_CLEAN,0,1,0.3,4,-0.2,False,1.0,1d,20,138,False,3m,3,False,6182,123,6243.5,24,11,1d.73t | 1d.48t | 1d.36t,2026-05-26T16:30:00.000,12.0799,2026-05-27T09:30:00.000,12.6475,12.57,11.923,,0,0,False,0.0,12808366,0,35
LAES,BOUNCED_WAITING,0,3,3.6,6,1.5,False,0.9,1d,20,31,False,3m,1,True,7237,597,7535.5,106,11,1d.40t | 1d.37t | 1d.36t,2026-05-26T10:00:00.000,3.705,2026-05-27T10:30:00.000,3.4,3.94,3.2535,3.69,28,0,False,0.04,13495455,0,117
AEMD,BOUNCED_WAITING,0,3,22.3,4,3.8,False,1.0,1d,20,48,False,1d,30,True,26003,3,26004.5,112,1,1d.540t | 1d.90t | 1d.75t,2026-05-27T04:15:00.000,3.45,2026-05-27T07:30:00.000,2.6368,3.74,2.5249,9.86,9,0,False,0.23,1444615,0,113
SEZL,BOUNCED_CLEAN,0,0,0.0,2,-1.3,False,0.8,1d,20,933,False,3m,40,False,45044,0,45044.0,16,0,1d.933t | 1d.642t | 1d.233t,2026-05-27T11:00:00.000,116.0,2026-05-27T14:00:00.000,116.4,122.83,113.792,2.47,0,0,False,0.0,656812,0,16
VCIG,BOUNCED_CLEAN,0,0,5.3,3,-5.6,False,0.8,1d,20,32,False,1m,1,False,2356942,2,2356943.0,141,1,1d.27000t | 1d.16200t | 1d.9000t,2026-05-27T10:30:00.000,4.1025,2026-05-27T13:00:00.000,3.7,4.67,3.4132,3.38,0,0,False,0.05,6837141,0,142
ICLR,BOUNCED_WAITING,0,3,0.0,4,7.6,False,0.5,4h,12,777,False,1d,653,True,127673,3667,129506.5,63,5,1d.953t | 1d.360t | 1d.218t,2026-04-29T14:00:00.000,118.61,2026-05-27T17:00:00.000,113.01,125.37,103.6423,1.32,12,0,False,0.0,768274,0,68
VRRM,BOUNCED_WAITING,0,1,31.9,3,2.8,False,0.6,1d,20,746,True,1m,1,False,12015,15045,19537.5,99,11,1d.746t~ | 1d.115t | 1d.32t,2026-05-27T09:15:00.000,5.5,2026-05-27T17:30:00.000,3.9398,5.6,3.8024,12.08,1,0,False,0.32,5230435,0,110
EYPT,BOUNCED_WAITING,0,1,0.1,5,0.7,False,0.9,1d,20,28,False,3m,15,True,5535,418,5744.0,44,6,1d.28t | 1d.24t | 1d.21t,2026-05-05T08:45:00.000,13.9575,2026-05-27T12:00:00.000,13.15,14.64,12.6946,3.27,15,0,False,0.0,712981,0,50
BH,BOUNCED_WAITING,0,4,284.6,3,1.4,False,1.1,1h,8,523,False,3m,176,True,234491,21238,245110.0,68,4,1d.831t | 1d.813t | 1d.767t~,2026-04-28T09:45:00.000,311.31,2026-05-26T13:00:00.000,284.25,327.0,270.1786,3.04,8,0,False,3.04,57711,0,72
BH,BOUNCED_WAITING,0,4,284.6,3,1.4,False,0.1,15m,5,313,False,1h,663,False,234491,21238,245110.0,68,4,1d.831t | 1d.813t | 1d.767t~,2026-05-27T10:15:00.000,288.49,2026-05-27T12:45:00.000,284.25,302.0,276.1167,2.18,11,0,False,3.04,57711,0,72
CORT,BOUNCED_CLEAN,0,0,0.0,3,-0.0,False,0.9,4h,12,110,False,1m,38,True,16144,0,16144.0,18,0,1d.101t | 1d.58t | 1d.53t,2026-05-27T09:30:00.000,64.93,2026-05-27T10:30:00.000,65.8922,69.01,63.852,1.53,0,0,False,0.0,1000290,0,18
ADPT,BOUNCED_WAITING,0,2,168.3,2,-0.9,False,0.2,4h,12,37,False,3m,21,False,5479,1206,6082.0,29,6,1d.40t | 1d.34t | 1d.33t,2026-05-05T16:45:00.000,16.91,2026-05-27T12:00:00.000,13.84,17.15,13.6603,18.42,24,0,False,1.77,1509486,0,35
BH,BOUNCED_WAITING,0,4,284.6,3,1.4,False,1.1,15m,5,204,False,3m,176,True,234491,21238,245110.0,68,4,1d.831t | 1d.813t | 1d.767t~,2026-05-01T10:00:00.000,302.15,2026-05-26T13:00:00.000,284.25,306.54,270.1786,1.58,5,0,False,3.04,57711,0,72
BH,BOUNCED_WAITING,0,4,284.6,3,1.4,False,1.1,15m,5,68,False,3m,176,True,234491,21238,245110.0,68,4,1d.831t | 1d.813t | 1d.767t~,2026-05-08T14:30:00.000,305.0,2026-05-26T13:00:00.000,284.25,306.0,270.1786,1.55,5,0,False,3.04,57711,0,72
BRZE,BOUNCED_WAITING,0,0,3.4,2,-1.0,False,0.7,1d,20,44,False,1d,164,False,20425,440,20645.0,29,5,1d.375t | 1d.69t~ | 1d.59t,2026-05-26T14:15:00.000,25.58,2026-05-27T16:30:00.000,22.37,26.99,18.6027,1.23,2,0,False,0.03,2529194,0,34
BRZE,BOUNCED_WAITING,0,0,3.4,2,-1.0,False,0.7,1d,20,38,False,1d,164,False,20425,440,20645.0,29,5,1d.375t | 1d.69t~ | 1d.59t,2026-05-27T10:00:00.000,25.82,2026-05-27T16:30:00.000,22.37,27.16,18.6027,1.27,2,0,False,0.03,2529194,0,34
FGL,BOUNCED_WAITING,0,0,17.8,2,-6.2,False,0.7,1d,20,23,False,1d,59,True,146074,68,146108.0,179,8,1d.1000t | 1d.538t | 1d.500t,2026-05-27T05:00:00.000,3.51,2026-05-27T16:30:00.000,2.28,3.85,1.9112,4.26,20,0,False,0.18,2146173,0,187
BIOA,BOUNCED_WAITING,0,2,0.2,5,2.0,False,0.8,4h,12,55,False,1m,12,True,10111,3058,11640.0,67,17,1d.54t~ | 1d.29t | 1d.26t,2026-05-08T09:15:00.000,19.25,2026-05-27T14:00:00.000,16.62,20.1,16.0279,5.88,51,0,False,0.0,360407,0,84
CRBP,BOUNCED_WAITING,0,0,0.4,1,0.8,False,0.9,1d,20,343,False,4h,9,True,9168,733,9534.5,60,33,1d.343t | 1d.126t | 1d.26t,2026-05-14T10:00:00.000,12.24,2026-05-27T11:00:00.000,8.0,12.88,7.4251,8.49,82,0,False,0.0,556405,0,93
GRRR,BOUNCED_WAITING,0,0,1.0,3,-0.5,False,1.0,1d,20,62,False,1m,7,False,7458,0,7458.0,38,0,1d.62t | 1d.51t | 1d.42t,2026-05-27T07:00:00.000,17.2,2026-05-27T08:30:00.000,16.06,18.08,14.97,1.85,8,0,False,0.01,904780,0,38
WGRX,BOUNCED_WAITING,0,5,480.1,2,23.9,False,0.0,4h,12,23,False,1m,8,False,94794,2389,95988.5,94,4,1d.396t | 1d.350t | 1d.298t,2026-05-20T09:15:00.000,11.0,2026-05-28T07:30:00.000,3.88,12.51,3.1243,11.42,13,0,False,6.31,1490878,0,98
SEB,BOUNCED_WAITING,0,3,260.3,1,-0.3,False,1.1,1h,8,1424,False,1d,3194,False,210218,30172,225304.0,11,4,1d.3909t | 1d.2713t | 1d.1460t,2026-04-28T12:45:00.000,5869.53,2026-05-26T12:30:00.000,5050.06,5880.05,4801.6774,3.34,13,0,False,2.76,5106,0,15
CSW,BOUNCED_WAITING,0,2,95.7,4,1.3,False,1.3,4h,12,94,False,3m,440,False,60749,24580,73039.0,33,3,1d.896t~ | 1d.429t | 1d.298t,2026-05-26T09:30:00.000,290.0,2026-05-26T10:30:00.000,288.95,317.1256,262.1946,1.05,4,0,False,0.96,101865,0,36
DDS,BOUNCED_CLEAN,0,0,1.1,2,-0.9,False,0.9,1h,8,437,False,1m,394,False,215264,6936,218732.0,30,1,1d.1861t | 1d.1070t | 1d.905t,2026-04-28T09:45:00.000,588.52,2026-05-27T10:00:00.000,593.0,615.3601,581.0356,1.87,0,0,False,0.01,91641,0,31
ICLR,BOUNCED_WAITING,0,3,0.0,4,7.6,False,0.5,15m,5,283,True,1d,653,True,127673,3667,129506.5,63,5,1d.953t | 1d.360t | 1d.218t,2026-05-11T09:45:00.000,121.67,2026-05-27T17:00:00.000,113.01,124.14,103.6423,1.19,11,0,False,0.0,768274,0,68
SEB,BOUNCED_WAITING,0,3,260.3,1,-0.3,False,1.1,15m,5,2583,False,1d,3194,False,210218,30172,225304.0,11,4,1d.3909t | 1d.2713t | 1d.1460t,2026-05-05T13:30:00.000,5725.82,2026-05-26T12:30:00.000,5050.06,5749.0,4801.6774,2.81,10,0,False,2.76,5106,0,15
SEB,BOUNCED_WAITING,0,3,260.3,1,-0.3,False,1.1,15m,5,2709,False,1d,3194,False,210218,30172,225304.0,11,4,1d.3909t | 1d.2713t | 1d.1460t,2026-05-06T10:00:00.000,5564.5699,2026-05-26T12:30:00.000,5050.06,5650.0,4801.6774,2.42,8,0,False,2.76,5106,0,15
MOD,BOUNCED_CLEAN,0,0,0.2,1,-1.1,False,1.7,1h,8,117,True,1d,2630,True,3753,8507,8006.5,16,18,4h.416t | 4h.200t~ | 4h.129t,2026-05-26T12:45:00.000,304.72,2026-05-26T16:15:00.000,277.0,305.665,267.464,3.01,0,0,False,0.0,1114563,0,34
ADPT,BOUNCED_WAITING,0,2,168.3,2,-0.9,False,0.2,15m,5,110,True,3m,21,False,5479,1206,6082.0,29,6,1d.40t | 1d.34t | 1d.33t,2026-05-06T09:15:00.000,14.5,2026-05-27T12:00:00.000,13.84,14.6,13.6603,4.23,19,0,False,1.77,1509486,0,35
BIOA,BOUNCED_WAITING,0,2,0.2,5,2.0,False,0.8,15m,5,27,True,1m,12,True,10111,3058,11640.0,67,17,1d.54t~ | 1d.29t | 1d.26t,2026-05-14T09:30:00.000,18.51,2026-05-27T14:00:00.000,16.62,19.1533,16.0279,4.28,37,0,False,0.0,360407,0,84
BIOA,BOUNCED_WAITING,0,2,0.2,5,2.0,False,0.8,15m,5,62,True,1m,12,True,10111,3058,11640.0,67,17,1d.54t~ | 1d.29t | 1d.26t,2026-05-15T09:45:00.000,17.87,2026-05-27T14:00:00.000,16.62,17.9,16.0279,2.16,20,0,False,0.0,360407,0,84
BIOA,BOUNCED_WAITING,0,2,0.2,5,2.0,False,0.8,15m,5,32,True,1m,12,True,10111,3058,11640.0,67,17,1d.54t~ | 1d.29t | 1d.26t,2026-05-18T09:45:00.000,17.27,2026-05-27T14:00:00.000,16.62,17.35,16.0279,1.23,13,0,False,0.0,360407,0,84
BTGO,BOUNCED_WAITING,0,0,2.5,2,-0.6,False,0.9,4h,12,22,False,1m,2,False,4219,2008,5223.0,127,29,1d.71t | 1d.42t | 1d.23t,2026-05-12T10:00:00.000,12.08,2026-05-27T11:15:00.000,6.16,12.68,5.6716,13.35,120,0,False,0.02,1507332,0,156
VRRM,BOUNCED_WAITING,0,1,31.9,3,2.8,False,0.6,15m,5,71,False,1m,1,False,12015,15045,19537.5,99,11,1d.746t~ | 1d.115t | 1d.32t,2026-05-11T10:00:00.000,14.125,2026-05-27T17:30:00.000,3.9398,14.15,3.8024,74.3,59,0,False,0.32,5230435,0,110
PHGE,BOUNCED_WAITING,0,0,1.2,3,0.7,False,1.9,1h,8,20,False,1d,44,True,18056,98,18105.0,184,16,1d.83t | 1d.66t | 1d.55t,2026-05-26T04:00:00.000,1.955,2026-05-26T11:00:00.000,1.39,2.8,0.9841,3.47,15,0,False,0.01,17348807,0,200
BTGO,BOUNCED_WAITING,0,0,2.5,2,-0.6,False,0.9,15m,5,33,True,1m,2,False,4219,2008,5223.0,127,29,1d.71t | 1d.42t | 1d.23t,2026-05-14T08:00:00.000,11.25,2026-05-27T11:15:00.000,6.16,11.37,5.6716,10.67,103,0,False,0.02,1507332,0,156
BTGO,BOUNCED_WAITING,0,0,2.5,2,-0.6,False,0.9,15m,5,23,False,1m,2,False,4219,2008,5223.0,127,29,1d.71t | 1d.42t | 1d.23t,2026-05-18T06:45:00.000,9.19,2026-05-27T11:15:00.000,6.16,9.22,5.6716,6.27,78,0,False,0.02,1507332,0,156
BTGO,BOUNCED_WAITING,0,0,2.5,2,-0.6,False,0.9,15m,5,29,True,1m,2,False,4219,2008,5223.0,127,29,1d.71t | 1d.42t | 1d.23t,2026-05-20T10:30:00.000,8.1,2026-05-27T11:15:00.000,6.16,8.31,5.6716,4.4,52,0,False,0.02,1507332,0,156
MOD,BOUNCED_WAITING,0,0,0.2,1,-1.1,False,1.0,15m,5,234,True,1d,2630,True,3753,8507,8006.5,16,18,4h.416t | 4h.200t~ | 4h.129t,2026-05-27T06:45:00.000,304.0,2026-05-27T08:30:00.000,277.0,304.29,267.464,2.86,2,0,False,0.0,1114563,0,34
