ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
ALP,Long,BOUNCE,T2-LONG,100,0.3663,0.2916,0.5157,0.3695,2.0,0.0747,0.3663,2.3,CLOSE,7,3,"15m,1m,5m",0.3579,0.3416,OPEN_ROAD,EXCITED,0,0.2,0.3,1816293,0,64.1,34,8,7.74,LOW,1.18,0.3695,0.379,0.36,-5.0,DISCOUNT,DISCOUNT,16,4,0,8.1,D,False,0.07977142857142858,0.94,N/A,
HCWC,Long,BOUNCE,T2-LONG,91,0.3676,0.2858,0.5312,0.3727,2.0,0.0818,0.3676,2.1,CLOSE,3,3,"10m,1d,5m",0.36,0.3358,OPEN_ROAD,EXCITED,73254768,11.4,6.5,1834492,2,81.0,58,8,22.77,MED,2.92,0.3727,0.3329,0.4125,23.9,MID,DISCOUNT,29,4,14,16.1,D,False,0.02749285714285716,2.98,N/A,
HUBC,Long,BOUNCE,T1-STRONG_LONG,100,0.515,0.3059,0.9331,,2.0,0.2091,0.515,1.4,CLOSE,3,3,"10m,15m,5m",0.5077,0.3732,OPEN_ROAD,EXCITED,794846869,3.2,4.9,8938256,2,542.3,72,8,0.0,NANO,196860.07,0.3948,0.2611,0.5286,102.5,PREMIUM,PREMIUM,225,9,11,26.2,A,False,0.09506428571428571,2.2,N/A,
TGHL,Long,PULLBACK,T2-LONG,100,1.35,-0.094,4.2379,,2.0,1.444,1.35,3.7,APPROACH,1,1,1d,1.3,0.3707,OPEN_ROAD,EXCITED,12372733732,19.9,6.6,1160945,1,700.0,42,8,12.72,LOW,10.46,1.2339,0.3478,2.12,509.5,MID,DISCOUNT,118,7,99,12.6,B,True,0.18317142857142857,7.88,N/A,
GLBE,Long,PULLBACK,T1-STRONG_LONG,98,30.91,29.1873,35.85,,2.9,1.7227,33.75,8.4,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",30.91,30.09,HIGHWAY,EXCITED,130606311,2.1,1.2,0,1,18.4,35,8,103.98,HIGH,0.04,30.775,30.64,30.91,0.9,PREMIUM,DISCOUNT,722,2,434,6.2,C,False,1.5675000000000006,1.1,N/A,
VYX,Long,PULLBACK,T2-LONG,65,6.895,6.5863,7.5124,7.275,2.0,0.3087,7.49,7.9,WAITING,2,2,"1h,4h",6.895,6.79,OPEN_ROAD,EXCITED,9230391,1.1,1.2,0,0,16.1,37,8,117.02,HIGH,0.02,7.275,7.19,7.36,2.4,PREMIUM,DISCOUNT,140,3,46,2.3,C,True,0.3813857142857143,0.81,N/A,
KRKNF,Long,PULLBACK,T1-STRONG_LONG,100,5.65,5.2739,6.4022,,2.0,0.3761,5.961,5.2,APPROACH,7,6,"10m,15m,1h,30m,4h,5m",5.65,5.437,HIGHWAY,EXCITED,34975235,1.6,1.5,0,0,14.0,27,8,297.23,MEGA,0.01,5.5661,5.4621,5.67,3.8,PREMIUM,MID,111,10,46,5.0,B,True,0.4346714285714285,0.87,N/A,
KXIAY,Long,PULLBACK,T1-STRONG_LONG,100,47.85,40.1475,63.255,,2.0,7.7025,47.85,4.6,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",45.66,41.985,HIGHWAY,EXCITED,1787364852,1.6,1.4,0,0,30.3,100,8,327.71,MEGA,0.01,43.675,41.49,45.86,10.5,PREMIUM,MID,11603,35,2761,99.9,A,False,3.6859428571428556,2.09,N/A,
TBBB,Long,BOUNCE,T1-STRONG_LONG,100,39.56,36.6854,45.3092,,2.0,2.8746,39.56,2.2,CLOSE,4,4,"10m,15m,1h,4h",38.69,37.82,HIGHWAY,EXCITED,51425264,2.4,3.9,0,3,23.0,17,8,61.46,HIGH,0.03,37.545,37.82,37.27,-1.5,PREMIUM,PREMIUM,1219,8,929,99.9,A,False,2.1345714285714297,1.35,N/A,
IT,Long,PULLBACK,T1-STRONG_LONG,90,170.35,154.78,224.81,,3.5,15.57,179.59,5.1,APPROACH,9,7,"10m,15m,1d,1h,30m,4h,5m",170.35,159.97,OPEN_ROAD,EXCITED,6234542892,1.0,1.9,0,1,16.0,35,8,60.96,HIGH,0.03,163.62,162.2,165.04,1.8,PREMIUM,PREMIUM,5691,3,4690,25.2,B,False,7.923214285714282,1.97,N/A,
FTRE,Long,PULLBACK,T1-STRONG_LONG,81,14.32,12.97,17.02,15.32,2.0,1.35,15.76,9.1,WAITING,1,1,4h,14.32,13.42,HIGHWAY,EXCITED,31859006,1.1,1.1,0,0,23.7,28,8,93.9,HIGH,0.02,15.32,15.39,15.25,-0.9,PREMIUM,DISCOUNT,1500,9,335,99.9,A,True,0.7949285714285713,1.7,N/A,
VCYT,Long,PULLBACK,T3-LONG_WATCH,55,45.295,43.1553,49.5744,,2.0,2.1397,48.18,6.0,APPROACH,1,1,4h,45.295,44.49,HIGHWAY,EXCITED,21562081,1.2,1.0,0,0,14.4,41,8,79.36,HIGH,0.02,46.26,46.34,46.18,-0.3,FLAT,FLAT,2303,10,1380,99.9,A,False,2.337857142857144,0.92,N/A,
LIND,Long,PULLBACK,T1-STRONG_LONG,77,20.87,19.982,22.646,,2.0,0.888,22.96,9.1,WAITING,1,1,1d,20.87,20.6,HIGHWAY,EXCITED,17061116,1.7,1.6,0,1,13.9,39,8,49.42,MED,0.03,22.775,22.95,22.6,-1.5,PREMIUM,DISCOUNT,1588,12,287,99.9,A,False,1.0242857142857138,0.87,N/A,
RILY,Long,BOUNCE,T3-LONG_WATCH,83,9.82,9.4381,10.5838,,2.0,0.3819,9.82,0.6,CLOSE,2,1,1m,9.76,9.73,OPEN_ROAD,EXCITED,8430,1.2,1.6,0,1,22.4,27,8,24.16,MED,0.06,9.32,9.33,9.31,-0.2,FLAT,FLAT,184,11,74,7.2,B,True,0.8473571428571428,0.45,N/A,
JACK,Long,PULLBACK,T3-LONG_WATCH,84,13.48,12.0571,16.3258,,2.0,1.4229,13.48,3.7,APPROACH,5,2,"1m,4h",12.98,12.43,OPEN_ROAD,EXCITED,24538076,1.3,1.1,0,0,28.9,33,8,12.55,LOW,0.1,12.4175,12.45,12.385,-0.5,PREMIUM,PREMIUM,518,5,245,2.1,C,True,1.0892785714285718,1.31,N/A,
BLFS,Long,PULLBACK,T2-LONG,100,24.815,23.765,27.15,24.84,2.2,1.05,26.63,6.8,APPROACH,2,2,"1h,4h",24.815,24.5,HIGHWAY,EXCITED,7830228,1.9,1.4,0,0,16.4,19,8,42.84,MED,0.03,24.84,24.92,24.76,-0.6,PREMIUM,DISCOUNT,424,8,121,2.0,C,False,1.2425714285714284,0.85,N/A,
PCTY,Long,PULLBACK,T1-STRONG_LONG,100,122.49,104.065,159.34,,2.0,18.425,122.49,3.1,APPROACH,13,7,"10m,15m,1d,1h,30m,4h,5m",118.66,108.93,OPEN_ROAD,EXCITED,636231123,1.4,0.9,0,0,14.3,54,8,42.9,MED,0.03,116.24,114.93,117.55,2.3,PREMIUM,DISCOUNT,5343,5,2981,2.6,C,False,5.234449999999998,3.52,N/A,
BBAR,Long,BOUNCE,T3-LONG_WATCH,84,18.81,17.7898,20.8504,,2.0,1.0202,18.81,0.9,CLOSE,2,2,"4h,5m",18.64,18.34,HIGHWAY,EXCITED,14390609,1.3,1.2,0,1,24.4,41,8,161.36,HIGH,0.01,18.35,18.35,18.35,0.0,FLAT,FLAT,1028,8,330,4.7,B,True,1.0576500000000002,0.96,N/A,
PRKS,Long,BOUNCE,T1-STRONG_LONG,100,41.3,38.9261,47.43,,2.6,2.3739,41.3,2.0,CLOSE,5,5,"15m,1d,1h,30m,4h",40.49,40.13,OPEN_ROAD,EXCITED,35809539,0.8,0.9,0,0,16.4,40,8,19.12,MED,0.05,40.245,40.13,40.36,0.6,PREMIUM,PREMIUM,1365,9,1009,14.8,A,False,1.9342857142857137,1.23,N/A,
FA,Long,PULLBACK,T2-LONG,90,16.195,15.52,17.75,,2.3,0.675,17.07,5.1,APPROACH,3,3,"1h,4h,5m",16.195,16.0,HIGHWAY,EXCITED,4747215,0.8,0.7,0,0,15.9,34,8,77.71,HIGH,0.01,16.0,16.0,16.0,0.0,FLAT,FLAT,1205,10,556,4.0,C,True,0.7638999999999997,0.88,N/A,
