ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
RYTM,Long,PULLBACK,T3-LONG_WATCH,100,89.7,85.7286,97.6428,,2.0,3.9714,95.83,6.4,APPROACH,1,1,1d,89.7,88.38,HIGHWAY,EXCITED,4.14,298261519.0,2.5,2.2,0.0,2.0,15.9,27.0,8.0,55.7,HIGH,0.03,89.77,89.72,89.82,0.1,FLAT,FLAT,3891,7,277,99.9,A,,,,False,4.630628571428571,0.86,N/A,
DSGN,Long,PULLBACK,T1-STRONG_LONG,100,11.27,10.9076,12.23,,2.6,0.3624,11.93,5.5,APPROACH,4,4,"10m,15m,1h,30m",11.27,11.245,HIGHWAY,EXCITED,1.42,686339.0,1.1,0.9,0.0,0.0,17.6,30.0,8.0,32.16,MED,0.03,10.755,10.72,10.79,0.7,PREMIUM,PREMIUM,118,7,100,2.5,C,,,,True,0.6244214285714287,0.58,N/A,
TBBB,Long,PULLBACK,T3-LONG_WATCH,52,42.54,38.9261,49.7678,,2.0,3.6139,42.54,4.6,APPROACH,1,1,1d,40.58,40.13,HIGHWAY,EXCITED,0.89,39524344.0,0.7,0.7,0.0,0.0,9.1,26.0,8.0,62.72,HIGH,0.01,42.42,42.43,42.41,-0.0,FLAT,FLAT,1160,8,963,99.9,A,,,,False,2.0060428571428566,1.8,N/A,
KXIAY,Long,BOUNCE,T2-LONG,100,58.0,52.8553,68.2894,58.145,2.0,5.1447,58.0,1.9,CLOSE,2,2,"1d,4h",56.9,54.49,OPEN_ROAD,EXCITED,1.45,803439775.0,0.6,0.9,0.0,0.0,32.3,122.0,8.0,3429.53,MEGA,0.0,58.145,56.41,59.88,6.2,MID,DISCOUNT,14598,36,4096,2.4,C,,,,False,4.9607142857142845,1.04,N/A,
MKTX,Long,BOUNCE,T2-LONG,55,119.9,113.2766,133.1468,123.94,2.0,6.6234,119.9,2.2,CLOSE,1,1,1d,117.31,116.78,OPEN_ROAD,EXCITED,1.1,42801598.0,1.7,1.2,0.0,0.0,10.2,64.0,8.0,30.76,MED,0.04,123.94,124.81,123.07,-1.4,DISCOUNT,DISCOUNT,895,1,657,2.5,D,,,,False,4.409285714285711,1.5,N/A,
SMR,Long,PULLBACK,T3-LONG_WATCH,41,9.795,9.2829,11.35,,3.0,0.5121,10.34,5.3,APPROACH,1,1,1d,9.795,9.57,HIGHWAY,EXCITED,1.04,800132495.0,1.3,1.1,1091136.0,0.0,23.4,16.0,8.0,339.31,MEGA,0.14,9.87,9.89,9.85,-0.4,FLAT,FLAT,33,2,33,9.8,C,,,,True,1.2010071428571425,0.43,N/A,
ZBRA,Long,BOUNCE,T3-LONG_WATCH,63,232.98,221.9069,255.1262,,2.0,11.0731,232.98,0.3,CLOSE,1,1,1d,232.21,228.77,OPEN_ROAD,EXCITED,0.77,316405943.0,0.6,0.7,0.0,0.0,15.9,32.0,8.0,47.18,MED,0.02,237.39,237.39,237.39,0.0,FLAT,FLAT,3068,4,460,2.9,C,,,,False,10.529892857142853,1.05,N/A,
LRN,Long,BOUNCE,T3-LONG_WATCH,59,84.28,80.8592,91.1216,,2.0,3.4208,84.28,0.2,CLOSE,2,2,"1h,4h",84.075,83.36,MIXED,WAITING,0.3,9379089.0,0.7,2.5,0.0,1.0,26.4,16.0,8.0,40.6,MED,0.02,83.1,83.36,82.84,-0.6,PREMIUM,PREMIUM,1106,2,0,3.2,C,,,,False,4.586471428571429,0.75,N/A,
PRIM,Long,BOUNCE,T2-LONG,66,101.66,95.6905,113.599,103.725,2.0,5.9695,101.66,0.3,CLOSE,1,1,1d,101.34,98.65,OPEN_ROAD,EXCITED,0.8,476773413.0,0.5,0.6,0.0,0.0,22.2,38.0,8.0,53.66,HIGH,0.02,103.725,103.27,104.18,0.9,DISCOUNT,DISCOUNT,981,2,354,3.4,C,,,,False,8.172492857142858,0.73,N/A,
NIVF,Long,BREAKOUT,T2-LONG,100,0.8,0.7182,1.47,0.875,8.2,0.0818,0.8,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,8.65,,,,,,,,,,NANO,121.94,0.875,0.7,1.05,50.0,DISCOUNT,DISCOUNT,92,8,13,83.7,C,False,3.7,True,False,0.17019285714285712,0.48,N/A,
SABR,Long,PULLBACK,T1-STRONG_LONG,100,1.86,1.649,2.282,1.965,2.0,0.211,1.86,4.0,APPROACH,5,4,"1d,1h,30m,4h",1.785,1.7,OPEN_ROAD,EXCITED,1.74,58807861.0,0.8,1.5,0.0,1.0,28.5,35.0,8.0,262.21,MEGA,0.02,1.965,1.98,1.95,-1.5,DISCOUNT,DISCOUNT,52,5,30,5.1,C,,,,True,0.14095714285714284,1.5,N/A,
