ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
SAGT,Long,PULLBACK,T3-LONG_WATCH,96,1.46,1.19,2.0,,2.0,0.27,1.555,6.1,APPROACH,1,1,1d,1.46,1.28,OPEN_ROAD,EXCITED,4.12,267246401.0,3.4,1.3,12246814.0,3.0,65.1,30.0,6.0,5.12,LOW,2.9,1.335,1.21,1.46,20.7,PREMIUM,MID,243,7,47,6.1,B,,,,True,0.16715000000000008,1.62,N/A,
BB,Long,PULLBACK,T1-STRONG_LONG,100,9.52,8.2017,12.1567,,2.0,1.3183,10.265,7.3,WAITING,6,6,"10m,15m,1d,1m,30m,5m",9.52,8.6411,HIGHWAY,EXCITED,10.37,4223646036.0,1.0,0.8,5462722.0,0.0,29.9,38.0,8.0,586.22,MEGA,0.07,9.17,8.62,9.72,12.8,PREMIUM,MID,1072,18,683,99.9,A,,,,True,0.8214214285714286,1.6,N/A,
PRQR,Long,BOUNCE,T2-LONG,64,1.4901,1.385,1.7003,,2.0,0.1051,1.4901,2.8,CLOSE,2,1,1m,1.4485,1.435,OPEN_ROAD,EXCITED,0.67,0.0,7.0,2.9,1406480.0,1.0,46.7,35.0,8.0,64.35,HIGH,0.1,1.805,1.81,1.8,-0.6,DISCOUNT,DISCOUNT,0,1,0,3.0,D,,,,True,0.16052857142857144,0.65,N/A,
PODD,Long,BOUNCE,T1-STRONG_LONG,98,153.44,144.4136,171.4928,,2.0,9.0264,153.44,0.4,CLOSE,5,4,"1h,1m,4h,5m",152.89,148.88,OPEN_ROAD,EXCITED,1.55,92817476.0,0.2,0.8,0.0,0.0,11.1,43.0,8.0,68.99,HIGH,0.0,148.53,148.88,148.18,-0.5,FLAT,FLAT,3712,2,3545,5.3,C,,,,False,6.4468285714285685,1.4,N/A,
STNE,Long,BOUNCE,T3-LONG_WATCH,50,10.805,10.282,11.851,,2.0,0.523,10.805,0.9,CLOSE,1,1,4h,10.71,10.6,OPEN_ROAD,EXCITED,0.84,8547619.0,0.2,0.6,0.0,0.0,5.6,25.0,8.0,216.35,MEGA,0.0,10.825,10.82,10.83,0.1,FLAT,FLAT,176,2,0,5.8,C,,,,True,0.4325714285714289,1.21,N/A,
EFX,Long,BOUNCE,T2-LONG,91,155.92,147.9541,171.8518,,2.0,7.9659,155.92,0.4,CLOSE,3,3,"1h,1m,4h",155.23,152.53,OPEN_ROAD,EXCITED,1.48,161006258.0,0.1,0.7,0.0,1.0,6.9,15.0,8.0,118.56,HIGH,0.0,157.725,157.61,157.84,0.1,FLAT,FLAT,735,1,38,5.2,D,,,,False,6.395607142857143,1.25,N/A,
SMR,Long,BOUNCE,T2-LONG,48,10.1,9.4317,11.4366,10.33,2.0,0.6683,10.1,2.8,CLOSE,1,1,4h,9.815,9.7234,OPEN_ROAD,EXCITED,1.16,88694340.0,0.3,0.7,1066408.0,0.0,20.8,24.0,8.0,339.32,MEGA,0.04,10.33,10.21,10.45,2.4,DISCOUNT,DISCOUNT,51,1,22,3.5,D,,,,True,1.0574285714285714,0.63,N/A,
PPC,Long,BOUNCE,T2-LONG,74,27.02,25.8311,29.3978,27.485,2.0,1.1889,27.02,0.5,CLOSE,2,2,"1h,4h",26.89,26.63,OPEN_ROAD,EXCITED,0.72,10803283.0,0.2,0.8,0.0,1.0,7.2,49.0,8.0,42.23,MED,0.01,27.485,27.56,27.41,-0.5,DISCOUNT,DISCOUNT,52,1,52,6.1,D,,,,False,1.0078928571428578,1.18,N/A,
WIX,Long,BOUNCE,T1-STRONG_LONG,100,43.12,40.4684,48.4232,,2.0,2.6516,43.12,0.6,CLOSE,5,3,"1h,1m,4h",42.88,41.72,OPEN_ROAD,EXCITED,1.31,8763795.0,0.2,0.6,0.0,0.0,8.3,46.0,8.0,29.48,MED,0.01,42.445,42.6,42.29,-0.7,PREMIUM,DISCOUNT,137,2,98,2.9,C,,,,False,2.8712142857142857,0.92,N/A,
INTC,Long,BOUNCE,T1-STRONG_LONG,100,129.27,121.444,144.922,135.69,2.0,7.826,129.27,1.1,CLOSE,1,1,1d,127.9,125.2,HIGHWAY,EXCITED,1.83,63154770018.0,0.5,0.8,3439295.0,0.0,12.8,65.0,8.0,5016.55,MEGA,0.01,135.69,131.65,139.73,6.1,DISCOUNT,DISCOUNT,17499,26,4252,99.9,A,,,,False,11.387,0.69,N/A,
QTEX,Long,BOUNCE,T2-LONG,83,1.63,1.56,1.77,1.695,2.0,0.07,1.63,0.9,CLOSE,2,2,"15m,30m",1.615,1.61,OPEN_ROAD,EXCITED,0.52,0.0,0.1,0.2,1192159.0,0.0,57.5,52.0,8.0,36.86,MED,0.1,1.695,1.7,1.69,-0.6,DISCOUNT,DISCOUNT,197,9,60,2.5,C,,,,True,0.4021428571428571,0.17,N/A,
TRU,Long,BREAKOUT,T2-LONG,74,68.18,63.9812,76.5776,,2.0,4.1988,68.17,0.0,INSIDE,4,3,,,,OPEN_ROAD,EXCITED,1.23,,,,,,,,,,HIGH,0.0,68.095,68.0,68.19,0.3,FLAT,FLAT,985,1,524,3.2,D,False,0.2,True,False,2.6675,1.57,N/A,
