ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,checked_at,scan_date
BTQ,Short,T5-SHORT,38,RESISTANCE,2.69,2.72,2.59,2.59,2.86,2.52,2019857.0,3.72,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
KALA,Long,T3-LONG_WATCH,52,PULLBACK,0.1652,0.1633,0.1738,0.163,0.198,0.1615,4433611.0,-1.33,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
KALA,Short,T5-SHORT,27,RESISTANCE,0.1775,0.1781,0.1725,0.163,0.198,0.1615,4433611.0,8.17,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
VIR,Long,T3-LONG_WATCH,54,PULLBACK,8.64,8.47,9.45,9.02,9.24,8.87,1464686.0,4.4,WINNING,2.24,2026-04-01_1333,2026-04-01_0509
SLDE,Short,T3-SHORT,80,RESISTANCE,18.18,18.22,17.94,17.9,18.21,17.77,964356.0,1.54,TARGET_HIT,6.0,2026-04-01_1333,2026-04-01_0509
LFST,Short,T2-SHORT,80,RESISTANCE,6.51,6.53,5.1,6.37,6.55,6.34,1187232.0,2.15,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
SXTP,Short,T3-SHORT,80,RESISTANCE,1.765,1.77,1.7326,1.87,1.91,1.7,156262.0,-5.95,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
TSSI,Long,T3-LONG_WATCH,41,FRESH_HOLD,12.96,12.93,13.19,13.95,14.35,13.1,1473367.0,7.64,TARGET_HIT,7.67,2026-04-01_1333,2026-04-01_0509
TSSI,Short,T5-SHORT,15,RESISTANCE,13.19,13.22,12.96,13.95,14.35,13.1,1473367.0,-5.76,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
FCHL,Short,T2-SHORT,80,RESISTANCE,2.2618,2.3,1.965,2.13,2.25,1.71,541391.0,5.83,TARGET_HIT,7.77,2026-04-01_1333,2026-04-01_0509
FCHL,Long,T3-LONG_WATCH,64,PULLBACK,1.915,1.84,2.2618,2.13,2.25,1.71,541391.0,11.23,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
DEFT,Long,T2-LONG,81,FRESH_HOLD,0.5494,0.5443,0.5751,0.6891,0.798,0.6781,53678365.0,25.43,TARGET_HIT,5.04,2026-04-01_1333,2026-04-01_0509
DEFT,Short,T3-SHORT,80,RESISTANCE,0.5751,0.5794,0.5494,0.6891,0.798,0.6781,53678365.0,-19.82,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
DEFT,Long,T3-LONG_WATCH,35,PULLBACK,0.5329,0.5303,0.5751,0.6891,0.798,0.6781,53678365.0,29.31,TARGET_HIT,16.23,2026-04-01_1333,2026-04-01_0509
WNW,Short,T2-SHORT,68,RESISTANCE,0.0845,0.0858,0.0784,0.0586,0.0675,0.0547,36722881.0,30.65,TARGET_HIT,4.69,2026-04-01_1333,2026-04-01_0509
SRXH,Short,T3-SHORT,80,RESISTANCE,0.1428,0.1431,0.1249,0.131,0.1471,0.131,18640280.0,8.26,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
SRXH,Long,T3-LONG_WATCH,66,PULLBACK,0.1249,0.1212,0.1428,0.131,0.1471,0.131,18640280.0,4.88,TARGET_HIT,4.84,2026-04-01_1333,2026-04-01_0509
ONDS,Short,T3-SHORT,80,RESISTANCE,9.35,9.44,8.28,8.81,9.34,8.78,50559654.0,5.78,WINNING,6.0,2026-04-01_1333,2026-04-01_0509
ONDS,Long,T3-LONG_WATCH,62,PULLBACK,8.26,8.15,9.35,8.81,9.34,8.78,50559654.0,6.66,WINNING,5.0,2026-04-01_1333,2026-04-01_0509
DVLT,Short,T3-SHORT,80,RESISTANCE,0.6464,0.6567,0.5829,0.6784,0.6995,0.6401,49642774.0,-4.95,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
DVLT,Long,T3-LONG_WATCH,61,PULLBACK,0.5592,0.555,0.6464,0.6784,0.6995,0.6401,49642774.0,21.32,TARGET_HIT,20.76,2026-04-01_1333,2026-04-01_0509
FFAI,Short,T2-SHORT,69,RESISTANCE,0.2773,0.287,0.2563,0.2496,0.285,0.24,17835921.0,9.99,TARGET_HIT,2.16,2026-04-01_1333,2026-04-01_0509
FFAI,Long,T3-LONG_WATCH,24,PULLBACK,0.2563,0.2536,0.2773,0.2496,0.285,0.24,17835921.0,-2.61,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
NIO,Short,T3-SHORT,80,RESISTANCE,6.53,6.59,5.58,6.2,6.36,6.06,46523862.0,5.05,WINNING,5.5,2026-04-01_1333,2026-04-01_0509
NIO,Long,T3-LONG_WATCH,69,PULLBACK,5.58,5.52,6.53,6.2,6.36,6.06,46523862.0,11.11,WINNING,10.33,2026-04-01_1333,2026-04-01_0509
BURU,Long,T2-LONG,80,PULLBACK,0.164,0.1559,0.1843,0.1733,0.1799,0.1716,11169383.0,5.67,WINNING,1.15,2026-04-01_1333,2026-04-01_0509
BURU,Short,T2-SHORT,80,RESISTANCE,0.1843,0.1853,0.1689,0.1733,0.1799,0.1716,11169383.0,5.97,WINNING,11.0,2026-04-01_1333,2026-04-01_0509
NOK,Short,T3-SHORT,80,RESISTANCE,8.08,8.25,6.82,8.27,8.43,8.08,41237031.0,-2.35,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
JTAI,Short,T2-SHORT,63,RESISTANCE,0.0874,0.0877,0.0815,0.0833,0.0876,0.0821,5145907.0,4.69,WINNING,13.67,2026-04-01_1333,2026-04-01_0509
JTAI,Long,T3-LONG_WATCH,60,PULLBACK,0.0815,0.0792,0.0874,0.0833,0.0876,0.0821,5145907.0,2.21,TARGET_HIT,2.57,2026-04-01_1333,2026-04-01_0509
SVC,Long,T2-LONG,86,FRESH_HOLD,1.34,1.335,1.37,1.18,1.22,1.15,42361701.0,-11.94,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
SVC,Short,T3-SHORT,80,RESISTANCE,1.37,1.375,1.34,1.18,1.22,1.15,42361701.0,13.87,TARGET_HIT,6.0,2026-04-01_1333,2026-04-01_0509
NCI,Long,T3-LONG_WATCH,42,PULLBACK,1.685,1.68,1.79,0.83,0.9743,0.32,11005948.0,-50.74,STOPPED,-1.0,2026-04-01_1333,2026-04-01_0509
