ticker,convergence_score,n_scanners,scanners,sides,dominant_side,agreement_pct,best_rank,avg_rank,long_pts,short_pts,total_raw_pts,sector_mult,sector_label
SION,2.2,2,FAM#95;Consumption#418,LONG,LONG,100.0,95,256.5,1.6,0.0,1.6,1.0,
MNPR,2.2,2,FAM#103;Consumption#292,LONG,LONG,100.0,103,197.5,1.6,0.0,1.6,1.0,
ODC,2.2,2,FAM#109;Consumption#327,LONG,LONG,100.0,109,218.0,1.5,0.0,1.5,1.0,
GDC,2.2,2,FAM#122;Consumption#193,LONG,LONG,100.0,122,157.5,1.6,0.0,1.6,1.0,
ETOR,2.2,2,FAM#135;Consumption#165,LONG,LONG,100.0,135,150.0,1.6,0.0,1.6,1.0,
CENX,2.2,2,Consumption#103;FAM#183,LONG,LONG,100.0,103,143.0,1.6,0.0,1.6,1.0,
PVLA,2.1,2,FAM#104;Consumption#384,LONG,LONG,100.0,104,244.0,1.5,0.0,1.5,1.0,
INFQ,2.1,2,FAM#139;Consumption#233,LONG,LONG,100.0,139,186.0,1.5,0.0,1.5,1.0,
BVN,2.1,2,Consumption#85;FAM#243,LONG,LONG,100.0,85,164.0,1.5,0.0,1.5,1.0,
MMS,2.0,2,FAM#143;Consumption#289,LONG,LONG,100.0,143,216.0,1.4,0.0,1.4,1.0,
HSAI,2.0,2,FAM#164;Consumption#220,LONG,LONG,100.0,164,192.0,1.4,0.0,1.4,1.0,
SDRL,1.9,2,FAM#133;Consumption#411,LONG,LONG,100.0,133,272.0,1.4,0.0,1.4,1.0,
PAAS,1.9,2,FAM#145;Consumption#344,LONG,LONG,100.0,145,244.5,1.4,0.0,1.4,1.0,
NEM,1.9,2,FAM#154;Consumption#306,LONG,LONG,100.0,154,230.0,1.4,0.0,1.4,1.0,
GIB,1.9,2,Consumption#200;FAM#204,LONG,LONG,100.0,200,202.0,1.3,0.0,1.3,1.0,
ERO,1.9,2,Consumption#161;FAM#231,LONG,LONG,100.0,161,196.0,1.3,0.0,1.3,1.0,
CVI,1.9,2,Consumption#133;FAM#242,LONG,LONG,100.0,133,187.5,1.4,0.0,1.4,1.0,
SYM,1.8,2,FAM#153;Consumption#441,LONG,LONG,100.0,153,297.0,1.3,0.0,1.3,1.0,
OR,1.8,2,FAM#165;Consumption#338,LONG,LONG,100.0,165,251.5,1.3,0.0,1.3,1.0,
MIAX,1.8,2,FAM#178;Consumption#284,LONG,LONG,100.0,178,231.0,1.3,0.0,1.3,1.0,
MDB,1.8,2,FAM#181;Consumption#283,LONG,LONG,100.0,181,232.0,1.3,0.0,1.3,1.0,
IONQ,1.8,2,FAM#198;Consumption#238,LONG,LONG,100.0,198,218.0,1.3,0.0,1.3,1.0,
UPBD,1.7,2,FAM#77;Consumption#464,"LONG,SHORT",SHORT,81.0,77,270.5,0.3,1.4,1.7,1.0,
SPOT,1.7,2,FAM#174;Consumption#432,LONG,LONG,100.0,174,303.0,1.2,0.0,1.2,1.0,
YSS,1.7,2,FAM#186;Consumption#505,LONG,LONG,100.0,186,345.5,1.2,0.0,1.2,1.0,
OLED,1.7,2,FAM#228;Consumption#330,LONG,LONG,100.0,228,279.0,1.2,0.0,1.2,1.0,
KRMN,1.7,2,FAM#253;Consumption#254,LONG,LONG,100.0,253,253.5,1.2,0.0,1.2,1.0,
LAZ,1.7,2,Consumption#259;FAM#260,LONG,LONG,100.0,259,259.5,1.2,0.0,1.2,1.0,
SMR,1.6,2,FAM#207;Consumption#426,LONG,LONG,100.0,207,316.5,1.2,0.0,1.2,1.0,
USAR,1.6,2,FAM#223;Consumption#466,LONG,LONG,100.0,223,344.5,1.1,0.0,1.1,1.0,
OTEX,1.6,2,FAM#241;Consumption#341,LONG,LONG,100.0,241,291.0,1.2,0.0,1.2,1.0,
PCOR,1.5,2,FAM#123;Consumption#352,"LONG,SHORT",SHORT,74.0,123,237.5,0.4,1.1,1.5,1.0,
MSTR,1.5,2,FAM#129;Consumption#299,"LONG,SHORT",SHORT,72.0,129,214.0,0.4,1.1,1.5,1.0,
G,1.5,2,FAM#159;Consumption#191,"LONG,SHORT",SHORT,65.0,159,175.0,0.5,1.0,1.5,1.0,
VSNT,1.5,2,FAM#238;Consumption#477,LONG,LONG,100.0,238,357.5,1.1,0.0,1.1,1.0,
ZTS,1.5,2,FAM#256;Consumption#511,LONG,LONG,100.0,256,383.5,1.1,0.0,1.1,1.0,
SFTBY,1.5,2,FAM#270;Consumption#414,LONG,LONG,100.0,270,342.0,1.1,0.0,1.1,1.0,
IAG,1.4,2,FAM#161;Consumption#226,"LONG,SHORT",SHORT,67.0,161,193.5,0.5,0.9,1.4,1.0,
WPM,1.3,2,FAM#140;Consumption#495,"LONG,SHORT",SHORT,76.0,140,317.5,0.3,1.0,1.3,1.0,
VAL,1.3,2,FAM#146;Consumption#468,"LONG,SHORT",SHORT,75.0,146,307.0,0.3,1.0,1.3,1.0,
STN,1.3,2,FAM#148;Consumption#437,"LONG,SHORT",SHORT,75.0,148,292.5,0.3,1.0,1.3,1.0,
OLLI,1.3,2,FAM#156;Consumption#331,"LONG,SHORT",SHORT,71.0,156,243.5,0.4,1.0,1.3,1.0,
PSN,1.3,2,FAM#162;Consumption#378,"LONG,SHORT",SHORT,72.0,162,270.0,0.4,0.9,1.3,1.0,
AMBA,1.3,2,Consumption#28;FAM#172,"LONG,SHORT",LONG,59.0,28,100.0,1.3,0.9,2.2,1.0,
RHI,1.3,2,FAM#173;Consumption#398,"LONG,SHORT",SHORT,72.0,173,285.5,0.4,0.9,1.3,1.0,
LBRDK,1.3,2,FAM#175;Consumption#260,"LONG,SHORT",SHORT,68.0,175,217.5,0.4,0.9,1.3,1.0,
NN,1.3,2,FAM#176;Consumption#315,"LONG,SHORT",SHORT,70.0,176,245.5,0.4,0.9,1.3,1.0,
NTNX,1.3,2,FAM#182;Consumption#319,"LONG,SHORT",SHORT,69.0,182,250.5,0.4,0.9,1.3,1.0,
LULU,1.3,2,FAM#199;Consumption#271,"LONG,SHORT",SHORT,67.0,199,235.0,0.4,0.9,1.3,1.0,
VEEV,1.2,2,FAM#187;Consumption#469,"LONG,SHORT",SHORT,73.0,187,328.0,0.3,0.9,1.2,1.0,
APP,1.2,2,Consumption#34;FAM#189,"LONG,SHORT",LONG,58.0,34,111.5,1.2,0.9,2.1,1.0,
ARIS,1.2,2,Consumption#37;FAM#201,"LONG,SHORT",LONG,58.0,37,119.0,1.2,0.8,2.0,1.0,
TDW,1.2,2,FAM#205;Consumption#442,"LONG,SHORT",SHORT,72.0,205,323.5,0.3,0.8,1.2,1.0,
RGLD,1.2,2,FAM#206;Consumption#395,"LONG,SHORT",SHORT,70.0,206,300.5,0.4,0.8,1.2,1.0,
MANH,1.2,2,FAM#209;Consumption#278,"LONG,SHORT",SHORT,66.0,209,243.5,0.4,0.8,1.2,1.0,
SHAK,1.2,2,FAM#210;Consumption#415,"LONG,SHORT",SHORT,71.0,210,312.5,0.3,0.8,1.2,1.0,
STEP,1.2,2,FAM#216;Consumption#436,"LONG,SHORT",SHORT,71.0,216,326.0,0.3,0.8,1.2,1.0,
NFLX,1.2,2,FAM#217;Consumption#310,"LONG,SHORT",SHORT,67.0,217,263.5,0.4,0.8,1.2,1.0,
BXC,1.1,2,Consumption#89;FAM#106,"LONG,SHORT",SHORT,61.0,89,97.5,0.7,1.2,1.9,1.0,
PBH,1.1,2,FAM#258;Consumption#350,"LONG,SHORT",SHORT,67.0,258,304.0,0.4,0.7,1.1,1.0,
XPEV,1.1,2,FAM#264;Consumption#504,"LONG,SHORT",SHORT,70.0,264,384.0,0.3,0.7,1.1,1.0,
WDAY,1.1,2,FAM#265;Consumption#481,"LONG,SHORT",SHORT,70.0,265,373.0,0.3,0.7,1.1,1.0,
TRI,1.1,2,FAM#266;Consumption#450,"LONG,SHORT",SHORT,69.0,266,358.0,0.3,0.7,1.1,1.0,
SRAD,1.1,2,FAM#268;Consumption#434,"LONG,SHORT",SHORT,69.0,268,351.0,0.3,0.7,1.1,1.0,
SMCI,1.1,2,FAM#275;Consumption#424,"LONG,SHORT",SHORT,68.0,275,349.5,0.3,0.7,1.1,1.0,
PAYC,1.1,2,FAM#279;Consumption#348,"LONG,SHORT",SHORT,66.0,279,313.5,0.4,0.7,1.1,1.0,
RDW,1.1,2,FAM#282;Consumption#393,"LONG,SHORT",SHORT,67.0,282,337.5,0.4,0.7,1.1,1.0,
CALX,1.0,2,Consumption#91;FAM#171,"LONG,SHORT",SHORT,56.0,91,131.0,0.7,0.9,1.7,1.0,
VSAT,1.0,2,FAM#273;Consumption#476,"LONG,SHORT",SHORT,69.0,273,374.5,0.3,0.7,1.0,1.0,
XNDU,1.0,2,FAM#277;Consumption#502,"LONG,SHORT",SHORT,70.0,277,389.5,0.3,0.7,1.0,1.0,
TEAM,1.0,2,FAM#281;Consumption#443,"LONG,SHORT",SHORT,68.0,281,362.0,0.3,0.7,1.0,1.0,
FDS,0.9,2,FAM#163;Consumption#173,"LONG,SHORT",SHORT,64.0,163,168.0,0.5,0.9,1.5,1.0,
CRCL,0.9,2,Consumption#120;FAM#188,"LONG,SHORT",SHORT,58.0,120,154.0,0.6,0.9,1.5,1.0,
DSGX,0.9,2,Consumption#150;FAM#191,"LONG,SHORT",SHORT,60.0,150,170.5,0.6,0.9,1.4,1.0,
CHKP,0.9,2,Consumption#107;FAM#245,"LONG,SHORT",SHORT,53.0,107,176.0,0.7,0.8,1.4,1.0,
KD,0.8,2,FAM#219;Consumption#250,"LONG,SHORT",SHORT,65.0,219,234.5,0.4,0.8,1.3,1.0,
JBS,0.8,2,FAM#221;Consumption#245,"LONG,SHORT",SHORT,64.0,221,233.0,0.4,0.8,1.3,1.0,
FUTU,0.8,2,Consumption#190;FAM#254,"LONG,SHORT",SHORT,60.0,190,222.0,0.5,0.8,1.3,1.0,
CPRI,0.8,2,Consumption#119;FAM#269,"LONG,SHORT",SHORT,53.0,119,194.0,0.6,0.7,1.4,1.0,
KBR,0.7,2,FAM#222;Consumption#249,"LONG,SHORT",SHORT,64.0,222,235.5,0.4,0.8,1.2,1.0,
IPGP,0.7,2,Consumption#240;FAM#244,"LONG,SHORT",SHORT,63.0,240,242.0,0.5,0.8,1.2,1.0,
LRN,0.7,2,Consumption#270;FAM#278,"LONG,SHORT",SHORT,63.0,270,274.0,0.4,0.7,1.1,1.0,
GDS,0.7,2,Consumption#195;FAM#284,"LONG,SHORT",SHORT,59.0,195,239.5,0.5,0.7,1.2,1.0,
MNDY,0.7,2,FAM#285;Consumption#291,"LONG,SHORT",SHORT,63.0,285,288.0,0.4,0.7,1.1,1.0,
