ticker,side,mode,tier,fem,entry,stop,t1,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,news
AREC,Short,RESISTANCE,T2-SHORT,80,2.475,2.48,2.3699,21.0,0.005,2.445,1.2,CLOSE,1,1,1m,2.48,2.475,HIGHWAY,0,0.2,0.8,0,14.8,46,8,,,
AREC,Long,PULLBACK,T3-LONG_WATCH,42,2.3699,2.33,2.475,2.6,0.0399,2.445,3.1,APPROACH,3,1,1m,2.3699,2.33,HIGHWAY,6505,0.2,0.8,0,14.8,46,8,,UNKNOWN,
PROP,Short,RESISTANCE,T5-SHORT,43,2.51,2.55,2.295,5.4,0.04,2.315,8.4,WAITING,1,1,1d,2.55,2.51,OPEN_ROAD,6121284,0.3,1.4,1,38.6,46,8,,,
PROP,Long,PULLBACK,T3-LONG_WATCH,33,2.0898,2.08,2.32,23.5,0.0098,2.315,9.7,WAITING,2,2,"1m,4h",2.0898,2.08,OPEN_ROAD,0,0.3,1.4,1,38.6,46,8,,UNKNOWN,
PROP,Long,FRESH_HOLD,T3-LONG_WATCH,18,2.295,2.29,2.32,5.0,0.005,2.315,0.9,CLOSE,1,1,1m,2.295,2.29,MIXED,0,0.3,1.4,1,38.6,46,8,,UNKNOWN,
ORIC,Short,RESISTANCE,T3-SHORT,80,8.58,8.6,7.67,45.5,0.02,8.24,4.1,APPROACH,1,1,5m,8.6,8.58,HIGHWAY,595624,0.8,3.3,1,80.4,22,8,,,
ORIC,Long,PULLBACK,T3-LONG_WATCH,40,7.67,7.64,8.58,30.3,0.03,8.24,6.9,APPROACH,1,1,1m,7.67,7.64,HIGHWAY,311013,0.8,3.3,1,80.4,22,8,,UNKNOWN,
GEVO,Short,RESISTANCE,T2-SHORT,80,2.385,2.3899,2.37,3.1,0.0049,2.38,0.2,CLOSE,1,1,1m,2.3899,2.385,HIGHWAY,0,0.2,1.2,1,25.8,25,8,,,
GEVO,Long,FRESH_HOLD,T3-LONG_WATCH,32,2.37,2.365,2.385,3.0,0.005,2.38,0.4,CLOSE,1,1,1m,2.37,2.365,HIGHWAY,0,0.2,1.2,1,25.8,25,8,,UNKNOWN,
CDLX,Short,RESISTANCE,T5-SHORT,43,1.135,1.1386,0.9827,42.3,0.0036,0.9988,13.6,WAITING,1,1,1h,1.1386,1.135,OPEN_ROAD,0,0.2,0.9,0,23.4,47,8,,,
NEXT,Long,FRESH_HOLD,T3-LONG_WATCH,61,7.74,7.34,8.59,2.1,0.4,7.965,2.8,CLOSE,8,8,"10m,15m,1d,1h,1m,30m,4h,5m",7.74,7.34,HIGHWAY,297260398,0.3,0.8,0,20.3,19,8,,UNKNOWN,-DILUTION
UMAC,Short,RESISTANCE,T3-SHORT,80,13.7701,13.8086,13.23,14.0,0.0385,13.34,3.2,APPROACH,1,1,15m,13.8086,13.7701,HIGHWAY,697744,0.1,0.6,0,26.9,33,8,,,-DILUTION
UMAC,Long,FRESH_HOLD,T3-LONG_WATCH,62,13.23,13.055,13.7701,3.1,0.175,13.34,0.8,CLOSE,3,2,"10m,5m",13.23,13.055,HIGHWAY,2127088,0.1,0.6,0,26.9,33,8,,UNKNOWN,-DILUTION
UMAC,Long,PULLBACK,T3-LONG_WATCH,17,12.3199,12.27,13.7701,29.1,0.0499,13.34,7.6,WAITING,1,1,1m,12.3199,12.27,OPEN_ROAD,78915,0.1,0.6,0,26.9,33,8,,UNKNOWN,-DILUTION
KALA,Short,RESISTANCE,T5-SHORT,45,0.1584,0.1589,0.1498,17.2,0.0005,0.151,4.9,APPROACH,1,1,5m,0.1589,0.1584,OPEN_ROAD,0,0.1,0.2,0,40.3,50,8,,,"-DILUTION, +FDA_TRIAL, +ACQUISITION"
VIR,Long,PULLBACK,T3-LONG_WATCH,52,8.64,8.47,9.95,7.7,0.17,9.21,6.2,APPROACH,4,4,"1d,1h,30m,4h",8.64,8.47,OPEN_ROAD,37153619,0.2,0.6,0,11.9,17,8,,UNKNOWN,"-DILUTION, +FDA_TRIAL"
VIR,Long,FRESH_HOLD,T3-LONG_WATCH,27,8.99,8.83,9.59,3.8,0.16,9.21,2.4,CLOSE,2,1,1m,8.99,8.83,OPEN_ROAD,113690,0.2,0.6,0,11.9,17,8,,UNKNOWN,"-DILUTION, +FDA_TRIAL"
LFST,Short,RESISTANCE,T3-SHORT,80,6.28,6.34,5.1,19.7,0.06,6.24,0.6,CLOSE,1,1,1d,6.34,6.28,HIGHWAY,7154970,0.1,0.6,0,7.6,26,8,,,"-DILUTION, ~MANAGEMENT"
MASK,Long,FRESH_HOLD,T2-LONG,71,2.14,2.12,2.23,4.5,0.02,2.205,2.9,CLOSE,7,6,"10m,15m,1h,1m,30m,5m",2.14,2.12,OPEN_ROAD,496926,0.0,6.5,1,180.2,58,8,,UNKNOWN,"-DILUTION, -DELISTING_RISK, ~MANAGEMENT"
MASK,Short,RESISTANCE,T5-SHORT,55,2.23,2.2699,2.14,2.3,0.0399,2.205,1.1,CLOSE,1,1,4h,2.2699,2.23,OPEN_ROAD,24847156,0.0,6.5,1,180.2,58,8,,,"-DILUTION, -DELISTING_RISK, ~MANAGEMENT"
MASK,Long,PULLBACK,T3-LONG_WATCH,27,2.0,1.9702,2.23,7.7,0.0298,2.205,9.3,WAITING,1,1,1m,2.0,1.9702,OPEN_ROAD,10605,0.0,6.5,1,180.2,58,8,,UNKNOWN,"-DILUTION, -DELISTING_RISK, ~MANAGEMENT"
GVH,Short,RESISTANCE,T2-SHORT,80,2.23,2.25,2.1593,3.5,0.02,2.18,2.3,CLOSE,1,1,1m,2.25,2.23,HIGHWAY,26414,0.1,1.7,2,108.2,81,8,,,"-DILUTION, +CONTRACT, -DELISTING_RISK, +REVENUE_BEAT, +ANALYST_UPGRADE, -REVERSE_SPLIT"
GVH,Long,PULLBACK,T2-LONG,68,2.03,1.97,2.23,3.3,0.06,2.18,6.9,APPROACH,4,4,"1h,1m,4h,5m",2.03,1.97,OPEN_ROAD,1838802,0.1,1.7,2,108.2,81,8,,UNKNOWN,"-DILUTION, +CONTRACT, -DELISTING_RISK, +REVENUE_BEAT, +ANALYST_UPGRADE, -REVERSE_SPLIT"
RENX,Short,RESISTANCE,T5-SHORT,21,2.41,2.455,2.115,6.6,0.045,2.1399,12.6,WAITING,1,1,1d,2.455,2.41,OPEN_ROAD,226171188,0.1,5.8,1,145.1,46,8,,,"-DILUTION, +CONTRACT, +ACQUISITION, -REVERSE_SPLIT"
SRXH,Short,RESISTANCE,T5-SHORT,26,0.1418,0.1425,0.1277,20.1,0.0007,0.128,10.8,WAITING,1,1,1m,0.1425,0.1418,OPEN_ROAD,0,0.1,0.7,0,34.7,27,8,,,"-DILUTION, -DELISTING_RISK, +ACQUISITION, ~MANAGEMENT"
SRXH,Long,FRESH_HOLD,T3-LONG_WATCH,17,0.1277,0.1273,0.1295,4.5,0.0004,0.128,0.2,CLOSE,1,1,1m,0.1277,0.1273,MIXED,0,0.1,0.7,0,34.7,27,8,,UNKNOWN,"-DILUTION, -DELISTING_RISK, +ACQUISITION, ~MANAGEMENT"
BURU,Short,RESISTANCE,T5-SHORT,28,0.1843,0.1853,0.1649,19.4,0.001,0.1673,10.2,WAITING,1,1,1m,0.1853,0.1843,OPEN_ROAD,0,0.1,1.0,1,30.2,59,8,,,"-DILUTION, +CONTRACT, +ACQUISITION, -REVERSE_SPLIT"
JTAI,Short,RESISTANCE,T3-SHORT,70,0.081,0.0814,0.0738,18.0,0.0004,0.0798,1.5,CLOSE,1,1,1m,0.0814,0.081,HIGHWAY,0,0.1,0.3,0,29.6,51,8,,,"-DILUTION, +ACQUISITION, ~MANAGEMENT"
MGN,Short,RESISTANCE,T5-SHORT,25,0.1459,0.1462,0.1424,11.7,0.0003,0.1438,1.5,CLOSE,1,1,1m,0.1462,0.1459,MIXED,0,0.1,1.4,2,87.3,56,8,,,-DILUTION
GO,Short,RESISTANCE,T3-SHORT,80,6.85,6.89,6.67,4.5,0.04,6.74,1.6,CLOSE,1,1,1d,6.89,6.85,HIGHWAY,6643336,0.0,0.4,0,8.4,35,8,,,+FDA_TRIAL
BTQ,Short,RESISTANCE,T5-SHORT,22,2.75,2.76,2.38,37.0,0.01,2.43,13.2,WAITING,1,1,5m,2.76,2.75,OPEN_ROAD,8159,0.2,1.3,1,36.8,73,8,,,"+CONTRACT, ~MANAGEMENT"
ELAB,Short,RESISTANCE,T2-SHORT,80,4.83,4.84,4.24,59.0,0.01,4.79,0.8,CLOSE,1,1,15m,4.84,4.83,HIGHWAY,385588,0.4,2.9,3,764.2,39,8,,,"+CONTRACT, +ACQUISITION, -REVERSE_SPLIT, ~SEC_FILING"
HUBC,Long,PULLBACK,T3-LONG_WATCH,14,0.0668,0.0665,0.0718,16.7,0.0003,0.0711,6.0,APPROACH,1,1,1m,0.0668,0.0665,OPEN_ROAD,0,0.1,0.9,1,135.1,114,8,,UNKNOWN,"-DELISTING_RISK, +CONTRACT, +ACQUISITION, ~MANAGEMENT"
AIXI,Long,PULLBACK,T2-LONG,42,0.0878,0.0858,0.0959,4.0,0.002,0.0942,6.8,APPROACH,2,1,1m,0.0878,0.0858,OPEN_ROAD,0,1.3,5.1,1,67.7,44,8,,UNKNOWN,"-DELISTING_RISK, +CONTRACT, +PATENT"
AIXI,Short,RESISTANCE,T5-SHORT,29,0.0959,0.0993,0.0878,2.4,0.0034,0.0942,1.8,CLOSE,1,1,1h,0.0993,0.0959,OPEN_ROAD,0,1.3,5.1,1,67.7,44,8,,,"-DELISTING_RISK, +CONTRACT, +PATENT"
ONDS,Short,RESISTANCE,T3-SHORT,80,9.35,9.44,8.28,11.9,0.09,9.015,3.7,APPROACH,1,1,1d,9.44,9.35,HIGHWAY,540822213,0.2,0.5,0,20.4,26,8,,,"+CONTRACT, +ACQUISITION, +REVENUE_BEAT"
ONDS,Long,PULLBACK,T3-LONG_WATCH,58,8.2,8.15,9.35,23.0,0.05,9.015,9.0,WAITING,3,3,"1h,30m,4h",8.2,8.15,OPEN_ROAD,163799735,0.2,0.5,0,20.4,26,8,,UNKNOWN,"+CONTRACT, +ACQUISITION, +REVENUE_BEAT"
FFAI,Short,RESISTANCE,T5-SHORT,33,0.244,0.2465,0.2318,4.9,0.0025,0.2343,4.1,APPROACH,1,1,10m,0.2465,0.244,OPEN_ROAD,0,0.2,0.7,0,26.7,41,8,,,-DELISTING_RISK
PSKY,Short,RESISTANCE,T3-SHORT,80,9.62,9.72,9.32,3.0,0.1,9.18,4.8,APPROACH,1,1,1d,9.72,9.62,HIGHWAY,137995480,0.2,0.7,0,7.3,27,8,,,"+ANALYST_UPGRADE, ~MANAGEMENT"
SLDE,Short,RESISTANCE,T3-SHORT,61,18.18,18.22,17.79,9.8,0.04,17.92,1.5,CLOSE,1,1,1m,18.22,18.18,HIGHWAY,11200,0.2,0.6,0,6.3,20,8,,,"+ANALYST_UPGRADE, ~MANAGEMENT"
DVLT,Long,FRESH_HOLD,T3-LONG_WATCH,37,0.6446,0.6431,0.65,3.6,0.0015,0.648,0.5,CLOSE,2,2,"10m,5m",0.6446,0.6431,MIXED,0,0.1,0.7,0,26.5,45,8,,UNKNOWN,"+REVENUE_BEAT, +ACQUISITION"
SXTP,Short,RESISTANCE,T5-SHORT,31,1.91,1.95,1.8,2.7,0.04,1.82,4.9,APPROACH,1,1,1d,1.95,1.91,OPEN_ROAD,600928,0.0,0.1,0,44.7,89,8,,,-REVERSE_SPLIT
BLND,Short,RESISTANCE,T3-SHORT,63,2.09,2.1,1.915,17.5,0.01,1.935,8.0,WAITING,1,1,1d,2.1,2.09,HIGHWAY,9384907,0.1,0.8,0,24.8,41,8,,,~MANAGEMENT
BLND,Long,PULLBACK,T3-LONG_WATCH,56,1.835,1.785,1.95,2.3,0.05,1.935,5.2,APPROACH,9,6,"10m,15m,1h,30m,4h,5m",1.835,1.785,OPEN_ROAD,2379912,0.1,0.8,0,24.8,41,8,,UNKNOWN,~MANAGEMENT
AGPU,Short,RESISTANCE,T2-SHORT,80,3.12,3.13,2.39,73.0,0.01,3.0525,2.2,CLOSE,1,1,10m,3.13,3.12,HIGHWAY,171603,0.2,6.6,1,304.9,93,8,,,
SST,Short,RESISTANCE,T5-SHORT,55,3.9802,3.9884,3.735,29.9,0.0082,3.94,1.0,CLOSE,1,1,1m,3.9884,3.9802,OPEN_ROAD,1356,0.2,1.1,3,311.3,60,8,,,
SST,Long,PULLBACK,T3-LONG_WATCH,27,3.735,3.67,3.9802,3.8,0.065,3.94,5.2,APPROACH,1,1,1m,3.735,3.67,OPEN_ROAD,364524,0.2,1.1,3,311.3,60,8,,UNKNOWN,
RZLV,Short,RESISTANCE,T3-SHORT,67,3.415,3.43,3.0397,25.0,0.015,3.065,11.4,WAITING,1,1,1d,3.43,3.415,HIGHWAY,78005662,0.5,2.0,2,39.2,26,8,,,
RZLV,Long,FRESH_HOLD,T3-LONG_WATCH,49,3.0397,3.03,3.0788,4.0,0.0097,3.065,0.8,CLOSE,1,1,1m,3.0397,3.03,HIGHWAY,68944,0.5,2.0,2,39.2,26,8,,UNKNOWN,
SGML,Short,RESISTANCE,T3-SHORT,80,15.1,15.15,12.94,43.2,0.05,13.74,9.9,WAITING,1,1,1h,15.15,15.1,HIGHWAY,2312210,0.8,1.5,2,44.5,33,8,,,
ALTS,Short,RESISTANCE,T5-SHORT,52,1.23,1.235,1.14,18.0,0.005,1.15,7.0,APPROACH,1,1,1h,1.235,1.23,OPEN_ROAD,1714988,0.2,0.8,1,30.0,44,8,,,
STLA,Long,PULLBACK,T3-LONG_WATCH,48,7.22,7.12,7.69,4.7,0.1,7.58,4.7,APPROACH,6,6,"10m,15m,1d,1h,30m,4h",7.22,7.12,MIXED,191603175,0.2,1.1,0,13.5,40,8,,UNKNOWN,
NOK,Long,PULLBACK,T3-LONG_WATCH,62,8.1,8.05,8.91,16.2,0.05,8.48,4.5,APPROACH,6,6,"10m,15m,1d,1h,30m,4h",8.1,8.05,HIGHWAY,271193505,0.3,0.7,0,9.0,28,8,,UNKNOWN,
NIO,Short,RESISTANCE,T3-SHORT,80,6.53,6.59,5.58,15.8,0.06,6.22,5.0,APPROACH,1,1,1d,6.59,6.53,HIGHWAY,286137096,0.2,1.0,0,20.2,41,8,,,
UCAR,Long,FRESH_HOLD,T2-LONG,87,0.6149,0.6094,0.947,60.4,0.0055,0.62,0.8,CLOSE,3,3,"15m,1m,30m",0.6149,0.6094,HIGHWAY,0,0.2,5.3,1,134.2,65,8,,UNKNOWN,
GPUS,Short,RESISTANCE,T5-SHORT,22,0.1587,0.1594,0.1321,38.0,0.0007,0.1397,13.6,WAITING,1,1,1h,0.1594,0.1587,OPEN_ROAD,0,0.7,0.7,0,20.7,49,8,,,
MOBX,Short,RESISTANCE,T5-SHORT,8,0.2736,0.2777,0.258,3.8,0.0041,0.2657,3.0,CLOSE,1,1,1d,0.2777,0.2736,MIXED,0,0.1,0.2,0,56.1,76,8,,,
MOBX,Long,FRESH_HOLD,T3-LONG_WATCH,7,0.258,0.2569,0.27,10.9,0.0011,0.2657,2.9,CLOSE,1,1,1m,0.258,0.2569,MIXED,0,0.1,0.2,0,56.1,76,8,,UNKNOWN,
ORIS,Short,RESISTANCE,T5-SHORT,8,0.5736,0.5813,0.558,2.0,0.0077,0.5698,0.7,CLOSE,1,1,1m,0.5813,0.5736,MIXED,322,0.3,0.1,0,94.7,83,8,,,
