ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
ARIS,EARLY_RECLAIM_TRIGGER,100.0,96.0,96.0,EARLY_RECLAIM_TRIGGER,17.69,1h,log_regression,MID,0.599,19,15.72,16.91,daily,4.41,98.2,nearest_support_gap_hi,17.39,True,True,1.7,1.73,23.4,23.4,3.17,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 23.4% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase
SSRM,EARLY_STRUCTURAL_MATCH,100.0,95.0,95.0,TOO_EARLY_OR_LOOSE,32.16,weekly,log_regression,AT_LOWER,0.218,27,22.01,22.75,weekly,29.26,100.0,nearest_support_gap_hi,32.12,True,False,0.12,0.12,13.54,13.54,3.36,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 13.54% from recent high | room back to recent high,too_early_or_loose_for_trigger | early_positive_momentum
TNGX,EARLY_STRUCTURAL_MATCH,100.0,94.0,94.0,TOO_EARLY_OR_LOOSE,26.93,daily,log_regression,AT_LOWER,0.247,6,20.44,20.79,1h,22.8,85.71,nearest_support_gap_hi,26.0,True,True,3.45,3.58,27.7,27.7,2.93,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
BLMN,EARLY_RECLAIM_TRIGGER,100.0,93.0,93.0,EARLY_RECLAIM_TRIGGER,10.95,daily,log_regression,AT_UPPER,0.816,14,8.66,8.72,weekly,20.37,94.67,nearest_support_gap_hi,10.7,True,True,2.28,2.34,15.34,15.34,2.28,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.34% from recent high | just-triggered reclaim, still near shelf | room back to recent high | coiled/controlled short-term momentum",mid_high_channel_location | early_trigger_not_chase | overhead_gap_too_close
BLZE,EARLY_STRUCTURAL_MATCH,93.6,92.0,92.0,TOO_EARLY_OR_LOOSE,18.95,daily,log_regression,MID,0.512,8,12.63,13.47,daily,28.92,97.97,nearest_support_gap_hi,18.64,True,True,1.64,1.66,26.6,26.6,2.56,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
STAA,EARLY_STRUCTURAL_MATCH,90.9,88.0,88.0,TOO_EARLY_OR_LOOSE,24.49,daily,log_regression,AT_LOWER,0.133,14,16.2,16.32,daily,33.36,94.62,nearest_support_gap_hi,24.42,True,False,0.29,0.29,46.47,46.47,7.02,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | too_early_or_loose_for_trigger
SRRK,EARLY_STRUCTURAL_MATCH,100.0,83.0,83.0,TOO_EARLY_OR_LOOSE,53.44,daily,log_regression,MID,0.434,25,30.41,34.98,daily,34.54,97.5,nearest_support_gap_hi,52.92,True,True,0.97,0.98,9.45,9.45,4.83,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 9.45% from recent high | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
KODK,EARLY_STRUCTURAL_MATCH,75.8,78.0,78.0,TOO_EARLY_OR_LOOSE,10.06,daily,log_regression,MID,0.419,20,5.88,6.55,daily,34.89,98.73,nearest_support_gap_hi,9.86,True,True,1.99,2.03,47.81,47.81,2.18,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | too_early_or_loose_for_trigger | overhead_gap_too_close
AEVA,EARLY_STRUCTURAL_MATCH,97.1,75.0,75.0,TOO_EARLY_OR_LOOSE,27.45,1h,log_regression,AT_UPPER,0.713,12,20.3,25.26,daily,7.98,100.0,nearest_support_gap_hi,26.65,True,True,2.91,3.0,14.03,14.03,4.74,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 14.03% from recent high | room back to recent high,mid_high_channel_location | too_early_or_loose_for_trigger | early_positive_momentum
RYTM,EARLY_STRUCTURAL_MATCH,64.1,65.0,65.0,TOO_EARLY_OR_LOOSE,118.0,weekly,log_regression,MID,0.525,31,66.15,76.75,daily,34.96,100.0,nearest_support_gap_hi,115.21,True,True,2.36,2.42,0.0,0.0,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf,not_pulled_back | too_early_or_loose_for_trigger | room_to_high_unknown | early_positive_momentum
