ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
CSIQ,Long,PULLBACK,T3-LONG_WATCH,95,13.77,13.2599,14.7902,,2.0,0.5101,14.67,6.1,APPROACH,3,2,"1m,5m",13.77,13.67,OPEN_ROAD,EXCITED,44307.0,1.6,1.4,0.0,21.0,25.0,8.0,47.42,MED,0.05,13.5,13.51,13.49,-0.1,FLAT,FLAT,133,5,93,33.3,B,,,,
ACVA,Long,PULLBACK,T2-LONG,84,4.9,4.7433,5.32,4.935,2.7,0.1567,5.19,5.6,APPROACH,2,2,"1m,5m",4.9,4.89,HIGHWAY,EXCITED,30624.0,1.5,1.1,0.0,10.3,39.0,8.0,155.93,HIGH,0.02,4.935,4.97,4.9,-1.4,PREMIUM,DISCOUNT,54,4,54,2.5,C,,,,
REAL,Long,PULLBACK,T1-STRONG_LONG,100,11.71,11.1252,14.18,12.15,4.2,0.5848,12.54,6.6,APPROACH,2,2,"1d,4h",11.71,11.4693,HIGHWAY,EXCITED,86685960.0,1.1,1.0,0.0,8.9,49.0,8.0,108.57,HIGH,0.02,12.15,12.24,12.06,-1.5,PREMIUM,DISCOUNT,1085,12,234,13.1,A,,,,
NXT,Long,BOUNCE,T3-LONG_WATCH,94,124.36,117.564,137.952,,2.0,6.796,124.36,1.2,CLOSE,3,2,"15m,30m",122.81,121.2,OPEN_ROAD,EXCITED,8835198.0,1.9,1.2,0.0,22.3,35.0,8.0,147.26,HIGH,0.01,117.315,116.19,118.44,1.9,PREMIUM,PREMIUM,3128,11,2214,2.4,C,,,,
ARWR,Long,PULLBACK,T3-LONG_WATCH,75,74.4,67.1725,88.855,,2.0,7.2275,74.4,4.5,APPROACH,1,1,1d,71.05,69.25,HIGHWAY,EXCITED,208898820.0,1.7,1.3,0.0,12.3,35.0,8.0,122.04,HIGH,0.01,73.915,73.92,73.91,-0.0,FLAT,FLAT,3284,16,1364,99.9,A,,,,
OBE,Long,PULLBACK,T2-LONG,97,11.97,11.5818,13.22,12.525,3.2,0.3882,12.77,6.3,APPROACH,2,2,"15m,30m",11.97,11.94,HIGHWAY,EXCITED,874254.0,2.2,2.4,4.0,46.4,45.0,8.0,60.36,HIGH,0.04,12.525,12.39,12.66,2.2,PREMIUM,DISCOUNT,453,15,156,3.5,C,,,,
SEI,Long,PULLBACK,T1-STRONG_LONG,100,69.48,63.0403,82.3594,,2.0,6.4397,69.48,3.4,APPROACH,7,6,"10m,15m,1d,1h,30m,5m",67.15,64.99,HIGHWAY,EXCITED,120899891.0,1.5,0.9,0.0,13.9,29.0,8.0,50.23,HIGH,0.03,66.665,66.17,67.16,1.5,PREMIUM,DISCOUNT,4162,10,2953,99.9,A,,,,
VSTM,Long,BOUNCE,T3-LONG_WATCH,55,6.23,5.8685,6.953,,2.0,0.3615,6.23,2.6,CLOSE,1,1,5m,6.07,6.05,HIGHWAY,EXCITED,12784.0,1.3,0.9,0.0,15.3,21.0,8.0,75.0,HIGH,0.03,6.075,6.07,6.08,0.2,FLAT,FLAT,55,6,51,4.5,C,,,,
CC,Long,BOUNCE,T3-LONG_WATCH,61,24.19,23.3188,25.9324,,2.0,0.8712,24.19,0.3,CLOSE,1,1,1d,24.12,24.04,HIGHWAY,EXCITED,12478824.0,1.1,0.8,0.0,7.5,15.0,8.0,149.66,HIGH,0.01,24.08,24.04,24.12,0.3,FLAT,FLAT,173,9,154,99.9,B,,,,
HELE,Long,PULLBACK,T1-STRONG_LONG,100,22.59,18.69,30.39,,2.0,3.9,23.82,5.2,APPROACH,3,3,"1m,4h,5m",22.59,19.99,MIXED,EXCITED,213696168.0,3.6,1.8,2.0,39.6,47.0,8.0,22.65,MED,0.06,22.29,19.77,24.81,25.5,PREMIUM,DISCOUNT,2405,8,378,3.3,C,,,,
WFRD,Long,BOUNCE,T3-LONG_WATCH,86,102.93,98.746,111.298,,2.0,4.184,102.93,0.8,CLOSE,1,1,10m,102.09,101.8,HIGHWAY,EXCITED,2100006.0,2.0,1.9,2.0,10.7,10.0,8.0,70.33,HIGH,0.02,101.035,100.99,101.08,0.1,FLAT,FLAT,940,8,333,99.9,A,,,,
RMBS,Long,PULLBACK,T3-LONG_WATCH,92,127.93,123.4325,136.925,,2.0,4.4975,138.5,7.6,WAITING,2,2,"1d,4h",127.93,127.25,HIGHWAY,EXCITED,89446928.0,1.2,1.0,0.0,14.3,55.0,8.0,106.94,HIGH,0.01,131.615,131.55,131.68,0.1,FLAT,FLAT,8313,13,4167,99.9,A,,,,
LEU,Long,BOUNCE,T1-STRONG_LONG,100,219.58,211.2272,258.0,220.935,4.6,8.3528,219.58,0.6,CLOSE,1,1,1m,218.37,217.76,HIGHWAY,EXCITED,153842.0,1.8,1.5,0.0,21.9,36.0,8.0,18.3,MED,0.05,220.935,217.08,224.79,3.6,DISCOUNT,DISCOUNT,10675,11,3724,17.5,A,,,,
ALMS,Long,BOUNCE,T1-STRONG_LONG,100,25.99,24.0269,29.9162,26.06,2.0,1.9631,25.99,2.6,CLOSE,4,3,"15m,1d,1h",25.31,24.77,OPEN_ROAD,EXCITED,48233856.0,1.1,1.0,0.0,15.6,27.0,8.0,84.99,HIGH,0.01,26.06,25.89,26.23,1.3,DISCOUNT,DISCOUNT,876,9,818,6.8,B,,,,
HRI,Long,BOUNCE,T2-LONG,100,121.46,117.1469,130.0862,,2.0,4.3131,121.46,0.2,CLOSE,3,3,"10m,15m,30m",121.16,120.77,HIGHWAY,EXCITED,5449743.0,2.9,1.2,1.0,20.0,48.0,8.0,28.97,MED,0.03,111.43,107.86,115.0,6.6,PREMIUM,PREMIUM,11699,5,5072,3.9,C,,,,
STRL,Long,BOUNCE,T1-STRONG_LONG,100,495.67,458.6354,569.7392,,2.0,37.0346,495.67,0.1,CLOSE,3,2,"1d,4h",495.0,472.82,HIGHWAY,EXCITED,397569661.0,1.1,0.9,0.0,13.3,35.0,8.0,29.9,MED,0.01,491.435,487.87,495.0,1.5,PREMIUM,DISCOUNT,25954,12,7315,99.9,A,,,,
NBR,Long,BOUNCE,T1-STRONG_LONG,100,88.54,80.63,104.36,,2.0,7.91,88.54,0.3,CLOSE,14,8,"10m,15m,1d,1h,1m,30m,4h,5m",88.28,83.18,HIGHWAY,EXCITED,58127247.0,1.2,1.1,0.0,16.3,52.0,8.0,12.65,LOW,0.02,86.685,86.51,86.86,0.4,FLAT,FLAT,2922,12,1871,99.9,A,,,,
INTC,Long,BOUNCE,T3-LONG_WATCH,96,66.78,63.3507,73.6386,,2.0,3.4293,66.78,1.0,CLOSE,2,2,"4h,5m",66.1,65.31,HIGHWAY,EXCITED,1366764724.0,1.1,0.9,0.0,9.1,40.0,8.0,4985.91,MEGA,0.02,65.685,65.27,66.1,1.3,PREMIUM,MID,3059,14,2234,99.9,A,,,,
AMD,Long,PULLBACK,T1-STRONG_LONG,100,305.33,275.8874,364.2152,,2.0,29.4426,305.33,4.6,APPROACH,4,4,"1d,1h,30m,4h",291.22,284.42,HIGHWAY,EXCITED,36494387048.0,1.2,1.2,0.0,14.1,50.0,8.0,1621.48,MEGA,0.02,302.735,303.46,302.01,-0.5,FLAT,FLAT,19185,16,7228,99.9,A,,,,
SES,Long,PULLBACK,T2-LONG,46,1.22,1.11,1.44,1.29,2.0,0.11,1.22,3.3,APPROACH,1,1,1h,1.18,1.16,MIXED,EXCITED,2276112.0,1.1,1.1,0.0,15.4,44.0,8.0,282.71,MEGA,0.02,1.29,1.27,1.31,3.1,DISCOUNT,DISCOUNT,51,7,42,4.9,C,,,,
SMR,Long,PULLBACK,T1-STRONG_LONG,100,12.72,11.543,18.47,13.81,4.9,1.177,12.72,4.5,APPROACH,3,3,"1h,30m,4h",12.15,11.9,HIGHWAY,EXCITED,446428694.0,1.8,1.5,0.0,22.9,33.0,8.0,298.64,MEGA,0.16,13.81,13.57,14.05,3.5,DISCOUNT,DISCOUNT,1146,3,566,45.2,B,,,,
PAPL,Long,PULLBACK,T1-STRONG_LONG,100,0.807,0.4971,1.4268,,2.0,0.3099,0.87,7.2,WAITING,5,5,"10m,15m,1h,30m,5m",0.807,0.6004,OPEN_ROAD,EXCITED,741016141.0,19.7,6.6,1.0,97.1,23.0,8.0,16.27,MED,7.06,0.7574,0.6004,0.9145,52.3,PREMIUM,DISCOUNT,176,6,22,9.8,B,,,,
MEHA,Long,BREAKOUT,T2-LONG,76,0.1043,0.0522,0.2085,0.1261,2.0,0.0521,0.1035,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,,,,,,,,,MED,0.69,0.1261,0.129,0.1232,-4.5,DISCOUNT,DISCOUNT,0,0,0,3.2,D,False,4.5,True,
ROLR,Long,PULLBACK,T3-LONG_WATCH,100,8.6864,8.2062,15.6,,14.4,0.4802,9.23,5.9,APPROACH,2,1,1m,8.6864,8.46,HIGHWAY,EXCITED,12142.0,0.3,0.4,0.0,31.2,105.0,8.0,4.64,NANO,0.21,8.5,8.5,8.5,0.0,FLAT,FLAT,1560,19,378,69.0,A,,,,
AMPX,Long,PULLBACK,T2-LONG,80,20.06,19.0217,22.38,,2.2,1.0383,21.73,7.7,WAITING,2,2,"1d,4h",20.06,19.61,HIGHWAY,EXCITED,864210566.0,0.9,1.6,1.0,24.5,40.0,8.0,128.25,HIGH,0.04,22.535,22.69,22.38,-1.4,DISCOUNT,DISCOUNT,722,18,586,3.0,C,,,,
BULL,Long,PULLBACK,T2-LONG,81,6.91,6.2856,8.1588,7.18,2.0,0.6244,6.91,3.6,APPROACH,2,2,"1d,4h",6.66,6.48,OPEN_ROAD,EXCITED,366207248.0,1.0,1.6,1.0,16.2,33.0,8.0,377.73,MEGA,0.03,7.18,7.27,7.09,-2.5,DISCOUNT,DISCOUNT,336,4,78,2.6,C,,,,
EFOI,Long,PULLBACK,T1-STRONG_LONG,100,4.85,4.5008,5.5484,,2.0,0.3492,4.85,3.1,APPROACH,4,4,"10m,15m,30m,5m",4.7,4.64,OPEN_ROAD,EXCITED,1114723.0,0.1,0.1,1.0,128.8,61.0,8.0,2.92,NANO,0.19,4.425,4.51,4.34,-3.8,PREMIUM,PREMIUM,228,7,54,3.1,C,,,,
HIMS,Long,BOUNCE,T1-STRONG_LONG,100,28.15,26.1803,32.0894,29.67,2.0,1.9697,28.15,1.7,CLOSE,2,2,"1d,4h",27.67,26.99,HIGHWAY,EXCITED,6333667628.0,1.3,1.3,1.0,17.9,19.0,8.0,207.41,MEGA,0.16,29.67,29.01,30.33,4.6,DISCOUNT,DISCOUNT,1794,4,36,13.8,A,,,,
MARA,Long,BOUNCE,T1-STRONG_LONG,100,11.8,11.0192,14.25,,3.1,0.7808,11.8,0.8,CLOSE,3,3,"1h,30m,4h",11.7,11.36,HIGHWAY,EXCITED,1385111089.0,1.0,1.0,0.0,10.9,22.0,8.0,371.43,MEGA,0.11,11.75,11.84,11.66,-1.5,PREMIUM,DISCOUNT,478,5,62,20.8,A,,,,
MSTR,Long,BREAKOUT,T1-STRONG_LONG,100,174.0,164.3956,223.8,177.62,5.2,9.6044,172.47,0.0,INSIDE,3,3,,,,HIGHWAY,EXCITED,,,,,,,,,MEGA,0.04,177.62,179.36,175.88,-1.9,DISCOUNT,DISCOUNT,11762,6,3692,29.8,A,False,1.0,True,
MU,Long,PULLBACK,T1-STRONG_LONG,100,481.72,441.7865,561.587,484.89,2.0,39.9335,481.72,4.8,APPROACH,3,3,"1h,30m,4h",458.56,455.45,HIGHWAY,EXCITED,8449476585.0,0.9,0.8,0.0,13.2,45.0,8.0,1123.56,MEGA,0.02,484.89,487.48,482.3,-1.1,DISCOUNT,DISCOUNT,35184,23,5690,99.9,A,,,,
PBM,Long,PULLBACK,T1-STRONG_LONG,100,9.03,4.415,18.26,,2.0,4.615,9.03,3.1,APPROACH,3,3,"1h,1m,4h",8.75,5.86,OPEN_ROAD,EXCITED,9658477390.0,0.2,0.4,2.0,138.5,101.0,8.0,0.29,NANO,2.25,8.77,8.97,8.57,-4.5,PREMIUM,DISCOUNT,1696,13,311,7.5,B,,,,
PLUG,Long,BOUNCE,T2-LONG,73,3.18,3.0178,3.5045,3.2025,2.0,0.1622,3.18,1.9,CLOSE,1,1,1m,3.12,3.1111,HIGHWAY,EXCITED,80610.0,1.0,1.0,0.0,20.8,25.0,8.0,1330.45,MEGA,0.04,3.2025,3.19,3.215,0.8,DISCOUNT,DISCOUNT,137,12,69,6.3,B,,,,
SLDP,Long,BOUNCE,T3-LONG_WATCH,87,3.7,3.298,4.504,,2.0,0.402,3.7,2.7,CLOSE,2,2,"1d,4h",3.6,3.4,OPEN_ROAD,EXCITED,328488430.0,2.2,2.4,3.0,29.4,44.0,8.0,186.08,HIGH,0.06,3.965,3.96,3.97,0.3,FLAT,FLAT,388,8,23,3.0,C,,,,
TE,Long,PULLBACK,T2-LONG,86,5.02,4.8306,6.15,5.375,6.0,0.1894,5.39,6.9,APPROACH,1,1,1d,5.02,4.98,HIGHWAY,EXCITED,57997240.0,0.9,1.2,0.0,22.6,32.0,8.0,168.14,HIGH,0.08,5.375,5.39,5.36,-0.6,PREMIUM,DISCOUNT,183,6,28,14.1,B,,,,
USAR,Long,PULLBACK,T1-STRONG_LONG,97,21.27,19.691,24.98,,2.3,1.579,23.09,7.9,WAITING,2,2,"1d,4h",21.27,20.3,HIGHWAY,EXCITED,3484934017.0,1.3,1.7,1.0,35.0,38.0,8.0,169.39,HIGH,0.09,25.195,25.41,24.98,-1.7,DISCOUNT,DISCOUNT,2300,8,721,8.2,A,,,,
