ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
HNRG,BOUNCED_WAITING,0,2,197.4,3,-0.5,False,0.1,15m,5,120,True,1m,32,False,683,2159,1762.5,11,19,1d.54t | 1d.51t | 1d.34t,2026-05-07T07:15:00.000000000,21.51,2026-05-07T12:15:00.000000000,19.17,21.66,18.8323,7.37,5,0,False,2.13,989094,0,30
NG,BOUNCED_WAITING,0,1,120.1,2,-3.2,False,1.3,1h,8,44,False,1m,10,False,3630,697,3978.5,23,10,1d.72t | 1d.21t~ | 1d.19t,2026-04-17T18:15:00.000000000,10.776,2026-05-06T05:45:00.000000000,8.66,10.91,8.2934,6.14,12,0,False,1.23,2841899,0,33
YOU,BOUNCED_WAITING,0,1,103.5,2,-1.8,False,1.2,15m,5,32,False,3m,106,True,2864,2125,3926.5,26,12,15m.84t~ | 15m.70t | 15m.60t~,2026-05-06T07:30:00.000000000,65.5332,2026-05-06T09:45:00.000000000,56.9,65.68,53.2832,2.43,7,0,False,1.04,1262801,0,38
PUMP,BOUNCED_WAITING,0,1,72.1,5,0.8,False,1.3,15m,5,22,False,1m,84,False,3299,2228,4413.0,40,12,1d.78t | 1d.17t | 4h.41t~,2026-04-30T04:00:00.000000000,18.57,2026-05-06T07:30:00.000000000,15.62,19.0,15.0798,6.26,21,0,False,0.74,4172001,0,52
PUMP,BOUNCED_WAITING,0,1,72.1,5,0.8,False,1.3,15m,5,31,False,1m,84,False,3299,2228,4413.0,40,12,1d.78t | 1d.17t | 4h.41t~,2026-05-01T09:15:00.000000000,16.87,2026-05-06T07:30:00.000000000,15.62,17.11,15.0798,2.76,11,0,False,0.74,4172001,0,52
CHSN,BOUNCED_WAITING,0,6,598.3,4,4.1,False,0.2,1d,20,644,True,1m,5,False,3776801,50711,3802156.5,98,72,1d.57400t | 1d.26080t | 1d.19440t,2026-04-27T08:00:00.000000000,9.41,2026-05-07T09:30:00.000000000,1.81,9.56,1.6068,38.14,98,0,False,8.53,1489602,0,170
CHSN,BOUNCED_WAITING,0,6,598.3,4,4.1,False,0.2,1d,20,54,True,1m,5,False,3776801,50711,3802156.5,98,72,1d.57400t | 1d.26080t | 1d.19440t,2026-04-28T06:00:00.000000000,4.44,2026-05-07T09:30:00.000000000,1.81,4.52,1.6068,13.34,77,0,False,8.53,1489602,0,170
GCT,BOUNCED_WAITING,0,3,162.3,5,-0.9,False,0.0,15m,5,126,True,15m,50,False,2119,1915,3076.5,29,19,1d.133t | 1d.113t~ | 1d.90t,2026-04-20T09:15:00.000000000,50.0,2026-05-07T13:45:00.000000000,42.335,50.53,40.918,5.78,40,0,False,1.68,655746,0,48
CC,BOUNCED_WAITING,0,0,92.7,2,-2.2,False,1.2,15m,5,60,False,15m,48,False,2799,1246,3422.0,29,24,1d.204t | 1d.36t | 4h.20t,2026-05-06T06:45:00.000000000,27.18,2026-05-06T08:45:00.000000000,23.01,27.2,21.4559,2.7,15,0,False,0.92,2377162,0,53
ACMR,BOUNCED_WAITING,0,2,170.8,2,-2.2,False,0.0,15m,5,24,False,5m,20,False,3491,0,3491.0,12,0,1d.120t | 1d.84t | 4h.46t,2026-05-07T11:15:00.000000000,61.125,2026-05-07T13:45:00.000000000,59.59,62.02,58.6824,2.68,6,0,False,1.79,929929,0,12
FN,BOUNCED_CLEAN,0,3,120.9,4,1.1,False,2.2,1d,20,5748,True,1d,1469,True,8167,158902,87618.0,18,26,1d.5748t~ | 1d.911t | 1d.310t~,2026-05-05T04:30:00.000000000,649.0,2026-05-05T09:00:00.000000000,634.5,660.32,617.0235,1.48,0,0,False,1.21,685303,0,44
NNE,BOUNCED_CLEAN,0,2,127.9,4,0.6,False,1.4,1d,20,101,False,5m,21,False,39061,347,39234.5,72,8,1d.224t | 1d.111t~ | 1d.101t,2026-04-23T08:00:00.000000000,28.8475,2026-05-06T04:45:00.000000000,26.52,30.13,22.954,1.01,0,0,False,1.31,2291347,0,80
VCYT,BOUNCED_CLEAN,0,3,157.4,5,-1.3,False,1.1,4h,12,24,False,3m,9,True,9982,0,9982.0,24,0,1d.67t | 1d.59t | 1d.54t,2026-05-06T10:15:00.000000000,40.01,2026-05-06T11:00:00.000000000,40.455,42.03,39.0917,1.16,0,0,False,1.67,638898,0,24
DIS,BOUNCED_CLEAN,0,1,117.5,2,-2.3,False,1.2,1d,20,26,False,1m,22,False,20280,16800,28680.0,18,4,1d.503t~ | 1d.238t~ | 1d.121t,2026-05-06T06:45:00.000000000,104.6,2026-05-06T08:00:00.000000000,107.68,114.6,104.0714,1.92,0,0,False,1.18,7065081,0,22
ONEG,BOUNCED_WAITING,0,3,418.0,3,-20.8,False,0.2,1d,20,455,True,1m,6,False,3829,10507,9082.5,146,48,1d.455t~ | 1d.112t | 1d.49t,2026-05-07T07:30:00.000000000,1.87,2026-05-07T10:00:00.000000000,1.37,2.01,0.7884,1.1,10,0,False,5.26,2296596,0,194
WGS,BOUNCED_WAITING,0,7,211.8,7,3.4,False,1.0,15m,5,83,False,1m,9,False,99455,12879,105894.5,103,30,1d.229t | 1d.188t | 1d.181t,2026-04-23T09:30:00.000000000,66.93,2026-05-06T14:45:00.000000000,39.8,69.0,33.6675,4.76,49,0,False,2.28,1421200,0,133
WGS,BOUNCED_WAITING,0,7,211.8,7,3.4,False,1.0,15m,5,85,True,1m,9,False,99455,12879,105894.5,103,30,1d.229t | 1d.188t | 1d.181t,2026-04-27T09:45:00.000000000,68.0,2026-05-06T14:45:00.000000000,39.8,68.12,33.6675,4.62,40,0,False,2.28,1421200,0,133
RVTY,BOUNCED_CLEAN,0,1,80.6,4,0.2,False,2.2,1d,20,549,False,1d,265,False,20676,0,20676.0,16,0,1d.184t | 1d.113t | 1d.102t,2026-04-08T09:30:00.000000000,92.205,2026-05-05T09:00:00.000000000,99.73,96.08,86.337,,0,0,False,0.8,1002994,0,16
PGY,BOUNCED_CLEAN,0,3,266.3,3,-0.4,False,0.0,1d,20,69,True,1h,17,True,23354,1380,24044.0,51,1,1d.108t | 1d.107t | 1d.93t,2026-05-07T09:45:00.000000000,16.08,2026-05-07T13:00:00.000000000,15.49,16.44,15.1197,2.57,0,0,False,2.9,3335884,0,52
MRCY,BOUNCED_CLEAN,0,2,104.7,5,0.4,False,1.2,4h,12,25,False,5m,22,False,28986,0,28986.0,24,0,1d.534t | 1d.167t | 1d.158t,2026-05-06T09:15:00.000000000,89.7,2026-05-06T10:15:00.000000000,87.98,93.35,83.4827,1.19,0,0,False,1.07,421789,0,24
GRAL,BOUNCED_CLEAN,0,0,69.8,2,-0.0,False,1.2,1d,20,4135,True,1m,100,False,62732,0,62732.0,46,0,1d.357t | 1d.202t | 1d.201t,2026-04-24T15:15:00.000000000,54.77,2026-05-06T09:30:00.000000000,63.37,56.7499,52.894,,0,0,False,0.67,484722,0,46
PVLA,BOUNCED_WAITING,0,4,258.5,5,-5.4,False,0.2,4h,12,334,False,1h,492,True,19795,14551,27070.5,34,14,1d.309t | 1d.172t | 1d.131t~,2026-04-22T10:15:00.000000000,136.86,2026-05-07T10:15:00.000000000,112.45,145.0,110.4387,16.18,30,0,False,2.66,155467,0,48
CRE,BOUNCED_CLEAN,0,3,6.3,4,4.4,False,3.3,4h,12,21,False,1m,64,True,124554,2042,125575.0,87,57,1d.5316t | 1d.156t | 1d.120t,2026-05-04T05:30:00.000000000,3.7,2026-05-04T06:30:00.000000000,3.08,5.1948,2.3054,2.73,0,0,False,0.06,817490,0,144
MTSI,BOUNCED_CLEAN,0,3,176.5,3,1.8,False,0.1,15m,5,395,False,3m,1803,False,5391,2212,6497.0,7,3,15m.395t | 10m.202t | 5m.400t~,2026-05-07T10:00:00.000000000,335.29,2026-05-07T11:15:00.000000000,326.51,353.87,309.37,1.6,0,0,False,1.87,799650,0,10
VCX,BOUNCED_WAITING,0,4,208.7,2,1.3,False,0.1,1h,8,1242,False,1m,76,False,73197,0,73197.0,28,0,4h.1530t | 4h.269t | 4h.257t,2026-05-07T10:15:00.000000000,198.73,2026-05-07T11:30:00.000000000,200.5,220.0,194.8495,3.45,1,0,False,2.27,296792,0,28
PVLA,BOUNCED_WAITING,0,4,258.5,5,-5.4,False,0.2,1h,8,72,False,1h,492,True,19795,14551,27070.5,34,14,1d.309t | 1d.172t | 1d.131t~,2026-04-09T12:45:00.000000000,131.9,2026-05-07T10:15:00.000000000,112.45,139.945,110.4387,13.67,30,0,False,2.66,155467,0,48
WS,BOUNCED_CLEAN,0,1,71.3,4,-0.0,False,1.2,4h,12,21,False,1m,94,False,5756,0,5756.0,28,0,1d.42t | 1d.38t | 4h.103t,2026-05-05T11:45:00.000000000,41.39,2026-05-06T09:45:00.000000000,41.12,43.35,40.3092,2.75,0,0,False,0.68,152778,0,28
LEU,BOUNCED_CLEAN,0,1,99.5,4,-0.7,False,1.4,4h,12,132,False,1m,217,True,393427,7970,397412.0,56,21,1d.2110t | 1d.1675t | 1d.1673t,2026-04-23T08:30:00.000000000,228.0,2026-05-06T05:30:00.000000000,209.49,240.68,203.3958,5.12,0,0,False,1.0,829804,0,77
BMBL,BOUNCED_WAITING,0,1,112.3,2,-2.6,False,1.1,1d,20,66,False,1d,68,True,4965,582,5256.0,35,17,1d.67t | 1d.66t | 1d.29t,2026-04-16T15:30:00.000000000,4.3,2026-05-06T10:45:00.000000000,3.5,4.495,2.984,1.93,30,0,False,1.16,2967904,0,52
LOAR,BOUNCED_WAITING,0,1,120.7,0,-3.0,False,1.2,1d,20,29,False,1m,128,True,35513,118,35572.0,40,4,1d.345t | 1d.233t | 1d.182t~,2026-04-14T09:30:00.000000000,67.135,2026-05-06T09:30:00.000000000,60.78,70.71,57.6046,3.13,6,0,False,1.23,695769,0,44
AMRC,BOUNCED_CLEAN,0,1,47.0,4,-1.4,False,2.3,4h,12,38,False,1m,57,False,25563,1740,26433.0,71,1,1d.302t | 1d.131t | 1d.124t,2026-05-04T10:30:00.000000000,32.23,2026-05-05T07:30:00.000000000,29.91,33.34,28.3731,2.23,0,0,False,0.46,340656,0,72
AMRC,BOUNCED_CLEAN,0,1,47.0,4,-1.4,False,2.3,4h,12,110,False,1m,57,False,25563,1740,26433.0,71,1,1d.302t | 1d.131t | 1d.124t,2026-05-01T15:00:00.000000000,31.38,2026-05-05T07:30:00.000000000,29.91,32.9,28.3731,1.95,0,0,False,0.46,340656,0,72
ECG,BOUNCED_CLEAN,0,2,107.3,5,-0.2,False,1.2,15m,5,399,False,1m,1177,False,16388,92,16434.0,30,2,1h.100t | 15m.399t | 15m.382t,2026-05-06T09:15:00.000000000,169.0,2026-05-06T09:30:00.000000000,156.5699,171.01,150.9275,2.56,0,0,False,1.09,533302,0,32
PVLA,BOUNCED_WAITING,0,4,258.5,5,-5.4,False,0.2,15m,5,535,True,1h,492,True,19795,14551,27070.5,34,14,1d.309t | 1d.172t | 1d.131t~,2026-05-05T10:45:00.000000000,126.31,2026-05-07T10:15:00.000000000,112.45,126.65,110.4387,7.06,6,0,False,2.66,155467,0,48
AREB,BOUNCED_WAITING,0,1,19.5,4,-1.8,False,2.2,1d,20,39,True,1m,0,True,74685744,810,74686149.0,235,27,1d.400000t | 1d.370800t | 1d.340000t,2026-04-28T09:30:00.000000000,0.6623,2026-05-05T10:00:00.000000000,0.24,0.71,0.2168,20.23,36,0,False,0.18,16419655,0,262
NVO,BOUNCED_CLEAN,0,0,66.2,3,-0.1,False,1.4,4h,12,38,False,3m,291,False,85192,3440,86912.0,54,2,1d.1310t | 1d.269t | 1d.214t,2026-05-06T04:00:00.000000000,48.14,2026-05-06T04:15:00.000000000,46.1599,49.2,45.097,2.86,0,0,False,0.66,17577993,0,56
SYM,BOUNCED_WAITING,0,2,139.0,4,-1.4,False,0.9,4h,12,74,False,1m,83,False,21793,11665,27625.5,26,16,1d.237t~ | 1d.225t | 1d.189t,2026-04-21T10:00:00.000000000,66.74,2026-05-06T17:00:00.000000000,58.53,69.98,56.0477,4.61,14,0,False,1.45,1365450,0,42
TDUP,BOUNCED_WAITING,0,0,52.1,2,-2.2,False,1.1,1d,20,20,False,1m,1,True,5777,16,5785.0,62,3,1d.55t | 1d.20t | 1d.17t,2026-05-06T06:45:00.000000000,5.18,2026-05-06T12:00:00.000000000,4.88,5.38,4.7804,5.02,15,0,False,0.52,2172377,0,65
PVLA,BOUNCED_CLEAN,0,4,258.5,5,-5.4,False,0.0,15m,5,49,False,1m,43,False,19795,14551,27070.5,34,14,1d.309t | 1d.172t | 1d.131t~,2026-05-07T12:30:00.000000000,112.24,2026-05-07T13:30:00.000000000,112.45,118.87,111.257,5.38,0,0,False,2.66,155467,0,48
UTI,BOUNCED_WAITING,0,3,195.4,4,0.7,False,0.2,15m,5,21,False,1d,32,False,6770,169,6854.5,37,1,1d.83t | 1d.45t~ | 1d.22t,2026-05-06T10:45:00.000000000,37.67,2026-05-07T09:45:00.000000000,34.235,38.27,31.8961,1.73,18,0,False,2.07,386660,0,38
BIOA,BOUNCED_CLEAN,0,1,29.4,4,-0.2,False,1.2,15m,5,99,False,15m,25,False,7599,36,7617.0,56,1,1d.29t | 1d.23t | 1d.20t,2026-04-21T08:30:00.000000000,19.3,2026-05-06T09:30:00.000000000,17.41,19.5,16.4941,2.28,0,0,False,0.29,326068,0,57
BRBR,BOUNCED_WAITING,0,0,60.3,3,-1.1,False,2.1,1d,20,24,False,5m,2,False,27433,10498,32682.0,38,3,1d.818t | 1d.522t~ | 1d.61t,2026-04-27T09:30:00.000000000,16.7,2026-05-05T11:00:00.000000000,11.21,18.15,9.5209,4.11,14,0,False,0.6,4129543,0,41
BRBR,BOUNCED_WAITING,0,0,60.3,3,-1.1,False,2.1,1d,20,33,False,5m,2,False,27433,10498,32682.0,38,3,1d.818t | 1d.522t~ | 1d.61t,2026-04-28T09:30:00.000000000,16.94,2026-05-05T11:00:00.000000000,11.21,18.18,9.5209,4.13,14,0,False,0.6,4129543,0,41
PYPL,BOUNCED_WAITING,0,0,64.8,2,-1.0,False,2.2,1d,20,50,False,1h,51,True,31164,0,31164.0,37,0,1d.465t | 1d.350t | 1d.114t,2026-05-05T07:00:00.000000000,51.6,2026-05-05T09:30:00.000000000,46.63,55.01,44.0118,3.2,4,0,False,0.64,12011897,0,37
BDRX,BOUNCED_WAITING,0,0,6.2,1,-3.2,False,2.2,1d,20,20,False,1m,32,False,111357,24,111369.0,105,1,1d.900t | 1d.450t | 1d.350t,2026-05-05T06:30:00.000000000,5.01,2026-05-05T08:30:00.000000000,4.53,5.8,3.4331,1.16,1,0,False,0.06,984718,0,106
CCJ,BOUNCED_CLEAN,0,1,71.8,4,-0.7,False,2.0,15m,5,43,False,3m,103,False,4710,11354,10387.0,10,7,1d.517t~ | 1d.203t | 1d.120t~,2026-04-24T09:15:00.000000000,125.6,2026-05-05T13:00:00.000000000,119.15,126.5683,113.2079,1.25,0,0,False,0.72,2907588,0,17
ATLN,BOUNCED_WAITING,0,3,23.9,5,6.4,False,1.2,15m,5,23,False,1m,1,False,4175,1705,5027.5,74,54,1d.18t | 1d.17t | 1d.15t,2026-04-14T09:30:00.000000000,2.875,2026-05-06T09:30:00.000000000,1.5,2.97,1.2275,5.4,71,0,False,0.24,894234,0,128
ADPT,BOUNCED_WAITING,0,1,66.0,5,0.5,False,1.2,4h,12,37,False,15m,4,False,7073,1690,7918.0,31,6,1d.40t | 1d.34t | 1d.33t,2026-05-05T16:45:00.000000000,16.91,2026-05-06T09:45:00.000000000,14.59,17.15,13.1836,1.82,17,0,False,0.65,1465018,0,37
LOAR,BOUNCED_WAITING,0,1,120.7,0,-3.0,False,1.2,4h,12,80,False,1m,128,True,35513,118,35572.0,40,4,1d.345t | 1d.233t | 1d.182t~,2026-04-20T09:45:00.000000000,67.96,2026-05-06T09:30:00.000000000,60.78,71.66,57.6046,3.43,6,0,False,1.23,695769,0,44
VSECU,BOUNCED_CLEAN,0,0,86.9,3,-3.4,False,1.1,15m,5,635,True,1m,243,False,8344,4593,10640.5,25,9,1d.112t | 1d.35t | 1d.33t,2026-04-27T12:15:00.000000000,48.89,2026-05-06T09:30:00.000000000,52.885,49.0,46.3421,,0,0,False,0.89,48170,0,34
FN,BOUNCED_WAITING,0,3,120.9,4,1.1,False,2.2,15m,5,298,True,1d,1469,True,8167,158902,87618.0,18,26,1d.5748t~ | 1d.911t | 1d.310t~,2026-04-27T09:00:00.000000000,721.01,2026-05-05T09:00:00.000000000,634.5,727.0,617.0235,5.29,4,0,False,1.21,685303,0,44
CCJ,BOUNCED_WAITING,0,1,71.8,4,-0.7,False,2.0,4h,12,244,False,3m,103,False,4710,11354,10387.0,10,7,1d.517t~ | 1d.203t | 1d.120t~,2026-04-21T07:30:00.000000000,124.8991,2026-05-05T13:00:00.000000000,119.15,130.98,113.2079,1.99,7,0,False,0.72,2907588,0,17
BHVN,BOUNCED_WAITING,0,1,37.4,5,0.7,False,2.2,4h,12,35,False,1m,83,False,14293,25,14305.5,62,1,1d.152t | 1d.45t | 1d.44t,2026-04-14T09:45:00.000000000,10.64,2026-05-05T10:15:00.000000000,9.815,11.15,9.0918,1.85,12,0,False,0.37,1490360,0,63
SYM,BOUNCED_WAITING,0,2,139.0,4,-1.4,False,0.9,15m,5,27,True,1m,83,False,21793,11665,27625.5,26,16,1d.237t~ | 1d.225t | 1d.189t,2026-04-22T08:30:00.000000000,64.4,2026-05-06T17:00:00.000000000,58.53,64.48,56.0477,2.4,8,0,False,1.45,1365450,0,42
SYM,BOUNCED_WAITING,0,2,139.0,4,-1.4,False,0.9,15m,5,46,True,1m,83,False,21793,11665,27625.5,26,16,1d.237t~ | 1d.225t | 1d.189t,2026-04-24T09:45:00.000000000,61.935,2026-05-06T17:00:00.000000000,58.53,63.17,56.0477,1.87,3,0,False,1.45,1365450,0,42
BIOA,BOUNCED_WAITING,0,1,29.4,4,-0.2,False,1.2,1h,8,33,False,15m,25,False,7599,36,7617.0,56,1,1d.29t | 1d.23t | 1d.20t,2026-04-20T19:15:00.000000000,20.14,2026-05-06T09:30:00.000000000,17.41,20.97,16.4941,3.89,6,0,False,0.29,326068,0,57
LOAR,BOUNCED_WAITING,0,1,120.7,0,-3.0,False,1.2,1h,8,61,False,1m,128,True,35513,118,35572.0,40,4,1d.345t | 1d.233t | 1d.182t~,2026-04-13T16:45:00.000000000,66.9,2026-05-06T09:30:00.000000000,60.78,69.38,57.6046,2.71,2,0,False,1.23,695769,0,44
BIYA,BOUNCED_WAITING,0,0,3.4,3,-3.7,False,2.4,4h,12,25,True,3m,2,True,135560,722,135921.0,176,35,1d.3550t | 1d.700t | 1d.650t,2026-04-30T07:30:00.000000000,2.3,2026-05-05T04:00:00.000000000,1.1701,2.43,1.1577,101.44,30,0,False,0.03,16135251,0,211
BMBL,BOUNCED_WAITING,0,1,112.3,2,-2.6,False,1.1,15m,5,26,True,1d,68,True,4965,582,5256.0,35,17,1d.67t | 1d.66t | 1d.29t,2026-04-24T10:15:00.000000000,4.185,2026-05-06T10:45:00.000000000,3.5,4.23,2.984,1.41,6,0,False,1.16,2967904,0,52
LOAR,BOUNCED_WAITING,0,1,120.7,0,-3.0,False,1.2,15m,5,152,False,1m,128,True,35513,118,35572.0,40,4,1d.345t | 1d.233t | 1d.182t~,2026-04-21T09:45:00.000000000,65.59,2026-05-06T09:30:00.000000000,60.78,68.41,57.6046,2.4,2,0,False,1.23,695769,0,44
LENZ,BOUNCED_WAITING,0,1,44.0,5,-0.4,False,3.2,1h,8,40,False,3m,11,True,21174,690,21519.0,89,6,1d.58t | 1d.42t | 1d.36t,2026-04-08T09:30:00.000000000,10.04,2026-05-04T09:30:00.000000000,9.665,10.7,8.8622,1.29,16,0,False,0.44,688225,0,95
BHVN,BOUNCED_WAITING,0,1,37.4,5,0.7,False,2.2,15m,5,25,False,1m,83,False,14293,25,14305.5,62,1,1d.152t | 1d.45t | 1d.44t,2026-04-21T09:45:00.000000000,10.41,2026-05-05T10:15:00.000000000,9.815,10.8,9.0918,1.36,5,0,False,0.37,1490360,0,63
AREB,BOUNCED_WAITING,0,1,19.5,4,-1.8,False,2.2,15m,5,50,False,1m,0,True,74685744,810,74686149.0,235,27,1d.400000t | 1d.370800t | 1d.340000t,2026-04-27T14:45:00.000000000,0.8928,2026-05-05T10:00:00.000000000,0.24,0.99,0.2168,32.28,55,0,False,0.18,16419655,0,262
PN,BOUNCED_WAITING,0,0,13.7,3,0.0,False,1.9,1h,8,34,False,1m,53,False,66670,849,67094.5,134,17,1d.560t | 1d.240t | 1d.200t,2026-05-05T12:15:00.000000000,11.0494,2026-05-05T15:30:00.000000000,7.4,11.6,5.469,2.18,6,0,False,0.14,4385757,0,151
BRBR,BOUNCED_WAITING,0,0,60.3,3,-1.1,False,2.1,15m,5,48,False,5m,2,False,27433,10498,32682.0,38,3,1d.818t | 1d.522t~ | 1d.61t,2026-05-04T17:30:00.000000000,17.36,2026-05-05T11:00:00.000000000,11.21,17.82,9.5209,3.91,10,0,False,0.6,4129543,0,41
BRBR,BOUNCED_WAITING,0,0,60.3,3,-1.1,False,2.1,15m,5,45,False,5m,2,False,27433,10498,32682.0,38,3,1d.818t | 1d.522t~ | 1d.61t,2026-05-05T07:30:00.000000000,12.0,2026-05-05T11:00:00.000000000,11.21,13.05,9.5209,1.09,5,0,False,0.6,4129543,0,41
KOD,BOUNCED_WAITING,0,0,29.2,3,-1.2,False,2.2,15m,5,386,True,15m,50,True,727,13027,7240.5,15,8,4h.386t~ | 4h.135t | 4h.92t~,2026-04-21T08:30:00.000000000,46.7,2026-05-05T09:30:00.000000000,43.465,47.13,42.1755,2.84,4,0,False,0.28,560412,0,23
KOD,BOUNCED_WAITING,0,0,29.2,3,-1.2,False,2.2,15m,5,65,True,15m,50,True,727,13027,7240.5,15,8,4h.386t~ | 4h.135t | 4h.92t~,2026-04-22T09:45:00.000000000,46.2301,2026-05-05T09:30:00.000000000,43.465,46.85,42.1755,2.63,4,0,False,0.28,560412,0,23
INO,BOUNCED_CLEAN,0,3,351.2,2,-2.2,False,0.3,1h,8,24,False,1m,17,True,4020,740,4390.0,132,3,1d.44t | 1d.36t~ | 1d.27t,2026-05-07T05:45:00.000000000,1.44,2026-05-07T07:30:00.000000000,1.305,1.51,1.2469,3.53,0,0,True,3.96,2195871,0,135
