ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
SNDX,Long,PULLBACK,T1-STRONG_LONG,100,22.38,21.4176,24.3048,,2.0,0.9624,24.84,9.9,WAITING,2,2,"1d,4h",22.38,22.08,HIGHWAY,EXCITED,1.03,77024262.0,0.6,1.1,0.0,0.0,21.9,42.0,8.0,79.61,HIGH,0.02,24.67,24.56,24.78,0.9,PREMIUM,DISCOUNT,882,13,505,99.9,A,,,,False,1.1757071428571428,0.82,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.973,0.676,0.378,0.52,0.9519,CHOP,22.08,22.38,22.6038,150,103,84,3.36,2.0,1.43,3312.0,2305.14,1898.72,10:30,21.4176,24.3048,PULLBACK_LIMIT,,,,MID,LIMIT
PBF,Long,PULLBACK,T1-STRONG_LONG,100,53.31,47.0062,65.9176,,2.0,6.3038,53.31,4.9,APPROACH,4,4,"1d,1h,30m,4h",50.7,48.46,HIGHWAY,EXCITED,1.69,746559898.0,0.9,1.1,0.0,0.0,13.7,31.0,8.0,98.93,HIGH,0.03,52.6,52.9,52.3,-1.1,PREMIUM,DISCOUNT,2255,11,1105,99.9,A,,,,False,2.5799214285714283,2.44,N/A,,ENERGY,,HOT,,0.96,,3.49,0.96,0.432,0.73,0.676,0.716,0.96,0.9434,CHOP,48.46,53.31,53.8431,68,15,14,12.01,2.0,1.77,3295.28,799.65,753.8,10:30,47.0062,65.9176,PULLBACK_LIMIT,,,,MID,LIMIT
EVC,Long,BOUNCE,T2-LONG,88,12.08,11.5818,13.0764,,2.0,0.4982,12.08,0.9,CLOSE,3,3,"1h,4h,5m",11.97,11.94,OPEN_ROAD,EXCITED,1.27,3341381.0,0.6,0.8,0.0,0.0,24.3,46.0,8.0,69.74,HIGH,0.02,11.73,11.71,11.75,0.3,FLAT,FLAT,729,15,193,2.0,C,,,,True,0.9235714285714286,0.54,N/A,,COMMS,,STRONG,,0.8,,1.86,0.8,0.432,0.162,0.176,0.378,0.8,0.9427,CHOP,11.94,12.08,12.2008,279,200,161,3.17,2.0,1.41,3331.26,2416.0,1964.33,10:30,11.5818,13.0764,PULLBACK_LIMIT,,,,MID,LIMIT
BOBS,Long,BOUNCE,T1-STRONG_LONG,78,15.33,14.162,17.666,,2.0,1.168,15.33,1.0,CLOSE,12,7,"10m,15m,1h,1m,30m,4h,5m",15.17,14.6,OPEN_ROAD,WAITING,0.41,5000022.0,0.4,0.7,0.0,0.0,16.5,52.0,8.0,28.29,MED,0.02,14.645,14.6,14.69,0.6,PREMIUM,PREMIUM,611,8,532,2.5,C,,,,True,1.07035,1.09,N/A,,CONS_DISC,,NEUTRAL,,0.6,,0.1,0.6,0.432,0.203,0.081,0.378,0.6,0.9232,CHOP,14.6,15.33,15.4833,228,85,75,7.0,2.0,1.65,3328.8,1303.05,1161.25,10:30,14.162,17.666,PULLBACK_LIMIT,,,,MID,LIMIT
OKTA,Long,BOUNCE,T1-STRONG_LONG,100,148.84,137.1774,172.1652,,2.0,11.6626,148.84,2.2,CLOSE,2,2,"10m,1d",145.615,141.42,HIGHWAY,EXCITED,0.89,879051346.0,0.7,0.9,0.0,0.0,10.9,54.0,8.0,165.58,HIGH,0.02,144.74,146.77,142.71,-2.8,PREMIUM,DISCOUNT,9366,14,3421,99.9,A,,,,False,7.101964285714284,1.64,N/A,,TECH,,STRONG,,0.88,,2.87,0.88,0.432,0.459,0.676,0.378,0.88,0.9059,CHOP,141.42,148.84,150.3284,23,8,7,7.25,2.0,1.66,3252.66,1190.72,1052.3,10:30,137.1774,172.1652,PULLBACK_LIMIT,,,,MID,LIMIT
SRPT,Long,PULLBACK,T2-LONG,89,20.52,19.1963,23.1674,,2.0,1.3237,20.52,3.3,APPROACH,1,1,4h,19.845,19.79,OPEN_ROAD,EXCITED,0.66,3659784.0,0.8,0.7,0.0,0.0,15.8,30.0,8.0,94.61,HIGH,0.03,20.3,20.21,20.39,0.9,PREMIUM,DISCOUNT,1089,8,99,5.0,B,,,,False,0.9783928571428574,1.35,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.554,0.216,0.716,0.52,0.8965,CHOP,19.79,20.52,20.7252,168,75,65,5.69,2.0,1.6,3324.72,1539.0,1347.14,10:30,19.1963,23.1674,PULLBACK_LIMIT,,,,MID,LIMIT
CORT,Long,PULLBACK,T1-STRONG_LONG,100,93.25,85.8256,108.0988,,2.0,7.4244,93.25,3.3,APPROACH,1,1,1d,90.21,88.48,HIGHWAY,EXCITED,1.04,181064751.0,1.1,1.1,0.0,0.0,9.5,42.0,8.0,89.94,HIGH,0.01,92.575,92.94,92.21,-0.8,PREMIUM,DISCOUNT,4217,11,2457,99.9,A,,,,False,3.783157142857142,1.96,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.554,0.676,0.068,0.52,0.8884,CHOP,88.48,93.25,94.1825,37,13,11,7.39,2.0,1.67,3273.76,1212.25,1036.01,10:30,85.8256,108.0988,PULLBACK_LIMIT,,,,MID,LIMIT
CRSR,Long,PULLBACK,T1-STRONG_LONG,82,9.55,8.5942,11.4616,,2.0,0.9558,9.55,4.2,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",9.15,8.86,OPEN_ROAD,EXCITED,1.14,48068114.0,0.6,0.7,0.0,0.0,16.1,32.0,8.0,46.58,MED,0.03,8.96,8.86,9.06,2.3,PREMIUM,PREMIUM,467,8,182,6.6,B,,,,True,0.6270071428571431,1.52,N/A,,INDUSTRIAL,,WEAK,,0.24,,-1.08,0.24,0.432,0.649,0.108,0.716,0.24,0.8734,CHOP,8.86,9.55,9.6455,376,104,95,9.79,2.0,1.73,3331.36,993.2,916.32,10:30,8.5942,11.4616,PULLBACK_LIMIT,,,,MID,LIMIT
SYM,Long,BOUNCE,T2-LONG,90,43.15,40.4393,48.5714,,2.0,2.7107,43.15,1.6,CLOSE,3,3,"1d,1h,4h",42.45,41.69,OPEN_ROAD,EXCITED,0.86,162431462.0,0.8,0.8,0.0,0.0,14.5,28.0,8.0,111.46,HIGH,0.01,42.07,41.69,42.45,1.8,PREMIUM,MID,136,2,89,2.1,C,,,,False,2.334900000000001,1.16,N/A,,INDUSTRIAL,,WEAK,,0.24,,-1.08,0.24,0.432,0.338,0.257,0.068,0.24,0.8652,CHOP,41.69,43.15,43.5815,79,36,31,5.5,2.0,1.59,3293.51,1553.4,1351.03,10:30,40.4393,48.5714,PULLBACK_LIMIT,,,,MID,LIMIT
TENB,Long,BOUNCE,T1-STRONG_LONG,100,41.37,38.3945,47.3209,,2.0,2.9755,41.37,2.2,CLOSE,3,3,"15m,1h,4h",40.45,39.582,HIGHWAY,EXCITED,0.87,83695717.0,1.0,1.3,0.0,0.0,15.2,48.0,8.0,108.78,HIGH,0.03,38.95,39.53,38.37,-2.9,PREMIUM,PREMIUM,2174,12,1318,99.9,A,,,,False,2.3899,1.25,N/A,,TECH,,STRONG,,0.88,,2.87,0.88,0.432,0.459,0.676,0.716,0.88,0.8383,CHOP,39.582,41.37,41.7837,84,33,29,6.52,2.0,1.63,3324.89,1365.21,1211.73,10:30,38.3945,47.3209,PULLBACK_LIMIT,,,,MID,LIMIT
TGTX,Long,BOUNCE,T1-STRONG_LONG,100,59.06,55.5131,66.1538,,2.0,3.5469,59.06,1.7,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",58.08,57.23,HIGHWAY,EXCITED,1.09,45120618.0,0.5,0.6,0.0,0.0,15.9,38.0,8.0,135.1,HIGH,0.01,57.39,57.23,57.55,0.6,PREMIUM,PREMIUM,3278,13,1773,99.9,A,,,,False,2.613914285714286,1.36,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.378,0.676,0.068,0.52,0.8357,CHOP,57.23,59.06,59.6506,58,28,24,5.2,2.0,1.57,3319.34,1653.68,1431.61,10:30,55.5131,66.1538,PULLBACK_LIMIT,,,,MID,LIMIT
NEO,Long,BOUNCE,T2-LONG,73,14.73,13.8128,16.5644,,2.0,0.9172,14.73,0.1,CLOSE,3,3,"1h,4h,5m",14.71,14.24,OPEN_ROAD,WAITING,0.46,15649206.0,0.4,0.6,0.0,0.0,12.7,40.0,8.0,118.27,HIGH,0.01,14.245,14.24,14.25,0.1,FLAT,FLAT,644,14,352,2.3,C,,,,True,0.7514214285714287,1.22,N/A,,INDUSTRIAL,,WEAK,,0.24,,-1.08,0.24,0.432,0.0,0.054,0.068,0.24,0.8247,CHOP,14.24,14.73,14.8773,234,109,93,5.44,2.0,1.58,3332.16,1605.57,1383.59,10:30,13.8128,16.5644,PULLBACK_LIMIT,,,,MID,LIMIT
HL,Long,BOUNCE,T1-STRONG_LONG,69,15.79,14.6373,18.0954,,2.0,1.1527,15.79,1.3,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",15.585,15.09,OPEN_ROAD,EXCITED,0.86,1515192707.0,0.7,0.8,0.0,0.0,13.6,41.0,8.0,661.99,MEGA,0.03,15.305,15.09,15.52,2.8,PREMIUM,MID,580,11,357,2.3,C,,,,True,0.8546428571428567,1.35,N/A,,MATERIALS,METALS,WEAK,NEUTRAL,0.2,0.32,-2.15,0.32,0.432,0.297,0.014,0.716,0.32,0.8203,CHOP,15.09,15.79,15.9479,220,86,76,6.64,2.0,1.64,3319.8,1357.94,1212.04,10:30,14.6373,18.0954,PULLBACK_LIMIT,,,,MID,LIMIT
TYRA,Long,BOUNCE,T1-STRONG_LONG,100,33.01,30.6423,37.7454,,2.0,2.3677,33.01,2.4,CLOSE,4,4,"15m,1m,30m,5m",32.22,31.59,OPEN_ROAD,EXCITED,0.8,425292.0,0.6,0.6,0.0,0.0,12.9,36.0,8.0,30.88,MED,0.02,32.4,32.57,32.23,-1.0,PREMIUM,DISCOUNT,645,9,547,6.3,B,,,,False,1.8357142857142854,1.29,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.514,0.676,0.378,0.52,0.8141,CHOP,31.59,33.01,33.3401,105,42,37,6.5,2.0,1.63,3316.95,1386.42,1233.58,10:30,30.6423,37.7454,PULLBACK_LIMIT,,,,MID,LIMIT
PTRN,Long,PULLBACK,T1-STRONG_LONG,100,27.9289,26.7817,30.2233,,2.0,1.1472,29.4,5.0,APPROACH,4,4,"10m,1h,4h,5m",27.9289,27.61,HIGHWAY,EXCITED,0.94,24206658.0,0.8,0.7,0.0,0.0,13.5,40.0,8.0,45.59,MED,0.05,27.61,27.61,27.61,0.0,FLAT,FLAT,1005,17,486,99.9,A,,,,False,1.456835714285715,0.79,N/A,,CONS_DISC,,NEUTRAL,,0.6,,0.1,0.6,0.432,0.757,0.676,0.932,0.6,0.8003,CHOP,27.61,27.9289,28.2082,120,87,70,3.16,2.0,1.41,3313.2,2429.81,1974.57,10:30,26.7817,30.2233,PULLBACK_LIMIT,,,,MID,LIMIT
FROG,Long,BOUNCE,T1-STRONG_LONG,100,95.5,89.9481,106.6038,,2.0,5.5519,95.5,0.4,CLOSE,3,3,"1h,4h,5m",95.1,92.73,HIGHWAY,EXCITED,0.61,93314160.0,0.5,0.6,0.0,0.0,9.3,33.0,8.0,107.38,HIGH,0.02,92.34,92.73,91.95,-0.8,PREMIUM,PREMIUM,3080,13,2186,99.9,A,,,,False,5.240828571428571,1.06,N/A,,TECH,,STRONG,,0.88,,2.87,0.88,0.432,0.095,0.676,0.378,0.88,0.7964,CHOP,92.73,95.5,96.455,35,18,15,4.99,2.0,1.56,3245.55,1719.0,1446.83,10:30,89.9481,106.6038,PULLBACK_LIMIT,,,,MID,LIMIT
RLAY,Long,PULLBACK,T1-STRONG_LONG,100,20.75,19.0411,24.1678,,2.0,1.7089,20.75,4.3,APPROACH,3,3,"10m,1h,4h",19.85,19.63,HIGHWAY,EXCITED,0.9,22423702.0,1.0,1.0,0.0,0.0,17.6,50.0,8.0,136.08,HIGH,0.03,19.665,19.63,19.7,0.4,FLAT,FLAT,930,16,548,99.9,A,,,,False,1.290121428571428,1.32,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.676,0.676,0.716,0.52,0.7952,CHOP,19.63,20.75,20.9575,169,58,52,7.71,2.0,1.68,3317.47,1203.5,1089.79,10:30,19.0411,24.1678,PULLBACK_LIMIT,,,,MID,LIMIT
PHVS,Long,PULLBACK,T1-STRONG_LONG,100,33.85,32.2719,37.0062,35.7925,2.0,1.5781,35.96,5.9,APPROACH,2,2,"1h,4h",33.85,33.27,OPEN_ROAD,EXCITED,2.42,24973186.0,3.5,2.4,0.0,1.0,10.9,24.0,8.0,40.24,MED,0.05,35.7925,35.925,35.66,-0.7,PREMIUM,DISCOUNT,362,5,248,99.9,A,,,,False,1.6328642857142863,0.97,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.811,0.676,0.932,0.52,0.7925,CHOP,33.27,33.85,34.1885,100,63,52,3.74,2.0,1.47,3327.0,2132.55,1777.8,10:30,32.2719,37.0062,PULLBACK_LIMIT,,,,MID,LIMIT
SYRE,Long,BOUNCE,T1-STRONG_LONG,100,98.75,92.538,111.174,,2.0,6.212,98.75,1.6,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",97.15,95.4,HIGHWAY,EXCITED,0.86,122737557.0,0.7,0.7,0.0,0.0,16.2,45.0,8.0,80.98,HIGH,0.02,95.88,95.4,96.36,1.0,PREMIUM,PREMIUM,3837,16,2192,99.9,A,,,,False,6.358199999999999,0.98,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.338,0.676,0.378,0.52,0.7614,CHOP,95.4,98.75,99.7375,34,16,13,5.51,2.0,1.59,3243.6,1580.0,1296.59,10:30,92.538,111.174,PULLBACK_LIMIT,,,,MID,LIMIT
TOI,Long,BOUNCE,T1-STRONG_LONG,100,5.85,5.4708,6.6084,,2.0,0.3792,5.85,1.1,CLOSE,5,4,"10m,1h,4h,5m",5.785,5.64,HIGHWAY,EXCITED,1.65,12543535.0,1.0,1.1,0.0,0.0,17.7,31.0,8.0,87.32,HIGH,0.02,5.645,5.65,5.64,-0.2,FLAT,FLAT,200,9,84,99.9,A,,,,True,0.35999999999999993,1.05,N/A,,HEALTHCARE,,NEUTRAL,,0.4,,-1.77,0.4,0.432,0.257,0.676,0.378,0.4,0.7011,CHOP,5.64,5.85,5.9085,591,263,228,5.72,2.0,1.6,3333.24,1538.55,1347.14,10:30,5.4708,6.6084,PULLBACK_LIMIT,,,,MID,LIMIT
PRM,Long,BOUNCE,T1-STRONG_LONG,100,35.09,32.7763,39.7174,,2.0,2.3137,35.09,0.3,CLOSE,8,7,"10m,15m,1d,1h,30m,4h,5m",34.99,33.79,HIGHWAY,EXCITED,1.92,104394071.0,0.8,0.6,0.0,0.0,10.3,28.0,8.0,148.92,HIGH,0.01,34.72,33.79,35.65,5.5,PREMIUM,DISCOUNT,1318,11,557,99.9,A,,,,False,1.992442857142858,1.16,N/A,,HEALTHCARE,,NEUTRAL,,0.4,,-1.77,0.4,0.432,0.041,0.676,0.068,0.4,0.6984,CHOP,33.79,35.09,35.4409,98,43,37,5.85,2.0,1.6,3311.42,1508.87,1311.31,10:30,32.7763,39.7174,PULLBACK_LIMIT,,,,MID,LIMIT
ACRS,Long,BOUNCE,T1-STRONG_LONG,100,5.71,5.3447,6.4406,,2.0,0.3653,5.71,0.4,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",5.685,5.51,HIGHWAY,EXCITED,2.62,17381529.0,1.0,0.7,0.0,0.0,9.9,34.0,8.0,113.14,HIGH,0.02,5.56,5.51,5.61,1.8,PREMIUM,PREMIUM,317,7,121,99.9,A,,,,True,0.30962142857142855,1.18,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.4,0.52,-1.77,0.52,0.432,0.095,0.676,0.378,0.52,0.6884,CHOP,5.51,5.71,5.7671,604,273,236,5.63,2.0,1.59,3328.04,1558.83,1361.04,10:30,5.3447,6.4406,PULLBACK_LIMIT,,,,MID,LIMIT
PSNL,Long,BOUNCE,T1-STRONG_LONG,100,14.65,13.6867,16.5766,,2.0,0.9633,14.65,2.2,CLOSE,6,6,"10m,15m,1d,30m,4h,5m",14.33,14.11,HIGHWAY,EXCITED,2.42,126198019.0,1.4,1.2,0.0,0.0,18.2,43.0,8.0,64.49,HIGH,0.09,14.36,14.11,14.61,3.5,PREMIUM,DISCOUNT,926,13,515,99.9,A,,,,True,1.1655999999999997,0.83,N/A,,HEALTHCARE,,NEUTRAL,,0.4,,-1.77,0.4,0.432,0.459,0.676,1.0,0.4,0.6376,CHOP,14.11,14.65,14.7965,236,103,90,5.83,2.0,1.6,3329.96,1508.95,1331.68,10:30,13.6867,16.5766,PULLBACK_LIMIT,,,,MID,LIMIT
ABSI,Long,BOUNCE,T1-STRONG_LONG,100,11.47,10.767,12.876,,2.0,0.703,11.47,0.5,CLOSE,6,6,"10m,15m,1d,1h,30m,4h",11.415,11.1,HIGHWAY,EXCITED,1.73,123037175.0,0.6,0.6,0.0,0.0,15.3,36.0,8.0,148.81,HIGH,0.03,11.1375,11.1,11.175,0.7,PREMIUM,PREMIUM,1563,15,420,99.9,A,,,,True,1.1870928571428567,0.59,N/A,,INDUSTRIAL,BIOTECH,WEAK,NEUTRAL,0.24,0.52,-1.08,0.52,0.432,0.135,0.676,0.716,0.52,0.633,CHOP,11.1,11.47,11.5847,300,142,122,5.33,2.0,1.58,3330.0,1628.74,1413.33,10:30,10.767,12.876,PULLBACK_LIMIT,,,,MID,LIMIT
