ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
BMNR,Long,BOUNCE,T1-STRONG_LONG,91,23.31,21.243,27.444,,2.0,2.067,23.31,2.0,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",22.85,21.9,OPEN_ROAD,EXCITED,2878462247.0,1.0,0.8,0.0,11.8,32.0,8.0,529.16,MEGA,0.07,22.28,21.71,22.85,5.3,PREMIUM,MID,2335,4,801,3.3,C,,,,
BULL,Long,PULLBACK,T2-LONG,100,6.66,6.2856,7.58,7.11,2.5,0.3744,7.27,8.4,WAITING,2,2,"1d,4h",6.66,6.48,HIGHWAY,EXCITED,366207248.0,1.2,1.7,1.0,22.1,34.0,8.0,377.73,MEGA,0.04,7.11,7.02,7.2,2.6,PREMIUM,DISCOUNT,400,5,78,4.3,B,,,,
BZAI,Long,BOUNCE,T2-LONG,80,2.14,2.0322,2.3557,2.15,2.0,0.1079,2.14,1.4,CLOSE,2,2,"15m,1m",2.11,2.095,OPEN_ROAD,EXCITED,0.0,0.4,0.7,1.0,60.0,49.0,8.0,80.09,HIGH,0.05,2.15,2.14,2.16,0.9,DISCOUNT,DISCOUNT,300,10,101,2.3,C,,,,
CLIK,Long,PULLBACK,T1-STRONG_LONG,100,3.09,2.34,4.59,3.295,2.0,0.75,3.4,9.1,WAITING,3,3,"1d,1h,30m",3.09,2.59,OPEN_ROAD,EXCITED,796530103.0,0.2,3.5,1.0,60.8,66.0,8.0,0.39,NANO,0.76,3.295,3.49,3.1,-11.2,PREMIUM,DISCOUNT,669,12,57,7.9,B,,,,
CORZ,Long,BOUNCE,T1-STRONG_LONG,100,21.19,20.1663,23.2374,,2.0,1.0237,21.19,0.3,CLOSE,3,3,"10m,15m,5m",21.12,20.79,OPEN_ROAD,EXCITED,121652354.0,1.2,1.3,1.0,17.6,26.0,8.0,233.51,MEGA,0.05,21.05,20.77,21.33,2.7,PREMIUM,DISCOUNT,753,10,152,3.2,C,,,,
EFOI,Long,BREAKOUT,T2-LONG,100,5.0,0.635,13.73,,2.0,4.365,4.51,0.0,INSIDE,2,2,,,,OPEN_ROAD,EXCITED,,,,,,,,,NANO,0.18,4.515,4.53,4.5,-0.7,DISCOUNT,DISCOUNT,200,5,61,5.1,B,False,0.1,True,
HOOD,Long,BOUNCE,T1-STRONG_LONG,100,88.43,84.002,97.286,,2.0,4.428,88.43,0.2,CLOSE,4,4,"10m,15m,4h,5m",88.25,86.6,OPEN_ROAD,EXCITED,1203300224.0,0.9,1.0,0.0,11.3,36.0,8.0,783.38,MEGA,0.03,87.89,86.43,89.35,3.4,PREMIUM,DISCOUNT,5205,8,4405,3.0,C,,,,
IONQ,Long,PULLBACK,T1-STRONG_LONG,100,44.59,41.9525,65.4,46.77,7.9,2.6375,47.36,5.8,APPROACH,2,2,"1d,4h",44.59,43.25,HIGHWAY,EXCITED,11849565025.0,1.2,1.3,1.0,20.3,26.0,8.0,359.97,MEGA,0.07,46.77,46.28,47.26,2.1,PREMIUM,DISCOUNT,2807,5,1990,38.1,A,,,,
LAES,Long,PULLBACK,T2-LONG,61,3.06,2.8518,3.58,,2.5,0.2082,3.06,3.3,APPROACH,1,1,1d,2.96,2.94,HIGHWAY,EXCITED,35796930.0,1.0,1.2,0.0,27.6,29.0,8.0,184.16,HIGH,0.06,2.99,2.96,3.02,2.0,PREMIUM,DISCOUNT,64,6,64,17.0,C,,,,
LOCL,Long,PULLBACK,T1-STRONG_LONG,100,2.57,1.565,4.58,2.6,2.0,1.005,2.76,6.9,APPROACH,4,4,"15m,1d,4h,5m",2.57,1.9,OPEN_ROAD,EXCITED,4059902474.0,0.7,6.6,1.0,129.3,133.0,8.0,0.57,NANO,2.3,2.6,2.91,2.29,-21.3,PREMIUM,DISCOUNT,806,13,128,99.9,A,,,,
MARA,Long,BOUNCE,T1-STRONG_LONG,100,11.84,10.9028,14.25,,2.6,0.9372,11.84,0.6,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",11.77,11.24,HIGHWAY,EXCITED,1926316750.0,1.2,1.0,0.0,18.2,21.0,8.0,371.35,MEGA,0.13,11.53,11.23,11.83,5.3,PREMIUM,MID,536,5,62,20.4,A,,,,
OPEN,Long,PULLBACK,T2-LONG,88,4.95,4.7045,5.975,5.555,4.2,0.2455,5.43,8.8,WAITING,2,2,"1d,4h",4.95,4.85,HIGHWAY,EXCITED,780600160.0,1.3,1.5,1.0,21.2,19.0,8.0,839.64,MEGA,0.05,5.555,5.45,5.66,3.9,DISCOUNT,DISCOUNT,104,7,104,10.0,B,,,,
ORBS,Long,BOUNCE,T2-LONG,81,0.9785,0.8892,1.1571,,2.0,0.0893,0.9785,0.9,CLOSE,5,5,"10m,15m,1h,30m,5m",0.97,0.9392,OPEN_ROAD,EXCITED,16083765.0,0.6,0.6,0.0,43.3,30.0,8.0,257.33,MEGA,0.05,0.9517,0.9335,0.97,3.9,PREMIUM,MID,12,1,7,4.2,D,,,,
PBM,Long,BOUNCE,T1-STRONG_LONG,100,8.97,4.415,18.08,,2.0,4.555,8.97,2.5,CLOSE,2,2,"1m,4h",8.75,5.86,OPEN_ROAD,EXCITED,9658184161.0,0.4,2.1,3.0,521.2,113.0,8.0,0.29,NANO,4.75,8.775,9.49,8.06,-15.1,MID,DISCOUNT,2096,14,351,8.2,A,,,,
QBTS,Long,BOUNCE,T1-STRONG_LONG,100,21.24,19.8123,24.0955,,2.0,1.4277,21.24,1.8,CLOSE,3,3,"10m,15m,5m",20.86,20.425,HIGHWAY,EXCITED,290340631.0,1.1,1.2,1.0,11.6,29.0,8.0,360.0,MEGA,0.08,20.635,20.36,20.91,2.7,PREMIUM,MID,1158,8,957,8.4,A,,,,
RKLB,Long,BREAKOUT,T1-STRONG_LONG,100,90.46,84.0505,103.279,,2.0,6.4095,90.04,0.0,INSIDE,3,3,,,,HIGHWAY,EXCITED,,,,,,,,,MEGA,0.03,88.555,86.64,90.47,4.4,PREMIUM,MID,4232,8,2465,99.9,A,False,0.9,True,
SOFI,Long,BREAKOUT,T1-STRONG_LONG,100,19.16,18.2651,21.1,,2.2,0.8949,19.06,0.0,INSIDE,3,3,,,,HIGHWAY,EXCITED,,,,,,,,,MEGA,0.03,19.06,18.83,19.29,2.4,MID,MID,424,4,272,10.7,A,False,0.9,True,
