ticker,convergence_score,n_scanners,scanners,sides,dominant_side,agreement_pct,best_rank,avg_rank,long_pts,short_pts,total_raw_pts,sector_mult,sector_label
FTNT,7.6,3,Analyst#5;Consumption#189;FAM#201,"LONG,NA",LONG,100.0,5,131.7,1.4,0.0,4.0,1.114,STRONG
EL,7.5,3,Analyst#5;FAM#79;Consumption#156,"LONG,NA",LONG,100.0,5,80.0,1.9,0.0,4.6,0.97,NEUTRAL
OKLO,7.5,3,Analyst#5;FAM#116;Consumption#346,"LONG,NA",LONG,100.0,5,155.7,1.5,0.0,4.2,1.066,NEUTRAL
SAIL,7.5,3,Analyst#5;FAM#126;Consumption#422,"LONG,NA",LONG,100.0,5,184.3,1.4,0.0,4.1,1.09,STRONG
HLNE,7.5,3,Analyst#5;FAM#127;Consumption#216,"LONG,NA",LONG,100.0,5,116.0,1.5,0.0,4.2,1.054,NEUTRAL
AMC,7.5,3,Momentum#11;Consumption#26;FAM#180,LONG,LONG,100.0,11,72.3,5.0,0.0,5.0,0.898,WEAK
QCOM,7.5,3,Analyst#5;FAM#186;Consumption#397,"LONG,NA",LONG,100.0,5,196.0,1.2,0.0,3.9,1.138,HOT
FOXA,7.4,3,Analyst#5;FAM#51;Consumption#186,"LONG,NA",LONG,100.0,5,80.7,2.2,0.0,4.9,0.898,WEAK
CORZ,7.4,3,Analyst#5;Consumption#118;FAM#204,"LONG,NA",LONG,100.0,5,109.0,1.5,0.0,4.2,1.054,NEUTRAL
NXPI,7.4,3,Analyst#5;FAM#224;Consumption#343,"LONG,NA",LONG,100.0,5,190.7,1.2,0.0,3.9,1.138,HOT
IRON,7.4,3,Analyst#5;Consumption#249;FAM#295,"LONG,NA",LONG,100.0,5,183.0,1.1,0.0,3.8,1.15,HOT
WIX,7.3,3,Analyst#5;FAM#44;Consumption#527,"LONG,NA,SHORT",SHORT,86.0,5,192.0,0.3,1.8,4.8,0.91,STRONG
RGTI,7.3,3,Analyst#5;FAM#149;Consumption#412,"LONG,NA",LONG,100.0,5,188.7,1.3,0.0,4.0,1.09,STRONG
ORCL,7.3,3,Analyst#5;FAM#158;Consumption#352,"LONG,NA",LONG,100.0,5,171.7,1.3,0.0,4.0,1.09,STRONG
WDC,7.3,3,Analyst#5;FAM#207;Consumption#524,"LONG,NA",LONG,100.0,5,245.3,1.1,0.0,3.8,1.138,HOT
STX,7.3,3,Analyst#5;FAM#220;Consumption#459,"LONG,NA",LONG,100.0,5,228.0,1.1,0.0,3.8,1.138,HOT
TVTX,7.3,3,Analyst#5;FAM#229;Consumption#494,"LONG,NA",LONG,100.0,5,242.7,1.1,0.0,3.8,1.15,HOT
RVMD,7.3,3,Analyst#5;FAM#243;Consumption#417,"LONG,NA",LONG,100.0,5,221.7,1.1,0.0,3.8,1.15,HOT
RZLT,7.3,3,Analyst#5;FAM#268;Consumption#420,"LONG,NA",LONG,100.0,5,231.0,1.1,0.0,3.8,1.15,HOT
CHTR,7.2,3,Analyst#5;FAM#33;Consumption#105,"LONG,NA,SHORT",SHORT,75.0,5,47.7,0.7,2.1,5.5,1.102,WEAK
DKNG,7.2,3,Analyst#5;FAM#129;Consumption#142,"LONG,NA",LONG,100.0,5,92.0,1.6,0.0,4.3,0.994,NEUTRAL
DUOT,7.2,3,Analyst#5;Consumption#150;FAM#308,"LONG,NA",LONG,100.0,5,154.3,1.3,0.0,3.9,1.09,STRONG
OKTA,7.1,3,Analyst#5;FAM#221;Consumption#347,"LONG,NA",LONG,100.0,5,191.0,1.2,0.0,3.9,1.09,STRONG
DAVE,7.0,3,Analyst#5;Consumption#137;FAM#324,"LONG,NA",LONG,100.0,5,155.3,1.3,0.0,3.9,1.054,NEUTRAL
RKT,6.9,3,Analyst#5;FAM#185;Consumption#413,"LONG,NA",LONG,100.0,5,201.0,1.2,0.0,3.9,1.054,NEUTRAL
TMDX,6.8,3,Analyst#5;FAM#286;Consumption#474,"LONG,NA",LONG,100.0,5,255.0,1.0,0.0,3.7,1.09,STRONG
SEZL,6.8,3,Analyst#5;FAM#310;Consumption#427,"LONG,NA",LONG,100.0,5,247.3,1.0,0.0,3.7,1.09,STRONG
SPCX,6.8,3,Analyst#5;FAM#363;Consumption#450,"LONG,NA",LONG,100.0,5,272.7,1.0,0.0,3.6,1.114,STRONG
MMS,6.7,2,FAM#9;Consumption#303,LONG,LONG,100.0,9,156.0,4.4,0.0,4.4,1.09,STRONG
TLN,6.7,3,Analyst#5;FAM#279;Consumption#473,"LONG,NA",LONG,100.0,5,252.3,1.0,0.0,3.7,1.066,NEUTRAL
MRX,6.7,3,Analyst#5;FAM#305;Consumption#313,"LONG,NA",LONG,100.0,5,207.7,1.1,0.0,3.8,1.054,NEUTRAL
HIMS,6.6,3,Analyst#5;FAM#190;Consumption#211,"LONG,NA",LONG,100.0,5,135.3,1.4,0.0,4.0,0.97,NEUTRAL
KMX,6.5,3,Analyst#5;FAM#227;Consumption#265,"LONG,NA",LONG,100.0,5,165.7,1.2,0.0,3.9,0.994,NEUTRAL
LFS,6.4,3,Momentum#8;Consumption#278;FAM#358,LONG,LONG,100.0,8,214.7,4.2,0.0,4.2,0.898,WEAK
LEU,6.3,3,Analyst#5;FAM#276;Consumption#277,"LONG,NA",LONG,100.0,5,186.0,1.1,0.0,3.8,0.982,NEUTRAL
TDW,6.1,2,FAM#11;Consumption#467,LONG,LONG,100.0,11,239.0,3.9,0.0,3.9,1.114,STRONG
CRM,5.9,3,Analyst#5;FAM#34;Consumption#124,"LONG,NA,SHORT",SHORT,77.0,5,54.3,0.6,2.1,5.4,0.91,STRONG
ROKU,5.9,3,Analyst#5;FAM#191;Consumption#415,"LONG,NA",LONG,100.0,5,203.7,1.2,0.0,3.9,0.898,WEAK
VRSK,5.8,2,FAM#12;Consumption#515,LONG,LONG,100.0,12,263.5,3.8,0.0,3.8,1.09,STRONG
BAH,5.7,2,FAM#20;Consumption#54,LONG,LONG,100.0,20,37.0,3.6,0.0,3.6,1.114,STRONG
NOG,5.6,3,Analyst#5;FAM#86;Consumption#332,"LONG,NA,SHORT",SHORT,77.0,5,141.0,0.4,1.3,4.4,1.066,NEUTRAL
BFLY,5.6,3,Short#3;Momentum#13;Consumption#63,"LONG,SHORT",SHORT,61.0,3,26.3,3.4,5.2,8.6,0.91,STRONG
LDOS,5.5,3,Analyst#5;FAM#37;Consumption#274,"LONG,NA,SHORT",SHORT,82.0,5,105.3,0.4,2.0,5.1,0.91,STRONG
GWRE,5.5,3,Analyst#5;FAM#42;Consumption#208,"LONG,NA,SHORT",SHORT,79.0,5,85.0,0.5,1.9,5.0,0.91,STRONG
BE,5.5,2,Analyst#5;Consumption#60,"LONG,NA",LONG,100.0,5,32.5,0.9,0.0,3.6,1.09,STRONG
BSY,5.4,3,Analyst#5;FAM#63;Consumption#80,"LONG,NA,SHORT",SHORT,66.0,5,49.3,0.8,1.5,5.0,0.91,STRONG
BILL,5.4,2,Analyst#5;Consumption#67,"LONG,NA",LONG,100.0,5,36.0,0.9,0.0,3.5,1.09,STRONG
BLSH,5.4,2,Analyst#5;Consumption#71,"LONG,NA",LONG,100.0,5,38.0,0.8,0.0,3.5,1.09,STRONG
JKHY,5.3,3,Analyst#5;FAM#48;Consumption#255,"LONG,NA,SHORT",SHORT,80.0,5,102.7,0.4,1.7,4.9,0.91,STRONG
ACHC,5.3,2,Consumption#5;FAM#262,LONG,LONG,100.0,5,133.5,3.9,0.0,3.9,0.97,NEUTRAL
BSX,5.3,2,Analyst#5;Consumption#79,"LONG,NA",LONG,100.0,5,42.0,0.8,0.0,3.5,1.09,STRONG
BTBT,5.2,2,Momentum#12;Consumption#81,LONG,LONG,100.0,12,46.5,3.4,0.0,3.4,1.09,STRONG
BDC,5.2,2,Analyst#5;Consumption#59,"LONG,NA",LONG,100.0,5,32.0,0.9,0.0,3.6,1.03,NEUTRAL
BWIN,5.1,2,Analyst#5;Consumption#84,"LONG,NA",LONG,100.0,5,44.5,0.8,0.0,3.4,1.054,NEUTRAL
CLPT,5.1,2,Analyst#5;Consumption#111,"LONG,NA",LONG,100.0,5,58.0,0.7,0.0,3.3,1.09,STRONG
IMNM,5.1,2,Analyst#5;Consumption#236,"LONG,NA",LONG,100.0,5,120.5,0.5,0.0,3.1,1.15,HOT
PTC,5.0,3,Analyst#5;FAM#58;Consumption#389,"LONG,NA,SHORT",SHORT,82.0,5,150.7,0.4,1.6,4.6,0.91,STRONG
VSH,5.0,2,Momentum#10;Consumption#516,LONG,LONG,100.0,10,263.0,3.2,0.0,3.2,1.138,HOT
EFX,5.0,2,Analyst#5;Consumption#155,"LONG,NA",LONG,100.0,5,80.0,0.6,0.0,3.2,1.09,STRONG
ESAB,5.0,2,Analyst#5;Consumption#165,"LONG,NA",LONG,100.0,5,85.0,0.5,0.0,3.2,1.114,STRONG
FLY,5.0,2,Analyst#5;Consumption#183,"LONG,NA",LONG,100.0,5,94.0,0.5,0.0,3.2,1.114,STRONG
ICHR,5.0,2,Analyst#5;Consumption#234,"LONG,NA",LONG,100.0,5,119.5,0.5,0.0,3.1,1.138,HOT
INTU,4.9,3,Analyst#5;FAM#83;Consumption#244,"LONG,NA,SHORT",SHORT,75.0,5,110.7,0.4,1.3,4.4,0.91,STRONG
BROS,4.9,2,Analyst#5;Consumption#76,"LONG,NA",LONG,100.0,5,40.5,0.8,0.0,3.5,0.994,NEUTRAL
EPAM,4.9,2,Analyst#5;Consumption#160,"LONG,NA",LONG,100.0,5,82.5,0.6,0.0,3.2,1.09,STRONG
FLUT,4.9,2,Analyst#5;Consumption#182,"LONG,NA",LONG,100.0,5,93.5,0.5,0.0,3.2,1.09,STRONG
GDDY,4.9,2,Analyst#5;Consumption#196,"LONG,NA",LONG,100.0,5,100.5,0.5,0.0,3.2,1.09,STRONG
HAWK,4.9,2,Analyst#5;Consumption#209,"LONG,NA",LONG,100.0,5,107.0,0.5,0.0,3.2,1.114,STRONG
MRVL,4.9,2,Analyst#5;Consumption#312,"LONG,NA",LONG,100.0,5,158.5,0.4,0.0,3.1,1.138,HOT
RYTM,4.9,2,Analyst#5;Consumption#419,"LONG,NA",LONG,100.0,5,212.0,0.3,0.0,3.0,1.15,HOT
EXLS,4.8,2,FAM#14;Consumption#169,"LONG,SHORT",SHORT,86.0,14,91.5,0.5,3.2,3.7,0.91,STRONG
DHC,4.8,2,Analyst#5;Consumption#140,"LONG,NA",LONG,100.0,5,72.5,0.6,0.0,3.3,1.054,NEUTRAL
GNRC,4.8,2,Analyst#5;Consumption#203,"LONG,NA",LONG,100.0,5,104.0,0.5,0.0,3.2,1.09,STRONG
GTLB,4.8,2,Analyst#5;Consumption#207,"LONG,NA",LONG,100.0,5,106.0,0.5,0.0,3.2,1.09,STRONG
IRTC,4.8,2,Analyst#5;Consumption#250,"LONG,NA",LONG,100.0,5,127.5,0.4,0.0,3.1,1.09,STRONG
SYRE,4.8,2,Analyst#5;Consumption#464,"LONG,NA",LONG,100.0,5,234.5,0.3,0.0,3.0,1.15,HOT
TENX,4.8,2,Analyst#5;Consumption#469,"LONG,NA",LONG,100.0,5,237.0,0.3,0.0,3.0,1.15,HOT
ADBE,4.7,3,Analyst#5;Consumption#11;FAM#97,"LONG,NA,SHORT",LONG,63.0,5,37.7,2.1,1.2,6.0,1.09,STRONG
LULU,4.7,3,Analyst#5;FAM#150;Consumption#288,"LONG,NA,SHORT",SHORT,70.0,5,147.7,0.4,1.0,4.1,0.97,NEUTRAL
CHWY,4.7,2,Analyst#5;Consumption#106,"LONG,NA",LONG,100.0,5,55.5,0.7,0.0,3.4,0.994,NEUTRAL
PEGA,4.7,2,Analyst#5;Consumption#368,"LONG,NA",LONG,100.0,5,186.5,0.4,0.0,3.0,1.09,STRONG
WLK,4.6,2,FAM#15;Consumption#529,LONG,LONG,100.0,15,272.0,3.4,0.0,3.4,0.97,NEUTRAL
FDS,4.6,2,FAM#24;Consumption#173,LONG,LONG,100.0,24,98.5,3.0,0.0,3.0,1.09,STRONG
TYL,4.6,3,Analyst#5;FAM#104;Consumption#496,"LONG,NA,SHORT",SHORT,79.0,5,201.7,0.3,1.2,4.2,0.91,STRONG
ACVA,4.6,2,Consumption#10;FAM#244,LONG,LONG,100.0,10,127.0,3.0,0.0,3.0,1.09,STRONG
CVNA,4.6,2,Analyst#5;Consumption#135,"LONG,NA",LONG,100.0,5,70.0,0.6,0.0,3.3,0.994,NEUTRAL
NNE,4.6,2,Analyst#5;Consumption#331,"LONG,NA",LONG,100.0,5,168.0,0.4,0.0,3.1,1.066,NEUTRAL
PODD,4.6,2,Analyst#5;Consumption#378,"LONG,NA",LONG,100.0,5,191.5,0.4,0.0,3.0,1.09,STRONG
RXT,4.6,2,Analyst#5;Consumption#418,"LONG,NA",LONG,100.0,5,211.5,0.3,0.0,3.0,1.09,STRONG
TRU,4.6,2,Analyst#5;Consumption#485,"LONG,NA",LONG,100.0,5,245.0,0.3,0.0,3.0,1.09,STRONG
WHR,4.6,2,Analyst#5;Consumption#526,"LONG,NA",LONG,100.0,5,265.5,0.3,0.0,3.0,1.09,STRONG
ZS,4.6,2,Analyst#5;Consumption#546,"LONG,NA",LONG,100.0,5,275.5,0.3,0.0,3.0,1.09,STRONG
LEN,4.5,3,Analyst#5;FAM#125;Consumption#276,"LONG,NA,SHORT",SHORT,72.0,5,135.3,0.4,1.1,4.2,0.898,STRONG
VG,4.5,3,Analyst#5;FAM#138;Consumption#513,"LONG,NA,SHORT",SHORT,77.0,5,218.7,0.3,1.0,4.0,0.934,NEUTRAL
NICE,4.5,3,Analyst#5;FAM#141;Consumption#325,"LONG,NA,SHORT",SHORT,72.0,5,157.0,0.4,1.0,4.1,0.91,STRONG
PFSI,4.5,3,Analyst#5;FAM#162;Consumption#370,"LONG,NA,SHORT",SHORT,72.0,5,179.0,0.4,0.9,4.0,0.946,NEUTRAL
MKTX,4.5,3,Analyst#5;FAM#173;Consumption#301,"LONG,NA,SHORT",SHORT,69.0,5,159.7,0.4,0.9,4.0,0.946,NEUTRAL
CAG,4.5,2,Analyst#5;Consumption#88,"LONG,NA",LONG,100.0,5,46.5,0.7,0.0,3.4,0.946,NEUTRAL
CLBT,4.4,2,FAM#30;Consumption#110,LONG,LONG,100.0,30,70.0,2.9,0.0,2.9,1.09,STRONG
ALNY,4.4,2,Consumption#22;FAM#93,LONG,LONG,100.0,22,57.5,2.7,0.0,2.7,1.15,HOT
CPB,4.4,2,Analyst#5;Consumption#119,"LONG,NA",LONG,100.0,5,62.0,0.6,0.0,3.3,0.946,NEUTRAL
NWPX,4.4,2,Analyst#5;Consumption#342,"LONG,NA",LONG,100.0,5,173.5,0.4,0.0,3.1,1.03,NEUTRAL
WYFI,4.4,2,Analyst#5;Consumption#535,"LONG,NA",LONG,100.0,5,270.0,0.3,0.0,3.0,1.054,NEUTRAL
WEX,4.3,3,Analyst#5;FAM#153;Consumption#525,"LONG,NA,SHORT",SHORT,76.0,5,227.7,0.3,1.0,4.0,0.91,STRONG
TTAN,4.3,3,Analyst#5;FAM#170;Consumption#490,"LONG,NA,SHORT",SHORT,74.0,5,221.7,0.3,0.9,3.9,0.91,STRONG
CALX,4.3,2,Analyst#5;Consumption#89,"LONG,NA",LONG,100.0,5,47.0,0.7,0.0,3.4,0.898,WEAK
MTN,4.3,2,Analyst#5;Consumption#316,"LONG,NA",LONG,100.0,5,160.5,0.4,0.0,3.1,0.994,NEUTRAL
SHLS,4.3,2,Analyst#5;Consumption#432,"LONG,NA",LONG,100.0,5,218.5,0.3,0.0,3.0,1.006,NEUTRAL
RDNT,4.2,2,FAM#19;Consumption#408,LONG,LONG,100.0,19,213.5,3.1,0.0,3.1,0.97,NEUTRAL
CHYM,4.2,2,FAM#31;Consumption#107,LONG,LONG,100.0,31,69.0,2.8,0.0,2.8,1.054,NEUTRAL
APP,4.2,2,Consumption#34;FAM#61,LONG,LONG,100.0,34,47.5,2.7,0.0,2.7,1.09,STRONG
HPP,4.2,2,Analyst#5;Consumption#220,"LONG,NA",LONG,100.0,5,112.5,0.5,0.0,3.2,0.958,NEUTRAL
MOS,4.2,2,Analyst#5;Consumption#307,"LONG,NA",LONG,100.0,5,156.0,0.4,0.0,3.1,0.97,NEUTRAL
TSCO,4.2,2,Analyst#5;Consumption#487,"LONG,NA",LONG,100.0,5,246.0,0.3,0.0,3.0,0.994,NEUTRAL
ULTA,4.2,2,Analyst#5;Consumption#502,"LONG,NA",LONG,100.0,5,253.5,0.3,0.0,3.0,0.994,NEUTRAL
AG,4.1,2,Consumption#15;FAM#135,LONG,LONG,100.0,15,75.0,2.8,0.0,2.8,1.03,NEUTRAL
UEC,4.1,2,Analyst#5;Consumption#499,"LONG,NA",LONG,100.0,5,252.0,0.3,0.0,3.0,0.982,NEUTRAL
CTRI,3.9,2,FAM#35;Consumption#131,LONG,LONG,100.0,35,83.0,2.6,0.0,2.6,1.066,NEUTRAL
AVPT,3.9,2,Consumption#51;FAM#60,LONG,LONG,100.0,51,55.5,2.5,0.0,2.5,1.09,STRONG
ALAB,3.9,2,Consumption#20;FAM#198,LONG,LONG,100.0,20,109.0,2.4,0.0,2.4,1.138,HOT
EQX,3.9,2,Analyst#5;Consumption#163,"LONG,NA",LONG,100.0,5,84.0,0.5,0.0,3.2,0.862,COLD
NOK,3.9,2,Analyst#5;Consumption#333,"LONG,NA",LONG,100.0,5,169.0,0.4,0.0,3.1,0.898,WEAK
KBR,3.8,2,FAM#36;Consumption#258,LONG,LONG,100.0,36,147.0,2.4,0.0,2.4,1.114,STRONG
EXPO,3.8,2,FAM#39;Consumption#170,LONG,LONG,100.0,39,104.5,2.5,0.0,2.5,1.114,STRONG
CSGP,3.8,2,FAM#40;Consumption#129,LONG,LONG,100.0,40,84.5,2.5,0.0,2.5,1.09,STRONG
ALGM,3.7,2,Consumption#21;FAM#242,LONG,LONG,100.0,21,131.5,2.3,0.0,2.3,1.138,HOT
PINS,3.7,2,Analyst#5;Consumption#372,"LONG,NA",LONG,100.0,5,188.5,0.4,0.0,3.0,0.874,COLD
ZG,3.7,2,Analyst#5;Consumption#545,"LONG,NA",LONG,100.0,5,275.0,0.3,0.0,3.0,0.874,COLD
CVI,3.5,2,FAM#32;Consumption#134,LONG,LONG,100.0,32,83.0,2.7,0.0,2.7,0.922,WEAK
KC,3.5,2,FAM#43;Consumption#259,LONG,LONG,100.0,43,151.0,2.3,0.0,2.3,1.09,STRONG
SDRL,3.4,2,FAM#27;Consumption#425,LONG,LONG,100.0,27,226.0,2.6,0.0,2.6,0.922,WEAK
FOX,3.4,2,FAM#29;Consumption#185,LONG,LONG,100.0,29,107.0,2.7,0.0,2.7,0.898,WEAK
AMSC,3.4,2,Consumption#30;FAM#169,LONG,LONG,100.0,30,99.5,2.2,0.0,2.2,1.09,STRONG
PAYC,3.1,2,FAM#53;Consumption#362,LONG,LONG,100.0,53,207.5,2.0,0.0,2.0,1.09,STRONG
MAT,3.1,2,FAM#56;Consumption#293,LONG,LONG,100.0,56,174.5,2.0,0.0,2.0,1.114,STRONG
GDS,3.1,2,FAM#62;Consumption#197,LONG,LONG,100.0,62,129.5,2.0,0.0,2.0,1.09,STRONG
CBOE,3.1,2,FAM#78;Consumption#93,LONG,LONG,100.0,78,85.5,2.1,0.0,2.1,1.054,NEUTRAL
BRZE,3.1,2,Consumption#78;FAM#98,LONG,LONG,100.0,78,88.0,2.0,0.0,2.0,1.09,STRONG
G,3.0,2,FAM#18;Consumption#193,"LONG,SHORT",SHORT,85.0,18,105.5,0.5,2.8,3.3,0.886,STRONG
BETA,3.0,2,Consumption#61;FAM#136,LONG,LONG,100.0,61,98.5,1.9,0.0,1.9,1.114,STRONG
ARXS,3.0,2,Consumption#38;FAM#237,LONG,LONG,100.0,38,137.5,1.9,0.0,1.9,1.114,STRONG
BRSL,2.9,2,Consumption#77;FAM#87,LONG,LONG,100.0,77,82.0,2.1,0.0,2.1,0.994,NEUTRAL
ASTS,2.9,2,Consumption#43;FAM#99,LONG,LONG,100.0,43,71.0,2.3,0.0,2.3,0.898,WEAK
CELC,2.9,2,Consumption#99;FAM#119,LONG,LONG,100.0,99,109.0,1.8,0.0,1.8,1.15,HOT
CAR,2.9,3,Analyst#5;Consumption#91;FAM#317,"LONG,NA,SHORT",LONG,52.0,5,137.7,0.7,0.7,4.1,0.994,NEUTRAL
VAL,2.8,2,FAM#41;Consumption#508,LONG,LONG,100.0,41,274.5,2.2,0.0,2.2,0.922,WEAK
SFM,2.8,2,FAM#46;Consumption#428,LONG,LONG,100.0,46,237.0,2.1,0.0,2.1,0.946,NEUTRAL
TTEK,2.8,2,FAM#65;Consumption#492,LONG,LONG,100.0,65,278.5,1.8,0.0,1.8,1.114,STRONG
CHKP,2.8,2,Consumption#103;FAM#105,LONG,LONG,100.0,103,104.0,1.9,0.0,1.9,1.09,STRONG
CART,2.8,3,Analyst#5;Consumption#92;FAM#214,"LONG,NA,SHORT",SHORT,53.0,5,103.7,0.7,0.8,4.2,0.91,STRONG
FIGR,2.7,2,FAM#81;Consumption#175,LONG,LONG,100.0,81,128.0,1.9,0.0,1.9,1.054,NEUTRAL
SNPS,2.6,2,FAM#75;Consumption#449,LONG,LONG,100.0,75,262.0,1.7,0.0,1.7,1.09,STRONG
NTNX,2.6,2,FAM#82;Consumption#337,LONG,LONG,100.0,82,209.5,1.7,0.0,1.7,1.09,STRONG
OLED,2.6,2,FAM#84;Consumption#348,LONG,LONG,100.0,84,216.0,1.7,0.0,1.7,1.09,STRONG
JOBY,2.6,2,FAM#91;Consumption#256,LONG,LONG,100.0,91,173.5,1.7,0.0,1.7,1.114,STRONG
ESTC,2.6,2,FAM#102;Consumption#166,LONG,LONG,100.0,102,134.0,1.7,0.0,1.7,1.09,STRONG
AUGO,2.6,2,Consumption#47;FAM#107,LONG,LONG,100.0,47,77.0,2.2,0.0,2.2,0.862,COLD
ATPC,2.6,2,Consumption#45;FAM#182,LONG,LONG,100.0,45,113.5,1.9,0.0,1.9,0.97,NEUTRAL
CRCL,2.5,2,Consumption#121;FAM#124,LONG,LONG,100.0,121,122.5,1.7,0.0,1.7,1.054,NEUTRAL
CG,2.5,2,Consumption#100;FAM#155,LONG,LONG,100.0,100,127.5,1.7,0.0,1.7,1.054,NEUTRAL
TEAM,2.4,2,FAM#88;Consumption#468,LONG,LONG,100.0,88,278.0,1.6,0.0,1.6,1.09,STRONG
SHOP,2.4,2,FAM#96;Consumption#434,LONG,LONG,100.0,96,265.0,1.6,0.0,1.6,1.09,STRONG
MNDY,2.4,2,FAM#110;Consumption#304,LONG,LONG,100.0,110,207.0,1.5,0.0,1.5,1.09,STRONG
