ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,checked_at,scan_date
BUR,Long,T1-STRONG_LONG,100,PULLBACK,4.09,4.03,4.81,4.22,4.77,4.21,4976995.0,3.18,WINNING,2.17,2026-04-01_1143,2026-04-01_0509
BUR,Short,T3-SHORT,80,RESISTANCE,4.81,4.83,4.09,4.22,4.77,4.21,4976995.0,12.27,WINNING,29.5,2026-04-01_1143,2026-04-01_0509
PGEN,Short,T3-SHORT,80,RESISTANCE,4.31,4.38,3.73,3.975,4.06,3.78,2799134.0,7.77,WINNING,4.79,2026-04-01_1143,2026-04-01_0509
EVTL,Long,T2-LONG,91,PULLBACK,2.02,2.0,2.37,2.25,2.49,2.2,5601335.0,11.39,TARGET_HIT,17.5,2026-04-01_1143,2026-04-01_0509
EVTL,Short,T3-SHORT,80,RESISTANCE,2.37,2.39,2.13,2.25,2.49,2.2,5601335.0,5.06,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
AIXI,Short,T5-SHORT,24,RESISTANCE,0.13,0.1308,0.1128,0.099,0.1325,0.081,60639794.0,23.85,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
GVH,Long,T1-STRONG_LONG,94,PULLBACK,2.02,1.98,2.325,1.95,2.52,1.8297,921774.0,-3.47,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
GVH,Short,T3-SHORT,80,RESISTANCE,2.325,2.33,2.2,1.95,2.52,1.8297,921774.0,16.13,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
GVH,Long,T3-LONG_WATCH,66,FRESH_HOLD,2.2,2.195,2.325,1.95,2.52,1.8297,921774.0,-11.36,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
KOPN,Long,T2-LONG,84,FRESH_HOLD,2.185,2.16,2.27,2.43,2.62,2.28,6481937.0,11.21,TARGET_HIT,3.4,2026-04-01_1143,2026-04-01_0509
KOPN,Short,T3-SHORT,80,RESISTANCE,2.27,2.275,2.23,2.43,2.62,2.28,6481937.0,-7.05,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
ASTC,Short,T2-SHORT,69,RESISTANCE,5.25,5.28,4.76,4.0,6.45,3.6,2179092.0,23.81,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
ASTC,Long,T2-LONG,57,PULLBACK,4.76,4.71,5.25,4.0,6.45,3.6,2179092.0,-15.97,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
BMEA,Short,T2-SHORT,80,RESISTANCE,1.5418,1.545,1.4799,1.495,1.55,1.46,932804.0,3.04,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
PAVS,Short,T2-SHORT,62,RESISTANCE,2.14,2.16,2.09,2.04,2.08,1.94,75914.0,4.67,TARGET_HIT,2.5,2026-04-01_1143,2026-04-01_0509
PSKY,Short,T3-SHORT,80,RESISTANCE,9.62,9.72,9.32,9.19,9.24,8.97,4292671.0,4.47,TARGET_HIT,3.0,2026-04-01_1143,2026-04-01_0509
BATL,Short,T5-SHORT,22,RESISTANCE,3.93,3.9443,3.77,3.82,3.9,3.5,3893190.0,2.8,TARGET_HIT,11.19,2026-04-01_1143,2026-04-01_0509
BLND,Short,T3-SHORT,60,RESISTANCE,1.75,1.755,1.615,1.88,1.9,1.71,2151659.0,-7.43,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
BLND,Long,T3-LONG_WATCH,35,PULLBACK,1.615,1.6,1.75,1.875,1.9,1.71,2151759.0,16.1,TARGET_HIT,9.0,2026-04-01_1143,2026-04-01_0509
NEXT,Short,T5-SHORT,24,RESISTANCE,7.955,8.05,7.06,7.22,7.6,7.125,3053912.0,9.24,WINNING,7.74,2026-04-01_1143,2026-04-01_0509
UMAC,Short,T3-SHORT,80,RESISTANCE,13.3,13.34,11.25,12.33,13.4993,12.21,2537110.0,7.29,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
UMAC,Long,T3-LONG_WATCH,66,PULLBACK,11.25,11.08,13.3,12.33,13.4993,12.21,2537110.0,9.6,TARGET_HIT,12.06,2026-04-01_1143,2026-04-01_0509
BFLY,Short,T2-SHORT,80,RESISTANCE,4.09,4.1,4.01,4.12,4.32,4.08,2689961.0,-0.73,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
BFLY,Long,T3-LONG_WATCH,75,FRESH_HOLD,4.01,3.98,4.09,4.12,4.32,4.08,2689961.0,2.74,TARGET_HIT,2.67,2026-04-01_1143,2026-04-01_0509
BTQ,Short,T5-SHORT,38,RESISTANCE,2.69,2.72,2.59,2.55,2.86,2.54,1614324.0,5.2,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
KALA,Long,T3-LONG_WATCH,52,PULLBACK,0.1652,0.1633,0.1738,0.164,0.198,0.1625,3963496.0,-0.73,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
KALA,Short,T5-SHORT,27,RESISTANCE,0.1775,0.1781,0.1725,0.164,0.198,0.1625,3963496.0,7.61,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
VIR,Long,T3-LONG_WATCH,54,PULLBACK,8.64,8.47,9.45,9.14,9.24,8.87,1032313.0,5.79,WINNING,2.94,2026-04-01_1143,2026-04-01_0509
SLDE,Short,T3-SHORT,80,RESISTANCE,18.18,18.22,17.94,17.89,18.21,17.84,532246.0,1.6,TARGET_HIT,6.0,2026-04-01_1143,2026-04-01_0509
LFST,Short,T2-SHORT,80,RESISTANCE,6.51,6.53,5.1,6.39,6.55,6.34,834916.0,1.84,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
SXTP,Short,T3-SHORT,80,RESISTANCE,1.765,1.77,1.7326,1.83,1.91,1.7,130387.0,-3.68,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
TSSI,Long,T3-LONG_WATCH,41,FRESH_HOLD,12.96,12.93,13.19,13.67,14.35,13.1,1253157.0,5.48,TARGET_HIT,7.67,2026-04-01_1143,2026-04-01_0509
TSSI,Short,T5-SHORT,15,RESISTANCE,13.19,13.22,12.96,13.67,14.35,13.1,1253157.0,-3.64,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
FCHL,Short,T2-SHORT,80,RESISTANCE,2.2618,2.3,1.965,2.07,2.1268,1.71,366209.0,8.48,TARGET_HIT,7.77,2026-04-01_1143,2026-04-01_0509
FCHL,Long,T3-LONG_WATCH,64,PULLBACK,1.915,1.84,2.2618,2.07,2.1268,1.71,366209.0,8.09,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
DEFT,Long,T2-LONG,81,FRESH_HOLD,0.5494,0.5443,0.5751,0.7215,0.798,0.6781,48782830.0,31.33,TARGET_HIT,5.04,2026-04-01_1143,2026-04-01_0509
DEFT,Short,T3-SHORT,80,RESISTANCE,0.5751,0.5794,0.5494,0.7215,0.798,0.6781,48782830.0,-25.46,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
DEFT,Long,T3-LONG_WATCH,35,PULLBACK,0.5329,0.5303,0.5751,0.7215,0.798,0.6781,48782830.0,35.39,TARGET_HIT,16.23,2026-04-01_1143,2026-04-01_0509
WNW,Short,T2-SHORT,68,RESISTANCE,0.0845,0.0858,0.0784,0.063,0.0675,0.0547,32454021.0,25.44,TARGET_HIT,4.69,2026-04-01_1143,2026-04-01_0509
SRXH,Short,T3-SHORT,80,RESISTANCE,0.1428,0.1431,0.1249,0.1371,0.1471,0.1317,15852708.0,3.99,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
SRXH,Long,T3-LONG_WATCH,66,PULLBACK,0.1249,0.1212,0.1428,0.1371,0.1471,0.1317,15852708.0,9.77,TARGET_HIT,4.84,2026-04-01_1143,2026-04-01_0509
ONDS,Short,T3-SHORT,80,RESISTANCE,9.35,9.44,8.28,8.84,9.34,8.79,41559922.0,5.45,WINNING,5.67,2026-04-01_1143,2026-04-01_0509
ONDS,Long,T3-LONG_WATCH,62,PULLBACK,8.26,8.15,9.35,8.84,9.34,8.79,41559922.0,7.02,WINNING,5.27,2026-04-01_1143,2026-04-01_0509
DVLT,Short,T3-SHORT,80,RESISTANCE,0.6464,0.6567,0.5829,0.674,0.698,0.6401,40707646.0,-4.27,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
DVLT,Long,T3-LONG_WATCH,61,PULLBACK,0.5592,0.555,0.6464,0.674,0.698,0.6401,40707646.0,20.53,TARGET_HIT,20.76,2026-04-01_1143,2026-04-01_0509
FFAI,Short,T2-SHORT,69,RESISTANCE,0.2773,0.287,0.2563,0.2443,0.285,0.24,15500388.0,11.9,TARGET_HIT,2.16,2026-04-01_1143,2026-04-01_0509
FFAI,Long,T3-LONG_WATCH,24,PULLBACK,0.2563,0.2536,0.2773,0.2443,0.285,0.24,15500388.0,-4.68,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
NIO,Short,T3-SHORT,80,RESISTANCE,6.53,6.59,5.58,6.16,6.36,6.06,36939801.0,5.67,WINNING,6.17,2026-04-01_1143,2026-04-01_0509
NIO,Long,T3-LONG_WATCH,69,PULLBACK,5.58,5.52,6.53,6.16,6.36,6.06,36939801.0,10.39,WINNING,9.67,2026-04-01_1143,2026-04-01_0509
BURU,Long,T2-LONG,80,PULLBACK,0.164,0.1559,0.1843,0.1725,0.1799,0.1716,9617631.0,5.18,WINNING,1.05,2026-04-01_1143,2026-04-01_0509
BURU,Short,T2-SHORT,80,RESISTANCE,0.1843,0.1853,0.1689,0.1725,0.1799,0.1716,9617631.0,6.4,WINNING,11.8,2026-04-01_1143,2026-04-01_0509
NOK,Short,T3-SHORT,80,RESISTANCE,8.08,8.25,6.82,8.33,8.43,8.08,31163024.0,-3.09,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
JTAI,Short,T2-SHORT,63,RESISTANCE,0.0874,0.0877,0.0815,0.0847,0.0876,0.0821,4182515.0,3.09,WINNING,9.0,2026-04-01_1143,2026-04-01_0509
JTAI,Long,T3-LONG_WATCH,60,PULLBACK,0.0815,0.0792,0.0874,0.0847,0.0876,0.0821,4182515.0,3.93,TARGET_HIT,2.57,2026-04-01_1143,2026-04-01_0509
SVC,Long,T2-LONG,86,FRESH_HOLD,1.34,1.335,1.37,1.185,1.22,1.17,29287645.0,-11.57,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
SVC,Short,T3-SHORT,80,RESISTANCE,1.37,1.375,1.34,1.185,1.22,1.17,29287645.0,13.5,TARGET_HIT,6.0,2026-04-01_1143,2026-04-01_0509
NCI,Long,T3-LONG_WATCH,42,PULLBACK,1.685,1.68,1.79,0.9013,0.9743,0.32,10217590.0,-46.51,STOPPED,-1.0,2026-04-01_1143,2026-04-01_0509
