ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,scan_date,asof
BTQ,LONG,CONVICTION,74.7,BULL_BOUNCE_PENDING,4.09,3.75,4.63,,298,1.62,FAVORABLE,4.17,LIMIT,2026-05-28,2026-05-28T07:24:05.487373
BBAI,LONG,CONVICTION,74.6,BULL_BOUNCE_PENDING,4.4,4.15,4.88,,407,1.96,FAVORABLE,4.485,LIMIT,2026-05-28,2026-05-28T07:18:47.677198
OTLK,LONG,CONVICTION,74.6,BULL_BOUNCE_CONFIRMED,0.62,0.58,0.65,,2455,0.77,FAVORABLE,0.6233,LIMIT,2026-05-28,2026-05-28T07:21:42.880059
ONDS,LONG,CONVICTION,74.1,BULL_BOUNCE_PENDING,12.45,10.75,13.07,,58,0.37,FAVORABLE,12.7,LIMIT,2026-05-28,2026-05-28T07:21:35.174147
XNDU,LONG,CONVICTION,74.0,BULL_BOUNCE,16.13,14.2,32.68,,51,8.57,FAVORABLE,16.128,LIMIT,2026-05-28,2026-05-28T07:26:20.941427
ASTI,LONG,CONVICTION,73.4,BULL_BOUNCE_PENDING,6.4,5.79,6.72,,164,0.53,FAVORABLE,6.44,LIMIT,2026-05-28,2026-05-28T07:18:36.475454
LULU,LONG,CONVICTION,73.3,BULL_BOUNCE_PENDING,128.3,126.54,141.5,133.6,56,7.52,FAVORABLE,129.32,LIMIT,2026-05-28,2026-05-28T07:25:05.077593
FLY,LONG,CONVICTION,73.1,BULL_BOUNCE_PENDING,57.06,49.89,59.91,,13,0.4,FAVORABLE,52.83,STOP,2026-05-28,2026-05-28T07:24:33.085182
VSAT,LONG,CONVICTION,73.0,BULL_BOUNCE_CONFIRMED,86.5,80.99,90.83,,18,0.79,FAVORABLE,86.5,LIMIT,2026-05-28,2026-05-28T07:23:20.299460
TVTX,LONG,CONVICTION,72.2,BULL_BOUNCE_PENDING,48.55,45.7,50.98,,35,0.85,FAVORABLE,47.76,STOP,2026-05-28,2026-05-28T07:22:59.569082
ADTN,LONG,CONVICTION,71.9,BULL_BOUNCE,17.3,15.92,19.73,,72,1.76,FAVORABLE,17.3,LIMIT,2026-05-28,2026-05-28T07:17:53.573400
ELF,LONG,CONVICTION,71.9,BULL_BOUNCE_PENDING,55.27,53.86,60.0,60.0,71,3.36,FAVORABLE,56.395,LIMIT,2026-05-28,2026-05-28T07:24:24.397353
BOBS,LONG,CONVICTION,71.7,BULL_BOUNCE_CONFIRMED,13.42,11.2,14.09,,45,0.3,FAVORABLE,13.42,LIMIT,2026-05-28,2026-05-28T07:19:01.968047
EVTL,LONG,CONVICTION,71.7,BULL_BOUNCE_PENDING,2.82,2.7,2.96,,828,1.17,FAVORABLE,2.875,LIMIT,2026-05-28,2026-05-28T07:20:09.621446
ANF,LONG,CONVICTION,71.3,BULL_BOUNCE_PENDING,78.46,68.77,82.39,,10,0.4,FAVORABLE,80.065,LIMIT,2026-05-28,2026-05-28T07:18:17.171641
BEAM,LONG,CONVICTION,71.3,BULL_BOUNCE_PENDING,31.21,29.5,32.77,,58,0.91,FAVORABLE,31.85,LIMIT,2026-05-28,2026-05-28T07:18:56.749013
BHVN,LONG,CONVICTION,71.1,BULL_BOUNCE_PENDING,11.18,10.14,11.74,,96,0.54,FAVORABLE,10.73,STOP,2026-05-28,2026-05-28T07:18:57.817615
GNS,LONG,CONVICTION,71.0,BULL_BOUNCE_PENDING,0.31,0.28,0.32,,3106,0.48,FAVORABLE,0.3149,LIMIT,2026-05-28,2026-05-28T07:20:24.349600
FGL,LONG,CONVICTION,71.0,BULL_BOUNCE_CONFIRMED,2.0,1.75,2.1,,401,0.4,FAVORABLE,2.0,LIMIT,2026-05-28,2026-05-28T07:24:30.630013
MTVA,LONG,CONVICTION,70.5,BULL_BOUNCE_PENDING,3.39,2.72,3.56,,148,0.25,FAVORABLE,3.12,STOP,2026-05-28,2026-05-28T07:25:14.534917
CGEM,LONG,CONVICTION,70.3,BULL_BOUNCE_PENDING,15.5,14.03,16.28,,68,0.53,FAVORABLE,14.9548,STOP,2026-05-28,2026-05-28T07:19:14.038938
MDB,SHORT,CONVICTION,70.3,BEAR_REJECTION_PENDING,331.3,336.99,321.5,290.06,17,1.72,FAVORABLE,325.9,LIMIT,2026-05-28,2026-05-28T07:25:06.415282
AMPG,LONG,CONVICTION,70.1,BULL_BOUNCE,4.7,4.11,4.97,,168,0.45,FAVORABLE,4.7,LIMIT,2026-05-28,2026-05-28T07:23:41.559681
MIMI,LONG,CONVICTION,70.1,BULL_BOUNCE_PENDING,4.42,3.75,4.64,,149,0.33,FAVORABLE,3.3486,STOP,2026-05-28,2026-05-28T07:25:13.992610
NEOV,LONG,CONVICTION,70.1,BULL_BOUNCE_PENDING,1.96,1.74,2.06,,461,0.45,FAVORABLE,2.0,LIMIT,2026-05-28,2026-05-28T07:25:20.410655
PTCT,SHORT,CONVICTION,70.0,BEAR_REJECTION_PENDING,69.79,73.35,60.89,,28,2.5,FAVORABLE,69.695,LIMIT,2026-05-28,2026-05-28T07:22:04.766532
CBRS,LONG,CONVICTION,70.0,BULL_BOUNCE_PENDING,252.06,242.31,289.21,289.21,10,3.81,FAVORABLE,257.2,LIMIT,2026-05-28,2026-05-28T07:24:05.583698
JFB,LONG,CONVICTION,69.7,BULL_BOUNCE_PENDING,5.64,5.2,6.44,,226,1.8,FAVORABLE,5.76,LIMIT,2026-05-28,2026-05-28T07:24:56.064688
GGAL,LONG,CONVICTION,69.5,BULL_BOUNCE_PENDING,49.14,35.25,51.6,,7,0.18,FAVORABLE,49.48,LIMIT,2026-05-28,2026-05-28T07:20:20.320312
RR,LONG,CONVICTION,69.5,BULL_BOUNCE_PENDING,3.04,2.67,3.19,,270,0.41,FAVORABLE,3.0981,LIMIT,2026-05-28,2026-05-28T07:22:24.623548
AMWD,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,47.13,42.92,49.48,,23,0.56,FAVORABLE,48.09,LIMIT,2026-05-28,2026-05-28T07:18:15.730380
CLFD,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,45.49,43.87,52.0,50.74,61,4.02,FAVORABLE,45.79,LIMIT,2026-05-28,2026-05-28T07:19:17.684546
LIND,LONG,CONVICTION,69.0,BULL_BOUNCE_CONFIRMED,22.69,21.26,23.82,,70,0.8,FAVORABLE,22.69,LIMIT,2026-05-28,2026-05-28T07:21:02.270264
ABAT,LONG,CONVICTION,68.8,BULL_BOUNCE_PENDING,3.53,3.21,4.09,,318,1.79,FAVORABLE,3.6001,LIMIT,2026-05-28,2026-05-28T07:17:53.569402
VOYG,LONG,CONVICTION,68.8,BULL_BOUNCE,47.81,43.51,48.95,,23,0.27,FAVORABLE,47.81,LIMIT,2026-05-28,2026-05-28T07:23:16.374506
HUBC,LONG,CONVICTION,68.3,BULL_BOUNCE_PENDING,0.11,0.1,0.12,,7440,0.42,FAVORABLE,0.112399,LIMIT,2026-05-28,2026-05-28T07:20:36.422621
ASPN,LONG,CONVICTION,68.1,BULL_BOUNCE_PENDING,6.2,5.87,6.51,,300,0.93,FAVORABLE,6.33,LIMIT,2026-05-28,2026-05-28T07:18:33.082964
CRL,LONG,CONVICTION,68.0,BULL_BOUNCE_CONFIRMED,172.49,160.24,196.71,,8,1.98,FAVORABLE,172.49,LIMIT,2026-05-28,2026-05-28T07:19:35.238767
SUPV,LONG,CONVICTION,68.0,BULL_BOUNCE_CONFIRMED,9.55,6.83,10.03,,36,0.18,FAVORABLE,9.55,LIMIT,2026-05-28,2026-05-28T07:22:54.092977
IPWR,LONG,CONVICTION,68.0,BULL_BOUNCE_CONFIRMED,8.66,7.47,9.1,,83,0.36,FAVORABLE,8.665,LIMIT,2026-05-28,2026-05-28T07:24:55.187928
RCT,LONG,CONVICTION,68.0,BULL_BOUNCE_CONFIRMED,0.65,0.57,0.68,,1251,0.41,FAVORABLE,0.65205,LIMIT,2026-05-28,2026-05-28T07:25:46.705636
NMAX,LONG,CONVICTION,67.8,BULL_BOUNCE_PENDING,7.93,7.56,8.32,,273,1.08,FAVORABLE,8.09,LIMIT,2026-05-28,2026-05-28T07:21:26.088805
ALTO,LONG,CONVICTION,67.4,BULL_BOUNCE_PENDING,5.2,4.65,6.08,,183,1.61,FAVORABLE,5.305,LIMIT,2026-05-28,2026-05-28T07:18:09.100061
SGI,LONG,CONVICTION,67.4,BULL_BOUNCE,70.54,67.7,79.0,78.69,35,2.98,FAVORABLE,70.54,LIMIT,2026-05-28,2026-05-28T07:22:35.114970
MNTS,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,16.49,15.01,19.28,,67,1.87,FAVORABLE,16.8299,LIMIT,2026-05-28,2026-05-28T07:21:18.470266
OPEN,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,4.65,4.5,5.39,5.15,676,5.04,FAVORABLE,4.74,LIMIT,2026-05-28,2026-05-28T07:21:39.841651
SLDP,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,3.26,3.03,3.42,,431,0.7,FAVORABLE,3.325,LIMIT,2026-05-28,2026-05-28T07:22:42.685410
CXAI,LONG,CONVICTION,67.0,BULL_BOUNCE,0.19,0.17,0.2,,3703,0.23,FAVORABLE,0.1939,LIMIT,2026-05-28,2026-05-28T07:24:12.928247
AVAV,LONG,CONVICTION,66.7,BULL_BOUNCE_PENDING,201.88,197.6,229.5,224.68,23,6.45,FAVORABLE,206.0,LIMIT,2026-05-28,2026-05-28T07:23:51.916356
AFRM,LONG,CONVICTION,66.5,BULL_BOUNCE_CONFIRMED,72.0,68.92,75.6,,32,1.17,FAVORABLE,72.0,LIMIT,2026-05-28,2026-05-28T07:17:53.579408
WOLF,LONG,CONVICTION,66.5,BULL_BOUNCE_PENDING,60.52,55.49,70.1,,19,1.91,FAVORABLE,61.7508,LIMIT,2026-05-28,2026-05-28T07:26:16.749296
PRIM,LONG,CONVICTION,66.4,BULL_BOUNCE_PENDING,123.93,116.19,135.75,,12,1.53,FAVORABLE,126.46,LIMIT,2026-05-28,2026-05-28T07:21:57.181138
GRPN,LONG,CONVICTION,66.1,BULL_BOUNCE_PENDING,21.16,20.26,22.22,,110,1.17,FAVORABLE,21.595,LIMIT,2026-05-28,2026-05-28T07:20:28.395420
BBW,LONG,CONVICTION,66.0,BULL_BOUNCE_CONFIRMED,36.34,35.32,38.96,38.96,98,2.58,FAVORABLE,36.34,LIMIT,2026-05-28,2026-05-28T07:18:53.010793
NOK,LONG,CONVICTION,66.0,BULL_BOUNCE_PENDING,14.83,14.11,16.35,,139,2.12,FAVORABLE,15.13,LIMIT,2026-05-28,2026-05-28T07:21:30.193878
VICR,LONG,CONVICTION,66.0,BULL_BOUNCE_PENDING,333.56,324.52,347.76,359.5,11,1.57,FAVORABLE,333.88,LIMIT,2026-05-28,2026-05-28T07:23:13.874936
LITE,LONG,CONVICTION,66.0,BULL_BOUNCE_PENDING,888.3,863.36,970.7,1002.0,4,3.3,FAVORABLE,888.88,LIMIT,2026-05-28,2026-05-28T07:25:01.938905
SMTC,LONG,CONVICTION,66.0,BULL_BOUNCE_PENDING,161.47,157.79,178.18,178.18,27,4.54,FAVORABLE,164.245,LIMIT,2026-05-28,2026-05-28T07:25:49.762879
GPUS,LONG,CONVICTION,65.9,BULL_BOUNCE_PENDING,0.16,0.14,0.17,,5158,0.42,FAVORABLE,0.1669,LIMIT,2026-05-28,2026-05-28T07:20:26.123937
TE,LONG,CONVICTION,65.4,BULL_BOUNCE_PENDING,10.65,10.25,11.52,11.6,245,2.13,FAVORABLE,10.87,LIMIT,2026-05-28,2026-05-28T07:22:56.848443
FEIM,LONG,CONVICTION,65.3,BULL_BOUNCE_PENDING,72.11,70.72,75.72,,72,2.6,FAVORABLE,72.12,LIMIT,2026-05-28,2026-05-28T07:20:10.682607
LNKS,LONG,CONVICTION,65.2,BULL_BOUNCE_PENDING,1.55,1.46,1.73,1.8,1144,2.06,FAVORABLE,1.58,LIMIT,2026-05-28,2026-05-28T07:21:02.990833
MDA,LONG,CONVICTION,65.0,BULL_BOUNCE,46.09,43.68,46.54,,41,0.19,FAVORABLE,46.09,LIMIT,2026-05-28,2026-05-28T07:21:11.747351
NVAX,SHORT,CONVICTION,65.0,BEAR_REJECTION_PENDING,10.43,12.66,9.91,,44,0.23,FAVORABLE,10.25,LIMIT,2026-05-28,2026-05-28T07:21:34.440443
BIYA,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,1.12,0.75,1.18,,265,0.15,FAVORABLE,1.13,LIMIT,2026-05-28,2026-05-28T07:23:57.853912
DGXX,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,8.1,7.52,8.5,,172,0.7,FAVORABLE,8.265,LIMIT,2026-05-28,2026-05-28T07:24:15.779186
MBOT,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,1.8,1.52,1.89,,356,0.32,FAVORABLE,1.84,LIMIT,2026-05-28,2026-05-28T07:25:05.647619
PMI,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,0.13,0.12,0.15,,8141,1.53,FAVORABLE,0.1339,LIMIT,2026-05-28,2026-05-28T07:25:36.243599
CYD,LONG,CONVICTION,64.7,BULL_BOUNCE_PENDING,55.72,53.73,58.99,,50,1.64,FAVORABLE,56.86,LIMIT,2026-05-28,2026-05-28T07:19:48.134800
PUSA,LONG,CONVICTION,64.7,BULL_BOUNCE_PENDING,4.29,4.27,4.77,4.84,3825,18.27,FAVORABLE,4.3801,LIMIT,2026-05-28,2026-05-28T07:22:05.311108
ZENA,LONG,CONVICTION,64.6,BULL_BOUNCE_PENDING,1.52,1.36,1.59,,641,0.49,FAVORABLE,1.55,LIMIT,2026-05-28,2026-05-28T07:23:30.585234
BRR,LONG,CONVICTION,64.4,BULL_BOUNCE_PENDING,2.02,1.93,2.17,,1072,1.56,FAVORABLE,2.065,LIMIT,2026-05-28,2026-05-28T07:24:03.712706
BRZE,LONG,CONVICTION,64.3,BULL_BOUNCE_PENDING,23.03,22.5,25.71,25.71,187,5.04,FAVORABLE,23.5,LIMIT,2026-05-28,2026-05-28T07:24:04.567346
ALLO,LONG,CONVICTION,64.2,BULL_BOUNCE_PENDING,2.18,2.11,2.51,,1510,5.05,FAVORABLE,2.22,LIMIT,2026-05-28,2026-05-28T07:18:07.087664
SUUN,LONG,CONVICTION,64.2,BULL_BOUNCE_PENDING,0.97,0.94,1.07,1.05,3460,3.38,FAVORABLE,0.9922,LIMIT,2026-05-28,2026-05-28T07:25:57.985630
PGNY,LONG,CONVICTION,64.1,BULL_BOUNCE_PENDING,25.58,24.76,28.91,,121,4.04,FAVORABLE,25.61,LIMIT,2026-05-28,2026-05-28T07:21:46.152582
CRI,LONG,CONVICTION,64.0,BULL_BOUNCE_CONFIRMED,40.59,38.21,44.72,,42,1.74,FAVORABLE,40.585,LIMIT,2026-05-28,2026-05-28T07:19:29.643385
DEVS,LONG,CONVICTION,64.0,BULL_BOUNCE_CONFIRMED,0.12,0.11,0.13,0.13,15985,2.72,FAVORABLE,0.1168,LIMIT,2026-05-28,2026-05-28T07:24:15.074102
AIM,LONG,CONVICTION,63.4,BULL_BOUNCE_PENDING,0.37,0.3,0.38,,1631,0.3,FAVORABLE,0.373699,LIMIT,2026-05-28,2026-05-28T07:18:05.267249
VTIX,LONG,CONVICTION,63.1,BULL_BOUNCE_PENDING,4.11,3.42,4.32,,145,0.3,FAVORABLE,4.195,LIMIT,2026-05-28,2026-05-28T07:26:16.107537
AXTI,LONG,CONVICTION,63.0,BULL_BOUNCE,122.97,105.81,149.42,,5,1.54,FAVORABLE,122.97,LIMIT,2026-05-28,2026-05-28T07:23:52.670350
EDIT,LONG,CONVICTION,63.0,BULL_BOUNCE_PENDING,3.37,3.16,3.76,,477,1.86,FAVORABLE,3.44,LIMIT,2026-05-28,2026-05-28T07:24:23.883242
SYM,LONG,CONVICTION,63.0,BULL_BOUNCE_PENDING,48.02,45.78,52.0,55.52,44,1.78,FAVORABLE,49.0001,LIMIT,2026-05-28,2026-05-28T07:25:59.653389
RDDT,LONG,CONVICTION,62.6,BULL_BOUNCE_PENDING,155.01,152.43,180.0,162.62,38,9.7,FAVORABLE,157.29,LIMIT,2026-05-28,2026-05-28T07:22:13.772064
RXRX,LONG,CONVICTION,62.6,BULL_BOUNCE_PENDING,3.09,2.98,3.32,3.47,859,1.96,FAVORABLE,3.155,LIMIT,2026-05-28,2026-05-28T07:22:25.513952
UPXI,LONG,CONVICTION,62.4,BULL_BOUNCE_PENDING,1.16,1.03,1.22,,772,0.45,FAVORABLE,1.185,LIMIT,2026-05-28,2026-05-28T07:26:06.177274
