ticker,side,mode,tier,fem,rr,entry,stop,t1,dist_pct,float_label,float_m,float_rotation,vol_ratio_today,hot_days,move_pct,clean_air_pct,va_grade,conviction_ticks,news,_score,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_stop_px,_t1_px,_cutoff
GVH,Short,RESISTANCE,T3-SHORT,80,19.0,2.035,2.04,1.94,1.8,,,,0.7,2,162.0,,,,"-DILUTION, +CONTRACT, -DELISTING_RISK, +REVENUE_BEAT, +ANALYST_UPGRADE, -REVERSE_SPLIT",0.8673,0.577,0.317,0.683,0.5,,,,,,,,,,,,
BURU,Short,RESISTANCE,T2-SHORT,80,17.3,0.1758,0.1762,0.1689,1.4,,,,0.4,1,30.2,,,,"-DILUTION, +CONTRACT, +ACQUISITION, -REVERSE_SPLIT",0.8106,0.558,0.192,0.683,0.5,,,,,,,,,,,,
MASK,Short,RESISTANCE,T5-SHORT,57,7.7,2.2063,2.2182,2.115,2.1,,,,0.5,1,180.2,,,,"-DILUTION, -DELISTING_RISK, ~MANAGEMENT",0.8048,0.385,0.375,0.308,0.5,,,,,,,,,,,,
NIO,Short,RESISTANCE,T5-SHORT,55,6.8,6.53,6.59,6.12,5.3,,,,1.1,0,20.2,,,,,0.8038,0.288,0.673,0.288,0.5,,,,,,,,,,,,
FCHL,Short,RESISTANCE,T5-SHORT,48,7.0,2.175,2.1899,2.07,2.1,,,,0.3,1,239.8,,,,"-DILUTION, -DELISTING_RISK, -REVERSE_SPLIT, ~MANAGEMENT",0.7817,0.327,0.375,0.192,0.5,,,,,,,,,,,,
USEG,Short,RESISTANCE,T2-SHORT,80,16.0,0.8859,0.888,0.8523,0.8,,,,0.4,0,30.1,,,,,0.7683,0.538,0.115,0.683,0.5,,,,,,,,,,,,
TURB,Short,RESISTANCE,T2-SHORT,80,11.0,2.39,2.4,2.28,1.7,,,,0.1,0,83.4,,,,,0.7596,0.481,0.279,0.683,0.5,,,,,,,,,,,,
CETX,Short,RESISTANCE,T5-SHORT,54,6.9,0.8001,0.8059,0.76,2.6,,,,12.6,1,87.8,,,,,0.7567,0.308,0.433,0.269,0.5,,,,,,,,,,,,
UCAR,Short,RESISTANCE,T3-SHORT,80,9.0,0.62,0.63,0.53,2.8,,,,15.7,1,149.2,,,,,0.7558,0.413,0.49,0.683,0.5,,,,,,,,,,,,
PROP,Short,RESISTANCE,T3-SHORT,80,6.5,2.51,2.55,2.25,11.1,,,,1.8,2,38.6,,,,,0.7529,0.269,0.962,0.683,0.5,,,,,,,,,,,,
HUBC,Short,RESISTANCE,T3-SHORT,69,4.7,0.0945,0.0964,0.0856,6.2,,,,2.1,1,190.9,,,,"-DELISTING_RISK, +CONTRACT, +ACQUISITION, ~MANAGEMENT",0.7327,0.212,0.788,0.385,0.5,,,,,,,,,,,,
GPUS,Short,RESISTANCE,T3-SHORT,80,13.5,0.1483,0.1487,0.1429,0.3,,,,0.6,0,20.7,,,,,0.7173,0.519,0.01,0.683,0.5,,,,,,,,,,,,
SLDE,Short,RESISTANCE,T3-SHORT,80,9.5,18.18,18.22,17.8,1.6,,,,0.7,0,4.9,,,,"+ANALYST_UPGRADE, ~MANAGEMENT",0.7067,0.442,0.231,0.683,0.5,,,,,,,,,,,,
BTQ,Short,RESISTANCE,T3-SHORT,80,9.0,2.62,2.63,2.53,1.2,,,,1.3,1,36.8,,,,"+CONTRACT, ~MANAGEMENT",0.6548,0.413,0.154,0.683,0.5,,,,,,,,,,,,
TMDE,Short,RESISTANCE,T5-SHORT,8,3.1,1.08,1.09,1.0493,1.9,,,,0.1,0,37.5,,,,,0.6519,0.154,0.346,0.019,0.5,,,,,,,,,,,,
JTAI,Short,RESISTANCE,T2-SHORT,80,7.5,0.0844,0.0846,0.0829,1.3,,,,0.3,0,37.9,,,,"-DILUTION, +ACQUISITION, ~MANAGEMENT",0.6125,0.365,0.173,0.683,0.5,,,,,,,,,,,,
WNW,Short,RESISTANCE,T3-SHORT,80,3.0,0.0635,0.0638,0.0626,8.4,,,,0.8,0,93.1,,,,"-DILUTION, +CONTRACT, -DELISTING_RISK, +ACQUISITION",0.5606,0.106,0.865,0.683,0.5,,,,,,,,,,,,
MASK,Long,PULLBACK,T2-LONG,75,2.2,1.97,1.865,2.2001,8.8,UNKNOWN,,,0.5,1,180.2,,,,"-DILUTION, -DELISTING_RISK, ~MANAGEMENT",0.5481,0.01,0.885,0.423,0.5,1.865,1.97,1.99,0,952,800,0.0,2.19,1.68,1.865,2.2001,10:30
GVH,Long,PULLBACK,T2-LONG,50,2.7,1.94,1.905,2.035,3.0,UNKNOWN,,,0.7,2,162.0,,,,"-DILUTION, +CONTRACT, -DELISTING_RISK, +REVENUE_BEAT, +ANALYST_UPGRADE, -REVERSE_SPLIT",0.5404,0.048,0.519,0.212,0.5,1.905,1.94,1.96,0,2857,1818,0.0,2.71,1.36,1.905,2.035,10:30
ALTS,Short,RESISTANCE,T3-SHORT,80,6.0,1.12,1.125,1.09,1.8,,,,0.9,1,35.5,,,,,0.5404,0.25,0.317,0.683,0.5,,,,,,,,,,,,
EONR,Short,RESISTANCE,T3-SHORT,62,3.9,0.8098,0.8174,0.78,0.7,,,,0.1,0,53.4,,,,,0.4981,0.173,0.096,0.346,0.5,,,,,,,,,,,,
KALA,Short,RESISTANCE,T3-SHORT,80,3.0,0.1702,0.1718,0.1654,4.4,,,,0.3,0,38.3,,,,"-DILUTION, +FDA_TRIAL, +ACQUISITION",0.4942,0.106,0.644,0.683,0.5,,,,,,,,,,,,
PSKY,Short,RESISTANCE,T3-SHORT,80,3.0,9.62,9.72,9.32,4.0,,,,0.8,0,7.3,,,,"+ANALYST_UPGRADE, ~MANAGEMENT",0.4798,0.106,0.596,0.683,0.5,,,,,,,,,,,,
SXTP,Short,RESISTANCE,T3-SHORT,80,5.0,1.88,1.89,1.83,0.5,,,,0.1,0,44.7,,,,"+FDA_APPROVAL, -REVERSE_SPLIT",0.4433,0.231,0.058,0.683,0.5,,,,,,,,,,,,
BLND,Short,RESISTANCE,T3-SHORT,80,3.0,1.95,1.98,1.86,2.6,,,,0.6,0,23.9,,,,~MANAGEMENT,0.4308,0.106,0.433,0.683,0.5,,,,,,,,,,,,
FFAI,Short,RESISTANCE,T3-SHORT,80,4.4,0.251,0.2522,0.2457,0.6,,,,0.8,0,26.7,,,,-DELISTING_RISK,0.4106,0.192,0.077,0.683,0.5,,,,,,,,,,,,
DEFT,Long,FRESH_HOLD,T2-LONG,100,2.2,0.6781,0.5665,0.9221,1.6,UNKNOWN,,,10.4,1,69.8,,,,+CONTRACT,0.1788,0.01,0.231,1.0,0.5,0.5665,0.6781,0.6981,0,896,759,0.0,2.19,1.7,0.5665,0.9221,10:30
PROP,Long,FRESH_HOLD,T1-STRONG_LONG,95,2.7,2.25,2.155,2.51,0.4,UNKNOWN,,,1.8,2,38.6,,,,,0.1712,0.048,0.038,0.962,0.5,2.155,2.25,2.2725,0,1052,851,0.0,2.74,2.02,2.155,2.51,10:30
