ticker,side,mode,tier,fem,rr,entry,stop,t1,dist_pct,float_label,float_m,float_rotation,vol_ratio_today,hot_days,move_pct,clean_air_pct,va_grade,conviction_ticks,news,_score,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_stop_px,_t1_px,_cutoff
MSTR,Long,BOUNCE,T1-STRONG_LONG,93,2.3,179.36,159.7202,223.8,3.0,MEGA,314.13,0.07,1.5,1.0,31.5,24.8,A,9293,,1.0026,0.655,0.328,0.371,0.698,164.66,179.36,181.1536,20,5,4,11.97,2.26,1.99,159.7202,223.8,10:30
SPRY,Long,PULLBACK,T1-STRONG_LONG,100,2.4,7.96,7.6242,8.77,5.2,MED,41.04,0.08,3.1,1.0,10.5,4.4,C,11,,0.9724,0.69,0.569,0.776,0.776,7.86,7.96,8.0396,424,297,240,3.86,2.41,1.76,7.6242,8.77,10:30
SLI,Long,PULLBACK,T1-STRONG_LONG,77,2.0,3.65,3.4435,4.063,5.9,MEGA,235.64,0.01,1.5,0.0,16.4,4.6,C,49,,0.9526,0.284,0.647,0.069,0.026,3.55,3.65,3.6865,938,484,411,4.82,2.0,1.55,3.4435,4.063,10:30
RHI,Long,BOUNCE,T1-STRONG_LONG,100,2.1,29.47,27.5189,33.66,2.1,HIGH,89.37,0.03,1.4,0.0,15.0,14.2,A,125,,0.9052,0.603,0.31,0.776,0.293,28.37,29.47,29.7647,117,51,44,6.22,2.15,1.73,27.5189,33.66,10:30
SOUN,Long,PULLBACK,T1-STRONG_LONG,100,2.3,8.22,7.6242,9.6,3.3,MEGA,386.93,0.08,1.4,1.0,16.4,16.8,A,166,,0.8888,0.655,0.405,0.776,0.776,7.86,8.22,8.3022,424,167,147,7.38,2.32,1.91,7.6242,9.6,10:30
BLDP,Long,PULLBACK,T1-STRONG_LONG,97,2.0,3.22,3.0167,3.6266,8.0,MEGA,300.58,0.02,2.2,1.0,25.5,99.9,A,159,,0.8802,0.284,0.853,0.448,0.129,3.11,3.22,3.2522,1071,491,424,5.54,2.0,1.59,3.0167,3.6266,10:30
NVCR,Long,PULLBACK,T1-STRONG_LONG,83,2.0,13.02,11.8728,15.3144,4.5,HIGH,94.63,0.01,1.3,0.0,8.7,4.8,B,149,,0.8724,0.284,0.5,0.19,0.026,12.24,13.02,13.1502,272,87,78,8.37,2.0,1.69,11.8728,15.3144,10:30
MARA,Long,BOUNCE,T1-STRONG_LONG,100,2.6,11.84,10.9028,14.25,0.6,MEGA,371.35,0.13,1.2,0.0,18.2,20.4,A,62,,0.8707,0.776,0.034,0.776,0.914,11.24,11.84,11.9584,296,106,94,8.93,2.57,2.17,10.9028,14.25,10:30
GPUS,Long,PULLBACK,T2-LONG,75,2.0,0.158,0.104,0.266,7.7,MEGA,414.89,0.09,1.3,0.0,21.5,6.0,D,0,,0.85,0.284,0.828,0.052,0.836,0.154,0.158,0.178,2000,1851,1351,2.24,2.0,1.19,0.104,0.266,10:30
AMSC,Long,PULLBACK,T1-STRONG_LONG,99,2.0,43.4,40.7497,48.7006,9.9,MED,45.87,0.04,2.4,1.0,30.7,99.9,A,1430,,0.8336,0.284,0.983,0.509,0.466,42.01,43.4,43.834,79,37,32,5.31,2.0,1.58,40.7497,48.7006,10:30
TWLO,Long,PULLBACK,T1-STRONG_LONG,100,2.0,139.0,132.8512,151.2976,7.6,HIGH,144.95,0.01,1.7,0.0,14.5,99.9,A,802,,0.7897,0.284,0.81,0.776,0.026,136.96,139.0,140.39,24,16,13,3.49,2.0,1.45,132.8512,151.2976,10:30
ENVX,Long,PULLBACK,T1-STRONG_LONG,86,2.0,7.0,6.3438,8.3124,3.6,HIGH,187.88,0.03,1.2,0.0,14.9,6.9,B,147,,0.7879,0.284,0.448,0.241,0.293,6.54,7.0,7.07,509,152,137,9.03,2.0,1.71,6.3438,8.3124,10:30
UUUU,Long,PULLBACK,T1-STRONG_LONG,98,2.0,21.09,19.9044,23.4612,6.8,MEGA,238.62,0.04,1.2,0.0,13.5,6.5,B,406,,0.7767,0.284,0.75,0.466,0.466,20.52,21.09,21.3009,162,84,71,4.78,2.0,1.55,19.9044,23.4612,10:30
CRVS,Long,PULLBACK,T2-LONG,100,2.0,16.325,14.6153,19.7444,8.5,HIGH,72.22,0.03,3.3,2.0,34.2,4.1,B,945,,0.7672,0.284,0.914,0.776,0.293,15.1852,16.325,16.4883,175,58,53,8.0,2.0,1.74,14.6153,19.7444,10:30
MBLY,Long,BOUNCE,T2-LONG,74,2.0,7.9,7.4884,8.7232,1.3,HIGH,166.68,0.03,0.9,0.0,8.3,3.7,C,132,,0.7672,0.284,0.172,0.034,0.293,7.72,7.9,7.979,431,242,203,4.33,2.0,1.52,7.4884,8.7232,10:30
ACMR,Long,PULLBACK,T1-STRONG_LONG,100,2.0,50.6,48.2284,55.3432,7.2,HIGH,53.95,0.02,1.4,1.0,16.7,8.5,A,1855,,0.7638,0.284,0.793,0.776,0.129,49.72,50.6,51.106,67,42,34,3.77,2.0,1.47,48.2284,55.3432,10:30
ARM,Long,PULLBACK,T1-STRONG_LONG,99,2.0,180.0,170.2253,199.5494,8.4,HIGH,136.56,0.07,1.6,0.0,25.4,99.9,A,2641,,0.7586,0.284,0.888,0.509,0.698,175.49,180.0,181.8,18,10,8,4.57,2.0,1.53,170.2253,199.5494,10:30
RZLT,Long,BOUNCE,T1-STRONG_LONG,88,2.0,3.33,3.1719,3.6462,1.2,HIGH,65.46,0.02,0.7,0.0,15.1,99.9,B,22,,0.7198,0.284,0.138,0.267,0.129,3.27,3.33,3.3633,1019,632,522,3.83,2.0,1.48,3.1719,3.6462,10:30
UMAC,Long,PULLBACK,T1-STRONG_LONG,78,2.0,16.45,14.9186,19.5128,4.0,MED,36.19,0.13,1.2,0.0,26.3,3.8,C,535,,0.7155,0.284,0.466,0.086,0.914,15.38,16.45,16.6145,216,65,58,8.96,2.0,1.71,14.9186,19.5128,10:30
SATL,Long,PULLBACK,T2-LONG,91,2.0,6.765,6.5135,7.2679,6.6,HIGH,85.43,0.16,1.1,0.0,27.3,99.9,B,105,,0.7069,0.284,0.716,0.319,0.983,6.715,6.765,6.8327,496,397,313,2.74,2.0,1.36,6.5135,7.2679,10:30
AMC,Long,BOUNCE,T2-LONG,81,2.0,1.71,1.6322,1.8656,1.2,MEGA,524.81,0.04,0.8,1.0,26.0,2.9,C,48,,0.6888,0.284,0.138,0.147,0.466,1.6827,1.71,1.73,1980,1285,1022,3.62,2.0,1.39,1.6322,1.8656,10:30
BZAI,Long,BOUNCE,T2-LONG,80,2.0,2.14,2.0322,2.3557,1.4,HIGH,80.09,0.05,0.4,1.0,60.0,2.3,C,101,,0.6888,0.284,0.19,0.112,0.595,2.095,2.14,2.1614,1592,927,773,4.15,2.0,1.5,2.0322,2.3557,10:30
LWLG,Long,PULLBACK,T1-STRONG_LONG,100,2.0,13.75,12.505,16.24,9.3,HIGH,146.53,0.08,1.7,0.0,39.3,99.9,A,463,,0.6862,0.284,0.966,0.776,0.776,12.92,13.75,13.8875,240,80,72,8.0,2.0,1.7,12.505,16.24,10:30
FFAI,Long,PULLBACK,T2-LONG,73,2.0,0.4232,0.358,0.5536,3.1,MEGA,242.02,0.66,2.8,2.0,116.1,9.3,D,1,,0.6853,0.284,0.353,0.017,1.0,0.408,0.4232,0.4432,2000,1533,1173,2.91,2.0,1.3,0.358,0.5536,10:30
FWRG,Long,PULLBACK,T1-STRONG_LONG,100,2.0,13.53,12.2996,15.9908,4.6,HIGH,60.28,0.02,1.4,0.0,16.5,7.0,B,297,,0.681,0.284,0.517,0.776,0.129,12.68,13.53,13.6653,262,81,73,8.7,2.0,1.7,12.2996,15.9908,10:30
OUST,Long,BOUNCE,T2-LONG,84,2.0,27.76,26.6847,29.9106,0.7,HIGH,59.93,0.03,1.4,2.0,27.9,2.4,C,633,,0.6793,0.284,0.06,0.216,0.293,27.51,27.76,28.0376,121,92,73,2.91,2.0,1.38,26.6847,29.9106,10:30
MU,Long,PULLBACK,T1-STRONG_LONG,100,2.0,461.11,436.3933,510.5434,5.4,MEGA,1123.56,0.03,1.0,0.0,12.9,99.9,A,5690,,0.6741,0.284,0.603,0.776,0.293,449.89,461.11,465.7211,7,4,3,4.49,2.0,1.53,436.3933,510.5434,10:30
RCAT,Long,PULLBACK,T1-STRONG_LONG,92,2.0,13.55,12.2365,16.1769,4.7,HIGH,107.2,0.12,1.3,0.0,15.0,15.0,A,212,,0.6655,0.284,0.534,0.345,0.879,12.615,13.55,13.6855,264,76,69,9.41,2.0,1.72,12.2365,16.1769,10:30
ORBS,Long,BOUNCE,T2-LONG,81,2.0,0.9785,0.8892,1.1571,0.9,MEGA,257.33,0.05,0.6,0.0,43.3,4.2,D,7,,0.6474,0.284,0.086,0.147,0.595,0.9392,0.9785,0.9985,1999,1119,914,4.36,2.0,1.45,0.8892,1.1571,10:30
BMNR,Long,BOUNCE,T1-STRONG_LONG,91,2.0,23.31,21.243,27.444,2.0,MEGA,529.16,0.07,1.0,0.0,11.8,3.3,C,801,,0.6371,0.284,0.293,0.319,0.698,21.9,23.31,23.5431,152,48,43,8.44,2.0,1.7,21.243,27.444,10:30
ONDS,Long,BOUNCE,T2-LONG,82,2.0,11.06,10.4081,12.3638,1.7,MEGA,463.83,0.13,1.1,0.0,20.2,99.9,C,51,,0.6224,0.284,0.241,0.172,0.914,10.73,11.06,11.1706,310,153,131,5.08,2.0,1.56,10.4081,12.3638,10:30
QS,Long,PULLBACK,T1-STRONG_LONG,100,2.0,7.31,6.7706,8.3888,3.1,MEGA,483.24,0.03,1.7,0.0,10.6,3.7,C,199,,0.5991,0.284,0.353,0.776,0.293,6.98,7.31,7.3831,477,185,163,6.73,2.0,1.64,6.7706,8.3888,10:30
NOW,Long,BOUNCE,T1-STRONG_LONG,100,2.0,103.07,96.7187,115.7726,1.5,MEGA,1043.01,0.02,1.1,0.0,9.6,6.0,B,2109,,0.5905,0.284,0.216,0.776,0.129,99.71,103.07,104.1007,33,15,13,5.37,2.0,1.58,96.7187,115.7726,10:30
OBE,Long,PULLBACK,T1-STRONG_LONG,100,2.0,12.39,11.5818,14.0064,3.4,HIGH,60.36,0.04,2.7,3.0,36.4,99.9,A,129,,0.5879,0.284,0.431,0.776,0.466,11.94,12.39,12.5139,279,123,107,5.77,2.0,1.6,11.5818,14.0064,10:30
BTBT,Long,BOUNCE,T1-STRONG_LONG,95,2.0,1.66,1.51,1.96,1.5,MEGA,320.37,0.08,1.5,0.0,18.4,3.1,C,5,,0.5698,0.284,0.216,0.414,0.776,1.56,1.66,1.68,1999,666,588,8.0,2.0,1.65,1.51,1.96,10:30
HOOD,Long,BOUNCE,T1-STRONG_LONG,100,2.0,88.43,84.002,97.286,0.2,MEGA,783.38,0.03,0.9,0.0,11.3,3.0,C,4405,,0.4931,0.284,0.0,0.776,0.293,86.6,88.43,89.3143,38,22,18,4.11,2.0,1.5,84.002,97.286,10:30
MXL,Long,BOUNCE,T1-STRONG_LONG,100,2.0,33.89,30.7781,40.1138,1.1,HIGH,81.43,0.04,2.2,4.0,68.9,99.9,A,607,,0.4897,0.284,0.103,0.776,0.466,31.73,33.89,34.2289,105,32,28,8.81,2.0,1.71,30.7781,40.1138,10:30
QBTS,Long,BOUNCE,T1-STRONG_LONG,100,2.0,21.24,19.8123,24.0955,1.8,MEGA,360.0,0.08,1.1,1.0,11.6,8.4,A,957,,0.4767,0.284,0.267,0.776,0.776,20.425,21.24,21.4524,163,70,60,5.99,2.0,1.61,19.8123,24.0955,10:30
CORZ,Long,BOUNCE,T1-STRONG_LONG,100,2.0,21.19,20.1663,23.2374,0.3,MEGA,233.51,0.05,1.2,1.0,17.6,3.2,C,152,,0.4379,0.284,0.017,0.776,0.595,20.79,21.19,21.4019,160,97,80,3.92,2.0,1.49,20.1663,23.2374,10:30
