ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,checked_at,scan_date
GVH,Short,T3-SHORT,80,RESISTANCE,2.035,2.04,1.94,2.0,2.52,1.8297,1048473.0,1.72,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
GVH,Long,T2-LONG,50,PULLBACK,1.94,1.905,2.035,2.0,2.52,1.8297,1048473.0,3.09,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
FCHL,Short,T5-SHORT,48,RESISTANCE,2.175,2.1899,2.07,2.13,2.25,1.71,541391.0,2.07,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
WNW,Short,T3-SHORT,80,RESISTANCE,0.0635,0.0638,0.0626,0.0586,0.0675,0.0547,36731431.0,7.72,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
SRXH,Short,T5-SHORT,25,RESISTANCE,0.1418,0.1425,0.1249,0.131,0.1471,0.131,18640280.0,7.62,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
BURU,Short,T2-SHORT,80,RESISTANCE,0.1758,0.1762,0.1689,0.1733,0.1799,0.1716,11169383.0,1.42,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
BURU,Long,T3-LONG_WATCH,11,PULLBACK,0.1599,0.1559,0.1758,0.1733,0.1799,0.1716,11169383.0,8.38,TARGET_HIT,3.98,2026-04-02_0551,2026-04-02_0516
JTAI,Short,T2-SHORT,80,RESISTANCE,0.0844,0.0846,0.0829,0.0833,0.0876,0.0821,5148307.0,1.3,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
MGN,Long,T3-LONG_WATCH,48,FRESH_HOLD,0.155,0.1542,0.1619,0.1555,0.1732,0.1484,3751604.0,0.32,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
MGN,Short,T5-SHORT,21,RESISTANCE,0.1619,0.1626,0.155,0.1555,0.1732,0.1484,3751604.0,3.95,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
VRAX,Long,T2-LONG,51,PULLBACK,0.1823,0.1806,0.29,0.198,0.205,0.1649,5587904.0,8.61,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
VRAX,Long,T2-LONG,51,FRESH_HOLD,0.1935,0.19,0.29,0.198,0.205,0.1649,5587904.0,2.33,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
MIST,Short,T3-SHORT,80,RESISTANCE,1.345,1.3499,1.24,1.31,1.36,1.22,2645221.0,2.6,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
MIST,Long,T3-LONG_WATCH,45,PULLBACK,1.23,1.19,1.345,1.31,1.36,1.22,2645221.0,6.5,TARGET_HIT,2.87,2026-04-02_0551,2026-04-02_0516
BTQ,Short,T3-SHORT,80,RESISTANCE,2.62,2.63,2.53,2.59,2.86,2.52,2020055.0,1.15,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
HUBC,Short,T3-SHORT,69,RESISTANCE,0.0945,0.0964,0.0856,0.089,0.1024,0.0618,25529104.0,5.82,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
HUBC,Long,T3-LONG_WATCH,44,PULLBACK,0.0856,0.0853,0.0945,0.089,0.1024,0.0618,25529104.0,3.97,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
ONDS,Short,T3-SHORT,80,RESISTANCE,9.35,9.44,8.28,8.81,9.35,8.78,50586271.0,5.78,WINNING,6.0,2026-04-02_0551,2026-04-02_0516
ONDS,Long,T3-LONG_WATCH,60,PULLBACK,8.2,8.15,9.35,8.81,9.35,8.78,50586271.0,7.44,TARGET_HIT,23.0,2026-04-02_0551,2026-04-02_0516
FFAI,Short,T3-SHORT,80,RESISTANCE,0.251,0.2522,0.2457,0.2496,0.285,0.24,17840838.0,0.56,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
FFAI,Long,T3-LONG_WATCH,35,FRESH_HOLD,0.2457,0.245,0.251,0.2496,0.285,0.24,17840838.0,1.59,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
QNCX,Short,T5-SHORT,40,RESISTANCE,0.1169,0.1173,0.1013,0.1023,0.1075,0.098,10481347.0,12.49,TARGET_HIT,39.0,2026-04-02_0551,2026-04-02_0516
GV,Short,T5-SHORT,28,RESISTANCE,0.2301,0.2313,0.1996,0.205,0.2686,0.2,6478927.0,10.91,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
PSKY,Short,T3-SHORT,80,RESISTANCE,9.62,9.72,9.32,9.25,9.28,8.97,7065427.0,3.85,TARGET_HIT,3.0,2026-04-02_0551,2026-04-02_0516
SLDE,Short,T3-SHORT,80,RESISTANCE,18.18,18.22,17.8,17.9,18.21,17.77,965005.0,1.54,TARGET_HIT,9.5,2026-04-02_0551,2026-04-02_0516
TSSI,Long,T3-LONG_WATCH,59,PULLBACK,13.2,12.93,16.57,13.95,14.35,13.1,1473367.0,5.68,WINNING,2.78,2026-04-02_0551,2026-04-02_0516
DVLT,Short,T3-SHORT,80,RESISTANCE,0.6902,0.6916,0.65,0.6784,0.6995,0.6401,49683024.0,1.71,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
DVLT,Long,T3-LONG_WATCH,64,PULLBACK,0.645,0.6305,0.6902,0.6784,0.6995,0.6401,49683024.0,5.18,TARGET_HIT,3.12,2026-04-02_0551,2026-04-02_0516
BLND,Short,T3-SHORT,80,RESISTANCE,1.95,1.98,1.86,1.9,1.9199,1.71,2985392.0,2.56,TARGET_HIT,3.0,2026-04-02_0551,2026-04-02_0516
BLND,Long,T3-LONG_WATCH,56,PULLBACK,1.75,1.67,1.95,1.9,1.9199,1.71,2985392.0,8.57,WINNING,1.87,2026-04-02_0551,2026-04-02_0516
TMDE,Long,T3-LONG_WATCH,17,FRESH_HOLD,1.0493,1.04,1.08,1.06,1.13,1.04,218877.0,1.02,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
TMDE,Short,T5-SHORT,8,RESISTANCE,1.08,1.09,1.0493,1.06,1.13,1.04,218877.0,1.85,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
TURB,Short,T2-SHORT,80,RESISTANCE,2.39,2.4,2.28,2.35,2.7,2.35,329360.0,1.67,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
TURB,Long,T3-LONG_WATCH,39,PULLBACK,2.19,2.1719,2.39,2.35,2.7,2.35,329360.0,7.31,TARGET_HIT,11.05,2026-04-02_0551,2026-04-02_0516
TPET,Long,T3-LONG_WATCH,57,FRESH_HOLD,0.6744,0.6704,0.71,0.686,0.699,0.6191,7203308.0,1.72,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
TPET,Short,T5-SHORT,8,RESISTANCE,0.71,0.7117,0.6744,0.686,0.699,0.6191,7203308.0,3.38,TARGET_HIT,20.94,2026-04-02_0551,2026-04-02_0516
EONR,Short,T3-SHORT,62,RESISTANCE,0.8098,0.8174,0.78,0.8041,0.8499,0.73,7112976.0,0.7,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
RBNE,Short,T5-SHORT,31,RESISTANCE,2.21,2.23,2.065,2.09,2.29,2.03,1497322.0,5.43,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
USEG,Short,T2-SHORT,80,RESISTANCE,0.8859,0.888,0.8523,0.8788,0.8941,0.8227,2335366.0,0.8,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
ALTS,Short,T3-SHORT,80,RESISTANCE,1.12,1.125,1.09,1.1,1.18,1.1,1377896.0,1.79,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
STLA,Long,T3-LONG_WATCH,55,FRESH_HOLD,7.22,7.11,7.45,7.43,7.44,7.19,33077793.0,2.91,WINNING,1.91,2026-04-02_0551,2026-04-02_0516
NOK,Long,T3-LONG_WATCH,65,FRESH_HOLD,8.1,8.05,8.49,8.27,8.43,8.08,41282375.0,2.1,WINNING,3.4,2026-04-02_0551,2026-04-02_0516
NIO,Short,T5-SHORT,55,RESISTANCE,6.53,6.59,6.12,6.2,6.36,6.06,46562759.0,5.05,TARGET_HIT,6.83,2026-04-02_0551,2026-04-02_0516
NIO,Long,T3-LONG_WATCH,31,FRESH_HOLD,6.12,6.03,6.53,6.2,6.36,6.06,46562759.0,1.31,WINNING,0.89,2026-04-02_0551,2026-04-02_0516
GPUS,Short,T3-SHORT,80,RESISTANCE,0.1483,0.1487,0.1429,0.1479,0.1541,0.1431,5372574.0,0.27,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
GPUS,Long,T3-LONG_WATCH,40,PULLBACK,0.1424,0.14,0.1483,0.1479,0.1541,0.1431,5372574.0,3.86,TARGET_HIT,2.46,2026-04-02_0551,2026-04-02_0516
MOBX,Short,T5-SHORT,15,RESISTANCE,0.2821,0.2828,0.166,0.2796,0.3339,0.2777,8927140.0,0.89,STOPPED,-1.0,2026-04-02_0551,2026-04-02_0516
