ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,scan_date,asof
GCL,SHORT,CONVICTION,72.0,DOUBLE_REJECTION_SHORT,0.7,0.71,0.65,0.65,13358,6.51,CHOP,0.6997,LIMIT,2026-05-21,2026-05-21T07:48:48.114174
NOK,SHORT,CONVICTION,72.0,DOUBLE_REJECTION_SHORT,14.05,14.19,12.97,13.65,723,7.81,CHOP,14.05,LIMIT,2026-05-21,2026-05-21T07:51:43.733081
SIMO,SHORT,CONVICTION,72.0,DOUBLE_REJECTION_SHORT,256.79,261.1,242.17,242.17,23,3.4,CHOP,256.79,LIMIT,2026-05-21,2026-05-21T07:59:44.867559
CYRX,SHORT,CONVICTION,72.0,DOUBLE_REJECTION_SHORT,13.94,14.24,13.31,12.27,334,2.11,CHOP,13.94,LIMIT,2026-05-21,2026-05-21T08:06:32.491379
CVCO,SHORT,CONVICTION,71.5,BEAR_REJECTION_PENDING,482.82,489.66,466.35,422.81,14,2.41,CHOP,482.21,LIMIT,2026-05-21,2026-05-21T08:06:14.458715
PENG,LONG,CONVICTION,71.1,BULL_BOUNCE_PENDING,48.38,47.06,50.8,,75,1.83,CHOP,48.955,LIMIT,2026-05-21,2026-05-21T08:23:24.769856
RXO,LONG,CONVICTION,71.0,CHANNEL_GAP_BREAKOUT_LONG,23.75,22.56,24.94,,84,1.0,CHOP,23.75,LIMIT,2026-05-21,2026-05-21T07:58:04.834871
ORIS,LONG,CONVICTION,71.0,BULL_BOUNCE_PENDING,0.48,0.4,0.5,,1322,0.32,CHOP,0.4116,STOP,2026-05-21,2026-05-21T08:23:46.783709
INTC,SHORT,CONVICTION,70.5,BEAR_REJECTION_PENDING,117.08,130.09,111.23,,7,0.45,CHOP,114.785,LIMIT,2026-05-21,2026-05-21T07:50:48.960136
VELO,LONG,CONVICTION,70.2,BULL_BOUNCE_PENDING,19.55,18.5,20.53,,94,0.93,CHOP,19.95,LIMIT,2026-05-21,2026-05-21T08:20:23.575150
TENB,SHORT,CONVICTION,70.1,BEAR_REJECTION_PENDING,24.82,25.59,23.3,22.41,129,1.96,CHOP,24.7,LIMIT,2026-05-21,2026-05-21T07:57:08.840008
FICO,SHORT,CONVICTION,70.1,BEAR_REJECTION_PENDING,1237.5,1252.89,1081.39,1189.8,6,10.15,CHOP,1236.505,LIMIT,2026-05-21,2026-05-21T08:00:50.038219
CIEN,SHORT,CONVICTION,70.0,DOUBLE_REJECTION_SHORT,584.66,589.8,563.49,554.21,19,4.12,CHOP,584.665,LIMIT,2026-05-21,2026-05-21T07:59:05.111006
HIVE,LONG,CONVICTION,70.0,BULL_BOUNCE_PENDING,3.9,3.53,4.09,,268,0.52,CHOP,3.735,STOP,2026-05-21,2026-05-21T08:08:47.116929
VIVO,LONG,CONVICTION,70.0,BULL_BOUNCE_PENDING,4.79,4.52,5.02,,373,0.89,CHOP,4.8001,LIMIT,2026-05-21,2026-05-21T08:19:48.645939
XNDU,SHORT,CONVICTION,70.0,DOUBLE_REJECTION_SHORT,14.79,14.99,14.1,13.3,512,3.54,CHOP,14.79,LIMIT,2026-05-21,2026-05-21T08:22:14.629556
NVDA,LONG,CONVICTION,69.4,BULL_BOUNCE_PENDING,215.31,210.44,233.0,227.59,20,3.63,CHOP,219.705,LIMIT,2026-05-21,2026-05-21T07:52:18.025917
S,SHORT,CONVICTION,69.0,DOUBLE_REJECTION_SHORT,18.02,18.41,16.2,17.1,260,4.76,CHOP,18.025,LIMIT,2026-05-21,2026-05-21T07:56:18.607089
BKKT,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,9.97,8.68,10.47,,77,0.39,CHOP,10.1701,LIMIT,2026-05-21,2026-05-21T07:57:00.815074
RBRK,SHORT,CONVICTION,69.0,DOUBLE_REJECTION_SHORT,65.91,66.79,61.0,59.7,112,5.53,CHOP,65.905,LIMIT,2026-05-21,2026-05-21T08:14:37.186366
SAIA,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,452.01,445.7,473.14,469.07,15,3.35,CHOP,454.25,LIMIT,2026-05-21,2026-05-21T08:15:38.106701
DGXX,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,7.64,6.6,8.03,,95,0.36,CHOP,7.8,LIMIT,2026-05-21,2026-05-21T08:22:57.727041
MXL,LONG,CONVICTION,68.6,BULL_BOUNCE_PENDING,94.97,91.69,105.0,106.6,30,3.06,CHOP,96.07,LIMIT,2026-05-21,2026-05-21T08:24:57.273021
FCEL,SHORT,CONVICTION,68.0,DOUBLE_REJECTION_SHORT,23.46,23.77,21.01,21.01,320,7.86,CHOP,23.46,LIMIT,2026-05-21,2026-05-21T08:06:54.493603
PURR,LONG,CONVICTION,67.6,BULL_BOUNCE_PENDING,8.57,8.08,8.99,,205,0.88,CHOP,8.74,LIMIT,2026-05-21,2026-05-21T07:55:22.402432
OUST,LONG,CONVICTION,67.6,BULL_BOUNCE_PENDING,32.34,30.39,36.85,,51,2.31,CHOP,33.0,LIMIT,2026-05-21,2026-05-21T08:21:37.540555
CLSK,SHORT,CONVICTION,67.0,BEAR_REJECTION_PENDING,15.94,17.51,15.14,,63,0.51,CHOP,15.625,LIMIT,2026-05-21,2026-05-21T07:55:02.676158
NIO,LONG,CONVICTION,66.9,BULL_BOUNCE_PENDING,5.35,4.92,6.17,,231,1.91,CHOP,5.4561,LIMIT,2026-05-21,2026-05-21T07:53:12.847740
NIVF,LONG,CONVICTION,66.8,BULL_BOUNCE_PENDING,1.2,0.82,1.26,,263,0.16,CHOP,1.2198,LIMIT,2026-05-21,2026-05-21T08:18:27.438391
APPS,LONG,CONVICTION,66.2,CHANNEL_GAP_BREAKOUT_LONG,4.58,4.42,4.81,,615,1.41,CHOP,4.585,LIMIT,2026-05-21,2026-05-21T07:57:20.639309
AGYS,SHORT,CONVICTION,66.0,BEAR_REJECTION_PENDING,79.98,82.21,68.0,74.0,44,5.37,CHOP,79.53,LIMIT,2026-05-21,2026-05-21T07:58:47.198656
SITM,SHORT,CONVICTION,66.0,BEAR_REJECTION_PENDING,708.14,727.98,612.53,,5,4.82,CHOP,705.21,LIMIT,2026-05-21,2026-05-21T08:15:59.277457
TPB,SHORT,CONVICTION,66.0,BEAR_REJECTION_PENDING,90.07,91.66,87.1,77.81,63,1.87,CHOP,90.01,LIMIT,2026-05-21,2026-05-21T08:17:13.752981
MNTS,SHORT,CONVICTION,66.0,DOUBLE_REJECTION_SHORT,7.11,7.26,6.88,6.12,684,1.57,CHOP,7.11,LIMIT,2026-05-21,2026-05-21T08:20:39.638616
APLD,LONG,CONVICTION,65.9,BULL_BOUNCE_PENDING,45.17,41.74,47.43,,29,0.66,CHOP,46.0951,LIMIT,2026-05-21,2026-05-21T08:03:27.357341
VRNS,LONG,CONVICTION,65.8,BULL_BOUNCE_PENDING,30.66,29.99,32.1,34.27,149,2.16,CHOP,30.82,LIMIT,2026-05-21,2026-05-21T07:58:32.974803
AS,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,34.41,33.83,38.69,37.98,172,7.38,CHOP,34.91,LIMIT,2026-05-21,2026-05-21T08:04:02.920000
LSCC,LONG,CONVICTION,65.0,CHANNEL_GAP_BREAKOUT_LONG,139.39,134.45,146.36,,20,1.41,CHOP,139.39,LIMIT,2026-05-21,2026-05-21T08:11:23.364275
AGAE,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,0.53,0.51,0.57,,4450,1.76,CHOP,0.5421,LIMIT,2026-05-21,2026-05-21T08:19:04.731038
GPUS,LONG,CONVICTION,64.5,CHANNEL_GAP_BREAKOUT_LONG,0.15,0.15,0.16,,33898,2.55,CHOP,0.1507,LIMIT,2026-05-21,2026-05-21T08:07:59.568962
AMPG,LONG,CONVICTION,64.3,BULL_BOUNCE_PENDING,4.69,4.46,4.93,,422,0.99,CHOP,4.79,LIMIT,2026-05-21,2026-05-21T07:49:39.309215
PSNL,SHORT,CONVICTION,64.2,BEAR_REJECTION_PENDING,8.53,8.9,7.21,7.54,265,3.49,CHOP,8.36,LIMIT,2026-05-21,2026-05-21T08:22:22.364885
BLDP,LONG,CONVICTION,64.1,CHANNEL_GAP_BREAKOUT_LONG,5.04,4.79,5.29,,396,1.0,CHOP,5.04,LIMIT,2026-05-21,2026-05-21T08:04:42.541402
TATT,SHORT,CONVICTION,64.1,BEAR_REJECTION_PENDING,38.11,38.87,32.46,33.3,130,7.37,CHOP,37.36,LIMIT,2026-05-21,2026-05-21T08:16:57.590616
MLAB,SHORT,CONVICTION,64.0,DOUBLE_REJECTION_SHORT,105.4,107.25,93.69,96.72,54,6.32,CHOP,105.4,LIMIT,2026-05-21,2026-05-21T08:11:57.671290
TTMI,SHORT,CONVICTION,64.0,DOUBLE_REJECTION_SHORT,175.75,177.86,168.15,165.94,47,3.6,CHOP,175.75,LIMIT,2026-05-21,2026-05-21T08:17:19.177855
OXSQ,LONG,CONVICTION,64.0,BULL_BOUNCE_PENDING,1.35,1.27,1.48,1.55,1353,1.83,CHOP,1.375,LIMIT,2026-05-21,2026-05-21T08:21:03.929828
GDDY,SHORT,CONVICTION,63.5,BEAR_REJECTION_PENDING,93.67,97.85,86.38,,23,1.74,CHOP,91.83,LIMIT,2026-05-21,2026-05-21T08:07:03.763459
IMMX,LONG,CONVICTION,63.0,BULL_BOUNCE_PENDING,7.96,7.6,8.76,9.14,274,2.19,CHOP,8.123,LIMIT,2026-05-21,2026-05-21T08:27:14.639055
ABVX,LONG,CONVICTION,62.8,BULL_BOUNCE_PENDING,117.68,113.16,133.05,133.05,22,3.4,CHOP,120.08,LIMIT,2026-05-21,2026-05-21T08:02:00.828182
POET,SHORT,CONVICTION,62.6,BEAR_REJECTION_PENDING,14.37,15.13,13.05,,130,1.72,CHOP,14.365,LIMIT,2026-05-21,2026-05-21T07:49:19.361663
GRAL,LONG,CONVICTION,62.1,BULL_BOUNCE,65.78,53.9,105.66,,8,3.35,CHOP,65.785,LIMIT,2026-05-21,2026-05-21T08:08:09.917169
NPKI,SHORT,CONVICTION,62.0,DOUBLE_REJECTION_SHORT,15.33,15.73,13.88,13.56,252,3.66,CHOP,15.33,LIMIT,2026-05-21,2026-05-21T08:13:04.752057
VSAT,LONG,CONVICTION,62.0,CHANNEL_GAP_BREAKOUT_LONG,76.7,72.86,80.54,,26,1.0,CHOP,76.7,LIMIT,2026-05-21,2026-05-21T08:17:56.382905
FMAC,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,9.94,9.87,10.44,,1436,7.14,CHOP,9.95,LIMIT,2026-05-21,2026-05-21T08:25:11.287720
MEHA,SHORT,CONVICTION,61.9,BEAR_REJECTION_PENDING,0.08,0.08,0.07,,12471,0.47,CHOP,0.0755,LIMIT,2026-05-21,2026-05-21T07:52:53.432625
MBLY,SHORT,CONVICTION,61.7,BEAR_REJECTION_PENDING,9.96,10.29,8.7,8.8,297,3.74,CHOP,9.76,LIMIT,2026-05-21,2026-05-21T07:56:26.320648
ALK,SHORT,CONVICTION,61.4,BEAR_REJECTION_PENDING,40.02,41.04,37.04,37.69,98,2.93,CHOP,39.24,LIMIT,2026-05-21,2026-05-21T08:02:51.186294
SFM,SHORT,CONVICTION,61.1,BEAR_REJECTION_PENDING,86.53,87.72,82.88,75.51,84,3.07,CHOP,85.99,LIMIT,2026-05-21,2026-05-21T07:58:17.916723
CDNA,LONG,CONVICTION,61.0,BULL_BOUNCE_PENDING,20.89,17.83,21.94,,32,0.34,CHOP,21.32,LIMIT,2026-05-21,2026-05-21T08:05:40.760390
HUN,SHORT,CONVICTION,61.0,BEAR_REJECTION_PENDING,14.34,15.03,12.51,,144,2.64,CHOP,14.06,LIMIT,2026-05-21,2026-05-21T08:08:56.160056
STFS,LONG,CONVICTION,61.0,BULL_BOUNCE_PENDING,8.8,8.11,9.24,,145,0.64,CHOP,8.84,LIMIT,2026-05-21,2026-05-21T08:26:05.808449
SOPAQ,SHORT,CONVICTION,61.0,BEAR_REJECTION_PENDING,0.03,0.03,0.03,,40849,0.65,CHOP,0.0311,LIMIT,2026-05-21,2026-05-21T08:27:48.556183
CRML,SHORT,CONVICTION,60.7,BEAR_REJECTION_PENDING,11.11,11.45,10.04,10.34,290,3.11,CHOP,11.085,LIMIT,2026-05-21,2026-05-21T08:05:59.153597
ALP,SHORT,CONVICTION,60.5,BEAR_REJECTION_PENDING,0.33,0.35,0.29,,6434,2.78,CHOP,0.334201,LIMIT,2026-05-21,2026-05-21T07:54:04.691701
EVTV,LONG,CONVICTION,60.5,BULL_BOUNCE_PENDING,2.13,2.04,2.32,2.46,1108,2.11,CHOP,2.14,LIMIT,2026-05-21,2026-05-21T07:54:23.238563
BBBY,SHORT,CONVICTION,60.4,BEAR_REJECTION_PENDING,5.64,5.74,5.38,5.11,938,2.4,CHOP,5.525,LIMIT,2026-05-21,2026-05-21T08:04:29.246964
IBRX,SHORT,CONVICTION,60.3,BEAR_REJECTION_PENDING,7.83,8.09,6.78,6.85,382,4.01,CHOP,7.675,LIMIT,2026-05-21,2026-05-21T07:50:28.143006
IPGP,LONG,CONVICTION,60.1,CHANNEL_GAP_BREAKOUT_LONG,121.0,114.95,130.47,,16,1.57,CHOP,121.0,LIMIT,2026-05-21,2026-05-21T08:09:43.379902
