ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,scan_date,asof
DDD,LONG,CONVICTION,62.5,BULL_BOUNCE_PENDING,3.22,3.13,3.56,3.69,1111,3.79,FAVORABLE,3.29,LIMIT,2026-05-27,2026-05-27T07:10:12.994388
NVDA,LONG,CONVICTION,62.2,BULL_BOUNCE_PENDING,208.34,205.97,214.12,222.29,42,2.43,FAVORABLE,210.96,LIMIT,2026-05-27,2026-05-27T07:18:25.842863
FLY,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,56.26,53.91,62.93,62.5,42,2.84,FAVORABLE,57.4101,LIMIT,2026-05-27,2026-05-27T07:11:41.155745
NP,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,28.58,27.73,30.1,30.95,118,1.8,FAVORABLE,29.16,LIMIT,2026-05-27,2026-05-27T07:17:53.233880
SLNH,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,1.85,1.75,2.03,,990,1.76,FAVORABLE,1.89,LIMIT,2026-05-27,2026-05-27T07:22:29.454623
DNLI,LONG,CONVICTION,61.5,BULL_BOUNCE_PENDING,19.62,19.28,22.34,20.65,296,8.07,FAVORABLE,19.95,LIMIT,2026-05-27,2026-05-27T07:10:30.052466
SMR,LONG,CONVICTION,61.5,BULL_BOUNCE_CONFIRMED,12.05,11.34,12.66,,140,0.85,FAVORABLE,12.055,LIMIT,2026-05-27,2026-05-27T07:22:41.540379
VSAT,LONG,CONVICTION,61.4,BULL_BOUNCE_PENDING,82.25,80.7,84.71,86.0,64,1.59,FAVORABLE,83.542796,LIMIT,2026-05-27,2026-05-27T07:25:14.847986
CBRS,SHORT,CONVICTION,61.4,BEAR_REJECTION_PENDING,268.96,270.85,243.98,243.86,52,13.23,FAVORABLE,263.69,LIMIT,2026-05-27,2026-05-27T07:27:23.288914
CRML,LONG,CONVICTION,61.2,BULL_BOUNCE_PENDING,11.22,10.9,12.0,,315,2.46,FAVORABLE,11.3,LIMIT,2026-05-27,2026-05-27T07:09:23.798554
MANH,LONG,CONVICTION,61.2,BULL_BOUNCE_CONFIRMED,139.56,133.9,149.0,158.77,17,1.67,FAVORABLE,139.555,LIMIT,2026-05-27,2026-05-27T07:15:40.673957
CCOI,LONG,CONVICTION,61.0,CHANNEL_RECLAIM_LONG,19.74,18.94,22.3,21.89,124,3.19,FAVORABLE,19.74,LIMIT,2026-05-27,2026-05-27T07:08:06.435860
NCRA,LONG,CONVICTION,61.0,CHANNEL_RECLAIM_LONG,0.26,0.23,0.27,,3375,0.44,FAVORABLE,0.2595,LIMIT,2026-05-27,2026-05-27T07:17:19.930078
NN,LONG,CONVICTION,61.0,BULL_BOUNCE,21.84,20.37,24.1,,68,1.54,FAVORABLE,21.841,LIMIT,2026-05-27,2026-05-27T07:17:27.952075
NTSK,LONG,CONVICTION,61.0,BULL_BOUNCE_PENDING,11.01,10.06,12.85,,106,1.96,FAVORABLE,11.23,LIMIT,2026-05-27,2026-05-27T07:18:09.047796
VRAX,LONG,CONVICTION,61.0,BULL_BOUNCE,0.21,0.13,0.22,,1303,0.12,FAVORABLE,0.210601,LIMIT,2026-05-27,2026-05-27T07:30:59.693478
OSRH,SHORT,CONVICTION,60.9,CHANNEL_GAP_BREAKDOWN_SHORT,0.51,0.53,0.46,,6487,3.43,FAVORABLE,0.5138,LIMIT,2026-05-27,2026-05-27T07:30:04.600418
ACHR,LONG,CONVICTION,60.6,BULL_BOUNCE_PENDING,6.21,6.06,6.54,7.17,664,2.17,FAVORABLE,6.34,LIMIT,2026-05-27,2026-05-27T07:04:18.340254
EVTL,LONG,CONVICTION,60.6,BULL_BOUNCE_PENDING,2.72,2.61,2.98,3.0,884,2.3,FAVORABLE,2.725,LIMIT,2026-05-27,2026-05-27T07:11:10.112465
SATL,SHORT,CONVICTION,60.6,BEAR_REJECTION_PENDING,9.64,10.79,9.16,,86,0.42,FAVORABLE,9.505,LIMIT,2026-05-27,2026-05-27T07:21:31.351345
ALTO,LONG,CONVICTION,60.4,BULL_BOUNCE_PENDING,5.29,5.17,5.59,6.08,838,2.5,FAVORABLE,5.34,LIMIT,2026-05-27,2026-05-27T07:05:14.207591
JBLU,LONG,CONVICTION,60.3,BULL_BOUNCE_PENDING,5.45,5.25,5.75,,509,1.53,FAVORABLE,5.53,LIMIT,2026-05-27,2026-05-27T07:14:31.009045
GGAL,LONG,CONVICTION,60.0,BULL_BOUNCE_CONFIRMED,47.09,35.25,49.44,,8,0.2,FAVORABLE,47.09,LIMIT,2026-05-27,2026-05-27T07:12:16.941359
SPIR,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,23.9,22.25,25.09,,60,0.73,FAVORABLE,24.385,LIMIT,2026-05-27,2026-05-27T07:23:17.002564
SBFM,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,0.42,0.32,0.45,,990,0.21,FAVORABLE,0.4325,LIMIT,2026-05-27,2026-05-27T07:30:38.648826
