ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
EYE,Long,PULLBACK,T1-STRONG_LONG,100,17.22,15.9662,19.7276,17.655,2.0,1.2538,18.25,5.6,APPROACH,4,4,"1d,1h,30m,4h",17.22,16.46,MIXED,EXCITED,60824979,1.2,1.1,0,0,22.7,23,8,78.1,HIGH,0.04,17.655,17.58,17.73,0.9,PREMIUM,DISCOUNT,473,4,68,5.2,B,True,0.9460714285714283,1.33,N/A,
IRWD,Long,PULLBACK,T2-LONG,100,3.315,3.1719,3.7901,3.36,3.3,0.1431,3.63,8.7,WAITING,2,2,"1h,4h",3.315,3.27,HIGHWAY,EXCITED,4201007,1.2,1.0,0,0,20.2,28,8,135.31,HIGH,0.02,3.36,3.35,3.37,0.6,PREMIUM,DISCOUNT,88,11,57,4.4,C,True,0.21128571428571424,0.68,N/A,
FUN,Long,BOUNCE,T1-STRONG_LONG,100,24.39,21.7571,29.6558,,2.0,2.6329,24.39,2.8,CLOSE,9,7,"10m,15m,1d,1h,30m,4h,5m",23.7,22.43,MIXED,EXCITED,424630767,1.2,1.2,0,0,20.9,35,8,86.16,HIGH,0.03,23.35,23.14,23.56,1.8,PREMIUM,DISCOUNT,1274,9,245,5.6,B,False,1.2117785714285716,2.17,N/A,
DRVN,Long,BOUNCE,T1-STRONG_LONG,100,13.83,12.8137,16.9,13.895,3.0,1.0163,13.83,0.7,CLOSE,4,2,"1h,4h",13.74,13.21,MIXED,EXCITED,45970068,1.2,0.9,0,0,13.8,25,8,59.85,HIGH,0.03,13.895,13.54,14.25,5.2,MID,DISCOUNT,453,6,163,22.2,A,True,0.5807857142857146,1.75,N/A,
MRX,Long,PULLBACK,T1-STRONG_LONG,100,58.68,56.2503,63.5394,62.135,2.0,2.4297,63.35,7.4,WAITING,2,2,"1d,4h",58.68,57.99,HIGHWAY,EXCITED,104236681,1.5,1.5,0,0,19.4,42,8,51.03,HIGH,0.02,62.135,61.91,62.36,0.7,PREMIUM,DISCOUNT,2673,13,1361,99.9,A,False,2.926057142857144,0.83,N/A,
CVLT,Long,BOUNCE,T2-LONG,100,126.83,118.1169,144.2562,,2.0,8.7131,126.83,0.4,CLOSE,4,2,"1h,4h",126.33,121.77,OPEN_ROAD,EXCITED,95174889,1.5,1.4,0,0,11.0,31,8,40.72,MED,0.03,124.49,125.28,123.7,-1.3,PREMIUM,DISCOUNT,3571,8,2918,6.0,B,False,5.508492857142859,1.58,N/A,
ATRC,Long,BOUNCE,T2-LONG,90,28.41,26.481,34.305,,3.1,1.929,28.41,2.1,CLOSE,7,5,"15m,1m,30m,4h,5m",27.81,27.3,HIGHWAY,EXCITED,6016322,1.4,1.0,0,0,7.3,23,8,48.55,MED,0.02,27.41,27.51,27.31,-0.7,PREMIUM,PREMIUM,539,1,50,20.7,D,False,1.2871428571428567,1.5,N/A,
CXT,Long,PULLBACK,T1-STRONG_LONG,85,41.01,36.4623,50.1054,,2.0,4.5477,41.01,4.6,APPROACH,13,6,"10m,15m,1h,30m,4h,5m",39.13,37.59,OPEN_ROAD,EXCITED,69617408,1.1,1.2,0,0,16.2,28,8,57.37,HIGH,0.02,37.775,37.59,37.96,1.0,PREMIUM,PREMIUM,550,3,419,2.5,C,False,1.8749285714285722,2.43,N/A,
PRKS,Long,BOUNCE,T1-STRONG_LONG,97,46.44,42.8449,53.6302,,2.0,3.5951,46.44,2.4,CLOSE,6,6,"10m,15m,1h,1m,30m,5m",45.315,44.17,OPEN_ROAD,EXCITED,26526987,1.1,1.1,0,0,18.5,46,8,19.12,MED,0.05,44.37,44.08,44.66,1.3,PREMIUM,PREMIUM,2162,11,904,2.1,C,False,2.0782142857142856,1.73,N/A,
MAN,Long,BOUNCE,T1-STRONG_LONG,100,34.0,31.6705,38.659,,2.0,2.3295,34.0,1.5,CLOSE,10,7,"10m,15m,1d,1h,30m,4h,5m",33.5,32.65,HIGHWAY,EXCITED,18908760,1.2,1.0,0,0,7.7,35,8,41.94,MED,0.02,33.035,33.07,33.0,-0.2,FLAT,FLAT,1169,4,670,7.1,B,False,1.5314785714285712,1.52,N/A,
