ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,checked_at,scan_date
NEXT,Short,T3-SHORT,63,RESISTANCE,7.6,7.62,6.07,7.63,7.835,7.58,0.0,-0.39,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
UMAC,Short,T3-SHORT,80,RESISTANCE,12.77,12.8,11.25,12.34,12.34,11.75,0.0,3.37,WINNING,14.33,2026-04-02_0641,2026-04-02_0516
UMAC,Long,T3-LONG_WATCH,64,PULLBACK,11.25,11.08,12.77,12.25,12.34,11.75,0.0,8.89,WINNING,5.88,2026-04-02_0641,2026-04-02_0516
KALA,Short,T3-SHORT,80,RESISTANCE,0.1702,0.1718,0.1654,0.1615,0.1615,0.16,2102665417.0,5.11,TARGET_HIT,3.0,2026-04-02_0641,2026-04-02_0516
VIR,Long,T3-LONG_WATCH,56,PULLBACK,8.64,8.47,9.57,8.78,8.78,8.65,26798042.0,1.62,WINNING,0.82,2026-04-02_0641,2026-04-02_0516
LFST,Short,T2-SHORT,80,RESISTANCE,6.55,6.57,5.1,6.25,6.28,6.24,11619.0,4.58,WINNING,15.0,2026-04-02_0641,2026-04-02_0516
MASK,Long,T2-LONG,75,PULLBACK,1.97,1.865,2.2001,1.916,2.06,1.9,0.0,-2.74,LOSING,-0.51,2026-04-02_0641,2026-04-02_0516
MASK,Short,T5-SHORT,57,RESISTANCE,2.2063,2.2182,2.115,1.9,2.06,1.9,0.0,13.88,TARGET_HIT,7.67,2026-04-02_0641,2026-04-02_0516
MASK,Long,T3-LONG_WATCH,36,FRESH_HOLD,2.115,2.11,2.2001,1.91,2.06,1.9,0.0,-9.69,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
GVH,Short,T3-SHORT,80,RESISTANCE,2.035,2.04,1.94,2.01,2.02,1.99,609607233.0,1.23,WINNING,5.0,2026-04-02_0641,2026-04-02_0516
GVH,Long,T2-LONG,50,PULLBACK,1.94,1.905,2.035,2.01,2.02,1.99,609607233.0,3.61,WINNING,2.0,2026-04-02_0641,2026-04-02_0516
FCHL,Short,T5-SHORT,48,RESISTANCE,2.175,2.1899,2.07,1.95,1.97,1.91,452.0,10.34,TARGET_HIT,7.05,2026-04-02_0641,2026-04-02_0516
WNW,Short,T3-SHORT,80,RESISTANCE,0.0635,0.0638,0.0626,0.0478,0.0499,0.0461,443024831.0,24.72,TARGET_HIT,3.0,2026-04-02_0641,2026-04-02_0516
SRXH,Short,T5-SHORT,25,RESISTANCE,0.1418,0.1425,0.1249,0.127,0.127,0.1225,198345057.0,10.44,TARGET_HIT,24.14,2026-04-02_0641,2026-04-02_0516
BURU,Short,T2-SHORT,80,RESISTANCE,0.1758,0.1762,0.1689,0.1647,0.1667,0.1625,720719584.0,6.31,TARGET_HIT,17.25,2026-04-02_0641,2026-04-02_0516
BURU,Long,T3-LONG_WATCH,11,PULLBACK,0.1599,0.1559,0.1758,0.1647,0.1667,0.1625,720719584.0,3.0,WINNING,1.2,2026-04-02_0641,2026-04-02_0516
JTAI,Short,T2-SHORT,80,RESISTANCE,0.0844,0.0846,0.0829,0.0808,0.0835,0.0806,199917728.0,4.27,TARGET_HIT,7.5,2026-04-02_0641,2026-04-02_0516
MGN,Long,T3-LONG_WATCH,48,FRESH_HOLD,0.155,0.1542,0.1619,0.1493,0.1499,0.1426,11053.0,-3.68,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
MGN,Short,T5-SHORT,21,RESISTANCE,0.1619,0.1626,0.155,0.149,0.1499,0.1426,11088.0,7.97,TARGET_HIT,9.86,2026-04-02_0641,2026-04-02_0516
VRAX,Long,T2-LONG,51,PULLBACK,0.1823,0.1806,0.29,0.1801,0.1841,0.18,5010.0,-1.21,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
VRAX,Long,T2-LONG,51,FRESH_HOLD,0.1935,0.19,0.29,0.1801,0.1841,0.18,5010.0,-6.93,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
MIST,Short,T3-SHORT,80,RESISTANCE,1.345,1.3499,1.24,1.27,1.28,1.245,0.0,5.58,WINNING,15.31,2026-04-02_0641,2026-04-02_0516
MIST,Long,T3-LONG_WATCH,45,PULLBACK,1.23,1.19,1.345,1.27,1.28,1.245,0.0,3.25,WINNING,1.0,2026-04-02_0641,2026-04-02_0516
BTQ,Short,T3-SHORT,80,RESISTANCE,2.62,2.63,2.53,2.43,2.45,2.4,1879273992.0,7.25,TARGET_HIT,9.0,2026-04-02_0641,2026-04-02_0516
HUBC,Short,T3-SHORT,69,RESISTANCE,0.0945,0.0964,0.0856,0.0661,0.0718,0.0658,0.0,30.05,TARGET_HIT,4.68,2026-04-02_0641,2026-04-02_0516
HUBC,Long,T3-LONG_WATCH,44,PULLBACK,0.0856,0.0853,0.0945,0.066,0.0718,0.0658,0.0,-22.9,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
ONDS,Short,T3-SHORT,80,RESISTANCE,9.35,9.44,8.28,8.555,8.72,8.5,1263056657.0,8.5,WINNING,8.83,2026-04-02_0641,2026-04-02_0516
ONDS,Long,T3-LONG_WATCH,60,PULLBACK,8.2,8.15,9.35,8.575,8.72,8.5,1263056657.0,4.57,WINNING,7.5,2026-04-02_0641,2026-04-02_0516
FFAI,Short,T3-SHORT,80,RESISTANCE,0.251,0.2522,0.2457,0.2434,0.2481,0.24,231745615.0,3.03,TARGET_HIT,4.42,2026-04-02_0641,2026-04-02_0516
FFAI,Long,T3-LONG_WATCH,35,FRESH_HOLD,0.2457,0.245,0.251,0.2428,0.2481,0.24,231745615.0,-1.18,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
QNCX,Short,T5-SHORT,40,RESISTANCE,0.1169,0.1173,0.1013,0.0948,0.1,0.093,1364939555.0,18.91,TARGET_HIT,39.0,2026-04-02_0641,2026-04-02_0516
GV,Short,T5-SHORT,28,RESISTANCE,0.2301,0.2313,0.1996,0.31,0.3131,0.2541,1242816139.0,-34.72,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
PSKY,Short,T3-SHORT,80,RESISTANCE,9.62,9.72,9.32,9.06,9.11,9.02,0.0,5.82,TARGET_HIT,3.0,2026-04-02_0641,2026-04-02_0516
SLDE,Short,T3-SHORT,80,RESISTANCE,18.18,18.22,17.8,17.59,17.64,17.21,248453856.0,3.25,TARGET_HIT,9.5,2026-04-02_0641,2026-04-02_0516
TSSI,Long,T3-LONG_WATCH,59,PULLBACK,13.2,12.93,16.57,13.25,13.37,13.03,1045104518.0,0.38,WINNING,0.19,2026-04-02_0641,2026-04-02_0516
DVLT,Short,T3-SHORT,80,RESISTANCE,0.6902,0.6916,0.65,0.643,0.65,0.63,1093567077.0,6.84,TARGET_HIT,28.71,2026-04-02_0641,2026-04-02_0516
DVLT,Long,T3-LONG_WATCH,64,PULLBACK,0.645,0.6305,0.6902,0.6435,0.65,0.63,1661932614.0,-0.23,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
BLND,Short,T3-SHORT,80,RESISTANCE,1.95,1.98,1.86,1.884,1.905,1.84,1587371351.0,3.38,TARGET_HIT,3.0,2026-04-02_0641,2026-04-02_0516
BLND,Long,T3-LONG_WATCH,56,PULLBACK,1.75,1.67,1.95,1.88,1.905,1.84,1587371351.0,7.43,WINNING,1.62,2026-04-02_0641,2026-04-02_0516
TMDE,Long,T3-LONG_WATCH,17,FRESH_HOLD,1.0493,1.04,1.08,1.605,1.84,1.5703,320203609.0,52.96,TARGET_HIT,3.3,2026-04-02_0641,2026-04-02_0516
TMDE,Short,T5-SHORT,8,RESISTANCE,1.08,1.09,1.0493,1.59,1.84,1.57,1451153609.0,-47.22,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
TURB,Short,T2-SHORT,80,RESISTANCE,2.39,2.4,2.28,3.71,3.74,3.06,0.0,-55.23,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
TURB,Long,T3-LONG_WATCH,39,PULLBACK,2.19,2.1719,2.39,3.7501,3.78,3.06,1038610493.0,71.24,TARGET_HIT,11.05,2026-04-02_0641,2026-04-02_0516
TPET,Long,T3-LONG_WATCH,57,FRESH_HOLD,0.6744,0.6704,0.71,0.8101,0.8484,0.8,0.0,20.12,TARGET_HIT,8.9,2026-04-02_0641,2026-04-02_0516
TPET,Short,T5-SHORT,8,RESISTANCE,0.71,0.7117,0.6744,0.8111,0.8484,0.8,0.0,-14.24,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
EONR,Short,T3-SHORT,62,RESISTANCE,0.8098,0.8174,0.78,0.9577,0.9928,0.935,1460750574.0,-18.26,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
RBNE,Short,T5-SHORT,31,RESISTANCE,2.21,2.23,2.065,2.43,2.45,2.33,0.0,-9.95,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
USEG,Short,T2-SHORT,80,RESISTANCE,0.8859,0.888,0.8523,0.9424,0.99,0.9266,533802762.0,-6.38,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
ALTS,Short,T3-SHORT,80,RESISTANCE,1.12,1.125,1.09,1.08,1.09,1.06,0.0,3.57,TARGET_HIT,6.0,2026-04-02_0641,2026-04-02_0516
STLA,Long,T3-LONG_WATCH,55,FRESH_HOLD,7.22,7.11,7.45,7.43,7.48,7.41,127602790.0,2.91,TARGET_HIT,2.09,2026-04-02_0641,2026-04-02_0516
NOK,Long,T3-LONG_WATCH,65,FRESH_HOLD,8.1,8.05,8.49,8.1,8.14,8.07,17256511.0,0.0,FLAT,0.0,2026-04-02_0641,2026-04-02_0516
NIO,Short,T5-SHORT,55,RESISTANCE,6.53,6.59,6.12,6.14,6.18,5.97,0.0,5.97,TARGET_HIT,6.83,2026-04-02_0641,2026-04-02_0516
NIO,Long,T3-LONG_WATCH,31,FRESH_HOLD,6.12,6.03,6.53,6.14,6.18,5.97,1253560616.0,0.33,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
GPUS,Short,T3-SHORT,80,RESISTANCE,0.1483,0.1487,0.1429,0.1328,0.134,0.1314,0.0,10.45,TARGET_HIT,13.5,2026-04-02_0641,2026-04-02_0516
GPUS,Long,T3-LONG_WATCH,40,PULLBACK,0.1424,0.14,0.1483,0.1328,0.134,0.1314,0.0,-6.74,STOPPED,-1.0,2026-04-02_0641,2026-04-02_0516
MOBX,Short,T5-SHORT,15,RESISTANCE,0.2821,0.2828,0.166,0.269,0.2736,0.2652,0.0,4.64,WINNING,18.71,2026-04-02_0641,2026-04-02_0516
