ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,news
FORM,Long,PULLBACK,T3-LONG_WATCH,70,118.4,117.78,143.08,,10.4,2.368,,130.43,9.2,WAITING,2,2,HIGHWAY,EXCITED,,,HIGH,0.0,128.215,128.22,128.21,-0.0,FLAT,FLAT,6613,20,5671,99.9,A,"1d,4h",118.4,117.78,86942660.0,0.2,1.6,1.0,22.6,43.0,8.0,77.28,
NB,Long,PULLBACK,T1-STRONG_LONG,100,4.98,4.88,5.41,5.195,4.3,0.1,,5.175,3.8,APPROACH,5,4,HIGHWAY,EXCITED,,,HIGH,0.0,5.195,5.14,5.25,2.1,DISCOUNT,DISCOUNT,264,6,23,4.5,B,"15m,1h,30m,5m",4.98,4.88,2017083.0,0.1,0.8,0.0,13.0,40.0,8.0,122.39,
TNGX,Long,PULLBACK,T1-STRONG_LONG,100,20.34,19.96,23.36,21.705,7.4,0.4068,,21.66,6.1,APPROACH,5,5,OPEN_ROAD,EXCITED,,,HIGH,0.0,21.705,21.56,21.85,1.3,DISCOUNT,DISCOUNT,389,12,120,99.9,A,"10m,15m,1h,30m,4h",20.34,19.96,88318862.0,0.0,0.7,0.0,12.1,26.0,8.0,67.74,
AMKR,Long,PULLBACK,T1-STRONG_LONG,100,56.2,55.14,68.22,61.285,10.7,1.124,,61.68,8.9,WAITING,4,4,HIGHWAY,EXCITED,,,HIGH,0.0,61.285,60.44,62.13,2.8,PREMIUM,DISCOUNT,4801,22,2065,99.9,A,"1d,1h,30m,4h",56.2,55.14,285439202.0,0.1,0.9,0.0,22.5,49.0,8.0,122.11,
SGHC,Long,PULLBACK,T2-LONG,69,10.34,10.3,11.44,10.87,5.3,0.2068,,11.11,6.9,APPROACH,2,2,HIGHWAY,EXCITED,,,MEGA,0.0,10.87,10.83,10.91,0.7,PREMIUM,DISCOUNT,171,5,80,3.0,C,"10m,5m",10.34,10.3,631736.0,0.3,1.2,1.0,11.2,21.0,8.0,270.85,
VSH,Long,PULLBACK,T1-STRONG_LONG,100,21.75,21.56,24.86,23.1,7.1,0.435,,23.21,6.3,APPROACH,4,4,HIGHWAY,EXCITED,,,HIGH,0.0,23.1,22.84,23.36,2.3,PREMIUM,DISCOUNT,1301,12,686,99.9,A,"1d,1h,30m,4h",21.75,21.56,63677246.0,0.2,1.1,0.0,24.5,37.0,8.0,113.01,
ALB,Long,PULLBACK,T1-STRONG_LONG,97,175.25,173.64,193.35,187.715,5.2,3.505,,186.95,6.3,APPROACH,6,6,HIGHWAY,EXCITED,,,HIGH,0.0,187.715,185.43,190.0,2.5,DISCOUNT,DISCOUNT,4991,19,3504,3.4,C,"10m,15m,1d,1h,30m,4h",175.25,173.64,448109530.0,0.2,0.8,0.0,11.8,45.0,8.0,117.45,
CLS,Long,PULLBACK,T1-STRONG_LONG,100,335.37,328.58,415.42,370.18,11.8,6.79,,372.0,9.8,WAITING,4,4,HIGHWAY,EXCITED,,,HIGH,0.0,370.18,365.46,374.9,2.6,PREMIUM,DISCOUNT,16067,13,5099,99.9,A,"1d,1h,30m,4h",335.37,328.58,2633176938.0,0.2,1.2,0.0,23.2,33.0,8.0,113.64,
SQM,Long,PULLBACK,T1-STRONG_LONG,100,82.9,82.25,94.39,88.065,6.9,1.658,,88.32,6.1,APPROACH,5,5,HIGHWAY,EXCITED,,,HIGH,0.0,88.065,87.63,88.5,1.0,PREMIUM,DISCOUNT,3680,16,1657,99.9,A,"10m,15m,1h,30m,4h",82.9,82.25,58634795.0,0.1,1.1,0.0,11.0,53.0,8.0,103.73,
VSTM,Long,PULLBACK,T2-LONG,87,5.43,5.36,6.36,5.675,8.6,0.1086,,5.78,6.1,APPROACH,3,2,HIGHWAY,EXCITED,,,HIGH,0.0,5.675,5.66,5.69,0.5,PREMIUM,DISCOUNT,58,7,54,10.0,C,"10m,5m",5.43,5.36,308746.0,0.2,0.8,0.0,14.7,22.0,8.0,75.07,
DLO,Long,PULLBACK,T2-LONG,91,12.99,12.95,13.95,,3.7,0.2598,,13.68,5.0,APPROACH,3,3,HIGHWAY,EXCITED,,,HIGH,0.0,13.68,13.65,13.71,0.4,FLAT,FLAT,649,8,38,2.0,C,"1h,30m,4h",12.99,12.95,3127828.0,0.1,0.7,0.0,10.2,27.0,8.0,88.59,
XNDU,Long,PULLBACK,T1-STRONG_LONG,100,12.55,11.49,15.25,,2.5,1.06,,13.37,6.1,APPROACH,3,3,HIGHWAY,EXCITED,,,NANO,0.41,12.02,11.49,12.55,9.2,PREMIUM,MID,713,10,564,99.9,A,"1d,1m,5m",12.55,11.49,203287366.0,0.6,1.9,1.0,83.4,52.0,8.0,0.72,
ALOY,Long,PULLBACK,T1-STRONG_LONG,92,12.13,12.08,16.57,13.17,18.3,0.2426,,12.7425,4.8,APPROACH,2,2,HIGHWAY,EXCITED,,,HIGH,0.01,13.17,12.85,13.49,5.0,DISCOUNT,DISCOUNT,498,10,433,30.0,A,"1h,4h",12.13,12.08,5047135.0,0.2,1.3,1.0,80.9,51.0,8.0,53.08,
EXPE,Long,PULLBACK,T1-STRONG_LONG,100,230.76,226.87,275.53,242.415,9.7,4.6152,,247.05,6.6,APPROACH,2,2,HIGHWAY,EXCITED,,,HIGH,0.0,242.415,240.21,244.62,1.8,PREMIUM,DISCOUNT,6285,6,3910,11.5,A,"10m,5m",230.76,226.87,1587185.0,0.1,0.8,0.0,11.8,26.0,8.0,115.38,
HLNE,Long,PULLBACK,T1-STRONG_LONG,100,94.19,93.18,102.54,99.515,4.4,1.8838,,100.51,6.3,APPROACH,3,3,HIGHWAY,EXCITED,,,MED,0.0,99.515,99.07,99.96,0.9,PREMIUM,DISCOUNT,913,2,543,2.0,C,"10m,30m,4h",94.19,93.18,18054001.0,0.1,1.1,1.0,11.8,32.0,8.0,37.81,
MXL,Long,PULLBACK,T1-STRONG_LONG,100,19.95,19.86,22.84,21.405,7.2,0.399,,21.35,6.6,APPROACH,4,4,HIGHWAY,EXCITED,,,HIGH,0.0,21.405,21.31,21.5,0.9,DISCOUNT,DISCOUNT,923,9,211,99.9,A,"1d,1h,30m,4h",19.95,19.86,10821510.0,0.2,1.0,0.0,14.3,36.0,8.0,80.5,
BNAI,Long,BREAKOUT,T1-STRONG_LONG,100,53.5,50.95,58.6,,2.0,2.55,False,53.42,0.0,INSIDE,5,5,OPEN_ROAD,EXCITED,0.3,True,NANO,0.02,52.51,50.95,54.07,6.1,PREMIUM,MID,3864,23,2011,99.9,A,,,,,,,,,,,,
PWP,Long,PULLBACK,T3-LONG_WATCH,66,20.15,20.09,22.09,,4.8,0.403,,21.09,4.5,APPROACH,1,1,HIGHWAY,EXCITED,,,HIGH,0.0,20.96,20.96,20.96,0.0,FLAT,FLAT,816,4,793,99.9,A,5m,20.15,20.09,35382.0,0.1,0.9,1.0,13.2,13.0,8.0,67.03,
MANE,Long,PULLBACK,T1-STRONG_LONG,75,67.23,67.08,76.96,71.68,7.2,1.3446,,72.02,6.7,APPROACH,1,1,HIGHWAY,EXCITED,,,MED,0.0,71.68,71.36,72.0,0.9,PREMIUM,DISCOUNT,1743,10,752,99.9,A,15m,67.23,67.08,370005.0,0.2,1.1,0.0,36.0,61.0,8.0,20.38,
TSAT,Long,PULLBACK,T1-STRONG_LONG,100,44.73,43.59,50.43,45.485,5.0,1.14,,47.01,4.9,APPROACH,5,3,OPEN_ROAD,EXCITED,,,NANO,0.09,45.485,44.95,46.02,2.4,PREMIUM,DISCOUNT,1708,13,1127,99.9,A,"10m,15m,5m",44.73,43.59,408437.0,0.4,0.8,0.0,13.3,64.0,8.0,0.53,
