ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
UWMC,Long,BOUNCE,T1-STRONG_LONG,80,3.92,3.6569,4.4462,,2.0,0.2631,3.92,1.5,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",3.86,3.77,OPEN_ROAD,EXCITED,110402952.0,1.0,0.8,0.0,12.4,24.0,8.0,245.95,MEGA,0.05,3.805,3.75,3.86,2.9,PREMIUM,MID,69,2,64,2.3,C,,,,
UAL,Long,BREAKOUT,T1-STRONG_LONG,100,102.58,91.51,124.72,,2.0,11.07,101.8,0.0,INSIDE,6,6,,,,OPEN_ROAD,EXCITED,,,,,,,,,MEGA,0.03,98.955,95.03,102.88,8.3,PREMIUM,MID,7298,7,1208,10.2,A,False,1.6,True,
NB,Long,BOUNCE,T1-STRONG_LONG,100,6.22,5.7133,7.2334,,2.0,0.5067,6.22,1.6,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",6.12,5.89,OPEN_ROAD,EXCITED,182359783.0,2.2,2.2,2.0,38.0,38.0,8.0,122.39,HIGH,0.06,6.0,5.88,6.12,4.1,PREMIUM,MID,395,7,95,2.4,C,,,,
BTDR,Long,BOUNCE,T1-STRONG_LONG,100,12.89,12.1056,14.4588,,2.0,0.7844,12.89,2.6,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",12.55,12.48,HIGHWAY,EXCITED,47167551.0,1.7,1.2,0.0,29.5,39.0,8.0,115.07,HIGH,0.07,12.665,12.42,12.91,3.9,PREMIUM,DISCOUNT,890,7,209,7.8,B,,,,
LUV,Long,BREAKOUT,T1-STRONG_LONG,100,43.16,39.4984,50.4832,,2.0,3.6616,42.7,0.0,INSIDE,6,6,,,,OPEN_ROAD,EXCITED,,,,,,,,,MEGA,0.01,41.985,40.63,43.34,6.7,PREMIUM,MID,3029,7,509,9.2,A,False,1.6,True,
BBWI,Long,PULLBACK,T1-STRONG_LONG,77,19.41,17.5182,23.1936,,2.0,1.8918,19.41,4.9,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",18.46,18.06,OPEN_ROAD,EXCITED,467106192.0,1.7,1.0,0.0,14.7,27.0,8.0,188.7,HIGH,0.04,18.25,18.04,18.46,2.3,PREMIUM,MID,458,4,458,3.8,C,,,,
GLXY,Long,PULLBACK,T2-LONG,100,23.46,22.0481,26.94,24.715,2.5,1.4119,25.84,9.2,WAITING,2,2,"1d,4h",23.46,22.73,HIGHWAY,EXCITED,466084633.0,1.8,1.1,0.0,30.5,30.0,8.0,187.24,HIGH,0.03,24.715,24.43,25.0,2.3,PREMIUM,DISCOUNT,1164,3,230,4.3,B,,,,
IOT,Long,PULLBACK,T1-STRONG_LONG,100,30.62,28.0039,35.8522,,2.0,2.6161,30.62,4.3,APPROACH,4,4,"1d,1h,30m,4h",29.29,28.87,OPEN_ROAD,EXCITED,317973748.0,1.7,1.6,0.0,20.0,30.0,8.0,353.36,MEGA,0.02,29.915,29.63,30.2,1.9,PREMIUM,DISCOUNT,835,4,350,6.9,B,,,,
UAA,Long,PULLBACK,T1-STRONG_LONG,99,6.49,5.9655,7.539,,2.0,0.5245,6.49,4.8,APPROACH,2,2,"1d,4h",6.18,6.15,OPEN_ROAD,EXCITED,20534637.0,1.3,1.0,0.0,12.8,26.0,8.0,302.38,MEGA,0.02,6.32,6.26,6.38,1.9,PREMIUM,DISCOUNT,200,6,74,9.7,A,,,,
AFRM,Long,BOUNCE,T1-STRONG_LONG,100,64.5,58.5395,76.421,,2.0,5.9605,64.5,2.9,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",62.6,60.35,OPEN_ROAD,EXCITED,1453149736.0,1.8,1.5,0.0,37.6,45.0,8.0,279.34,MEGA,0.02,62.17,60.28,64.06,6.3,PREMIUM,DISCOUNT,4039,9,1638,10.1,A,,,,
WSHP,Long,BOUNCE,T2-LONG,100,15.87,14.938,17.734,16.6775,2.0,0.932,15.87,1.2,CLOSE,2,1,1m,15.686,15.4,OPEN_ROAD,EXCITED,102528.0,3.1,5.1,2.0,717.3,81.0,8.0,1.33,NANO,2.08,16.6775,14.265,19.09,33.8,DISCOUNT,DISCOUNT,965,11,674,3.8,C,,,,
ALK,Long,PULLBACK,T1-STRONG_LONG,87,45.4,40.0028,56.1944,,2.0,5.3972,45.4,4.4,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",43.4,41.24,OPEN_ROAD,EXCITED,1538722521.0,2.0,1.2,1.0,24.4,38.0,8.0,113.89,HIGH,0.05,42.435,41.15,43.72,6.2,PREMIUM,MID,4507,4,1825,4.5,B,,,,
PACB,Long,BOUNCE,T1-STRONG_LONG,100,1.69,1.58,1.91,,2.0,0.11,1.69,1.8,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",1.66,1.63,OPEN_ROAD,EXCITED,30764265.0,1.5,1.0,0.0,31.6,54.0,8.0,293.75,MEGA,0.03,1.66,1.63,1.69,3.7,PREMIUM,DISCOUNT,48,8,48,7.4,C,,,,
SLDP,Long,PULLBACK,T1-STRONG_LONG,100,3.07,2.9003,3.79,3.305,4.2,0.1697,3.37,8.9,WAITING,2,2,"1d,4h",3.07,2.99,HIGHWAY,EXCITED,28262524.0,1.8,2.4,1.0,31.2,38.0,8.0,186.08,HIGH,0.03,3.305,3.26,3.35,2.8,PREMIUM,DISCOUNT,216,7,13,12.5,A,,,,
CHYM,Long,PULLBACK,T1-STRONG_LONG,98,22.42,21.6504,31.89,23.485,12.3,0.7696,24.12,7.0,WAITING,2,2,"1d,4h",22.42,22.32,HIGHWAY,EXCITED,38941484.0,2.5,1.6,1.0,24.5,37.0,8.0,219.25,MEGA,0.03,23.485,23.41,23.56,0.6,PREMIUM,DISCOUNT,652,6,614,32.2,A,,,,
KLAR,Long,PULLBACK,T2-LONG,100,14.2,13.5412,15.9,14.915,2.6,0.6588,15.06,5.7,APPROACH,2,2,"1d,4h",14.2,13.96,HIGHWAY,EXCITED,164853736.0,1.4,1.2,0.0,21.0,34.0,8.0,200.52,MEGA,0.03,14.915,14.67,15.16,3.3,PREMIUM,DISCOUNT,418,3,179,5.6,B,,,,
ASST,Long,PULLBACK,T1-STRONG_LONG,100,14.59,13.5994,17.1,,2.5,0.9906,15.61,6.5,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",14.59,14.02,HIGHWAY,EXCITED,855396606.0,2.4,1.5,1.0,57.3,56.0,8.0,56.6,HIGH,0.11,14.285,13.98,14.59,4.4,PREMIUM,MID,1451,12,1034,9.5,A,,,,
NXE,Long,PULLBACK,T1-STRONG_LONG,100,12.0,11.5042,12.9916,12.735,2.0,0.4958,12.69,5.4,APPROACH,2,2,"1d,4h",12.0,11.86,HIGHWAY,EXCITED,37837510.0,1.3,1.0,0.0,18.4,28.0,8.0,639.01,MEGA,0.01,12.735,12.65,12.82,1.3,DISCOUNT,DISCOUNT,285,10,168,99.9,A,,,,
ASPI,Long,BOUNCE,T1-STRONG_LONG,100,5.37,4.9761,7.05,,4.3,0.3939,5.37,2.2,CLOSE,5,5,"10m,15m,1h,30m,5m",5.25,5.13,HIGHWAY,EXCITED,20201658.0,1.7,1.4,0.0,38.5,30.0,8.0,100.4,HIGH,0.07,5.18,5.11,5.25,2.7,PREMIUM,MID,271,5,81,31.3,A,,,,
TMC,Long,BOUNCE,T1-STRONG_LONG,100,5.32,4.9664,6.0272,,2.0,0.3536,5.32,0.2,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",5.31,5.12,OPEN_ROAD,EXCITED,101145524.0,1.1,0.9,0.0,31.4,37.0,8.0,240.02,MEGA,0.03,5.315,5.16,5.47,6.0,MID,DISCOUNT,145,6,64,5.1,B,,,,
KVYO,Long,PULLBACK,T2-LONG,66,17.35,16.6258,19.23,18.58,2.6,0.7242,18.67,7.1,WAITING,1,1,4h,17.35,17.14,HIGHWAY,EXCITED,45897054.0,1.9,1.5,0.0,18.6,22.0,8.0,143.82,HIGH,0.03,18.58,18.4,18.76,2.0,PREMIUM,DISCOUNT,217,3,112,3.0,C,,,,
USAS,Long,PULLBACK,T1-STRONG_LONG,100,6.19,5.917,7.1699,6.595,3.6,0.273,6.55,5.5,APPROACH,3,3,"1d,1h,30m",6.19,6.1,HIGHWAY,EXCITED,76013412.0,1.1,1.1,0.0,28.8,53.0,8.0,270.28,MEGA,0.02,6.595,6.44,6.75,4.8,MID,DISCOUNT,590,12,197,9.5,A,,,,
UPST,Long,BOUNCE,T1-STRONG_LONG,100,34.57,32.3204,39.0692,,2.0,2.2496,34.57,1.1,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",34.18,33.32,OPEN_ROAD,EXCITED,343995511.0,1.6,1.7,1.0,34.9,44.0,8.0,80.18,HIGH,0.06,33.635,33.09,34.18,3.3,PREMIUM,MID,1732,4,1537,8.5,A,,,,
ABSI,Long,PULLBACK,T1-STRONG_LONG,94,3.33,3.1331,3.85,,2.6,0.1969,3.58,7.0,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",3.33,3.23,HIGHWAY,EXCITED,83901104.0,1.7,1.1,0.0,27.9,37.0,8.0,143.28,HIGH,0.04,3.28,3.23,3.33,3.1,PREMIUM,MID,113,8,92,7.5,B,,,,
ASM,Long,PULLBACK,T2-LONG,98,7.05,6.7706,8.01,7.32,3.4,0.2794,7.75,9.0,WAITING,2,2,"1d,4h",7.05,6.98,HIGHWAY,EXCITED,30904096.0,1.4,0.9,0.0,19.5,47.0,8.0,150.8,HIGH,0.04,7.32,7.2,7.44,3.3,PREMIUM,DISCOUNT,426,14,335,3.4,C,,,,
NAT,Long,BOUNCE,T1-STRONG_LONG,100,6.03,5.6794,6.7313,,2.0,0.3506,6.03,1.8,CLOSE,4,4,"1d,1h,30m,4h",5.92,5.855,HIGHWAY,EXCITED,60076602.0,1.3,0.9,0.0,8.9,21.0,8.0,200.64,MEGA,0.03,5.89,5.86,5.92,1.0,PREMIUM,MID,121,10,50,99.9,B,,,,
BFLY,Long,PULLBACK,T1-STRONG_LONG,100,4.935,4.7239,5.3572,5.34,2.0,0.2111,5.45,9.4,WAITING,4,4,"1d,1h,30m,4h",4.935,4.87,HIGHWAY,EXCITED,138650208.0,1.3,1.9,1.0,38.1,42.0,8.0,186.23,HIGH,0.03,5.34,5.29,5.39,1.9,PREMIUM,DISCOUNT,441,11,154,99.9,A,,,,
TSHA,Long,PULLBACK,T1-STRONG_LONG,100,6.1,5.7521,6.7958,,2.0,0.3479,6.43,5.1,APPROACH,6,6,"10m,15m,1d,1h,30m,4h",6.1,5.93,HIGHWAY,EXCITED,147610311.0,1.9,2.2,1.0,48.9,34.0,8.0,198.29,HIGH,0.02,6.025,5.95,6.1,2.5,PREMIUM,MID,232,11,38,99.9,A,,,,
AMKR,Long,PULLBACK,T1-STRONG_LONG,100,67.37,61.013,80.084,,2.0,6.357,67.37,4.5,APPROACH,6,6,"10m,15m,1d,1h,30m,4h",64.34,62.9,HIGHWAY,EXCITED,944457753.0,2.0,1.6,1.0,21.1,43.0,8.0,133.95,HIGH,0.03,63.62,62.9,64.34,2.3,PREMIUM,MID,4632,20,1876,99.9,A,,,,
SLS,Long,PULLBACK,T2-LONG,99,4.85,4.6124,5.3253,5.015,2.0,0.2376,5.22,7.1,WAITING,2,2,"1d,4h",4.85,4.755,OPEN_ROAD,EXCITED,40105655.0,0.9,0.6,0.0,15.7,23.0,8.0,178.82,HIGH,0.02,5.015,4.93,5.1,3.4,PREMIUM,DISCOUNT,104,8,71,9.4,B,,,,
BROS,Long,BOUNCE,T1-STRONG_LONG,77,53.44,49.1305,62.059,,2.0,4.3095,53.44,2.7,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",52.01,50.65,OPEN_ROAD,EXCITED,578848416.0,1.7,1.5,0.0,8.7,26.0,8.0,126.22,HIGH,0.03,51.305,50.6,52.01,2.8,PREMIUM,MID,1621,3,986,2.2,C,,,,
PONY,Long,PULLBACK,T1-STRONG_LONG,97,11.69,10.67,13.73,,2.0,1.02,11.69,3.3,APPROACH,6,6,"10m,15m,1h,30m,4h,5m",11.31,11.0,OPEN_ROAD,EXCITED,86573373.0,1.1,0.9,0.0,29.6,46.0,8.0,265.88,MEGA,0.02,11.23,10.97,11.49,4.7,PREMIUM,MID,960,5,150,8.0,A,,,,
DHT,Long,BOUNCE,T1-STRONG_LONG,100,18.32,17.1884,20.5832,,2.0,1.1316,18.32,0.2,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",18.29,17.72,HIGHWAY,EXCITED,354519492.0,1.3,1.0,0.0,9.1,27.0,8.0,144.01,HIGH,0.03,18.005,17.72,18.29,3.2,PREMIUM,MID,433,8,169,5.1,B,,,,
